Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE
Penny Hart ,SEA,WR,6.0,6.33,3.82,0.8,5.74,1.12,28.26,5.56,6.74,14.03,5.47,0.0,0.0,0.0,0.0,0.1,0.01,1.95,0.15,1.95,0.0,0.0,3.92,0.81,5.85,1.12,0.0,0.0,0.0,0.72,3.02,0.57,0.19,0.71,0.99,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.42,4.93,0.97,0.56,0.8,1.69,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.73,6.84,1.37,0.95,0.89,2.43,6.33,0.0,0.0,0.0,0.0,0.0,0.0,1.04,3
Cody Hollister ,TEN,WR,6.0,4.83,3.01,0.7,4.98,1.15,43.07,8.94,14.55,21.69,7.76,1.23,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,0.7,4.98,1.15,0.0,0.0,0.0,0.69,4.31,0.89,0.21,1.22,1.36,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.55,5.81,1.25,0.35,1.6,1.83,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.71,7.32,1.59,0.5,1.98,2.29,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.89,4
Trinity Benson ,DET,WR,7.0,2.71,2.86,0.41,6.29,0.9,29.43,4.2,2.94,6.86,2.94,0.57,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.41,6.29,0.9,0.0,0.0,0.0,0.44,2.94,0.42,0.49,0.33,0.64,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.37,0.63,0.77,0.46,0.91,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.71,5.8,0.83,0.97,0.6,1.16,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.88,2
Jalen Tolbert ,DAL,WR,6.0,3.0,2.0,0.67,3.0,1.0,12.0,4.0,6.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.67,3.0,1.0,0.0,0.0,0.0,0.56,1.2,0.4,0.4,0.4,0.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,2.2,0.73,0.9,0.67,1.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,3.2,1.07,1.4,0.95,1.82,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,1
Racey McMath ,TEN,WR,5.0,4.57,2.0,0.45,7.43,1.71,30.86,7.52,15.43,30.43,7.57,1.43,0.36,0.0,0.0,0.71,0.18,2.86,0.71,2.86,0.0,0.0,2.71,0.63,8.14,1.89,0.29,0.05,0.14,0.69,2.8,0.73,0.18,1.62,0.97,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.46,3.8,0.96,0.36,1.74,1.3,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.61,4.8,1.18,0.54,1.88,1.64,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2
Ihmir Smith-Marsette ,KC,WR,4.0,4.57,2.14,0.42,4.57,1.0,43.86,8.2,17.34,23.29,5.39,1.71,0.29,0.57,0.09,0.71,0.18,-0.71,-0.18,-0.71,0.0,0.0,2.86,0.59,5.29,1.18,0.71,0.18,0.36,0.69,6.31,1.02,0.05,2.06,0.87,4.0,0.29,0.0,0.29,0.0,0.06,0.07,0.46,7.39,1.23,0.16,2.08,1.18,4.0,0.29,0.0,0.29,0.0,0.06,0.07,0.59,8.46,1.43,0.23,2.4,1.54,4.29,0.0,0.0,0.29,0.0,0.06,0.06,0.73,2
Stone Smartt ,LAC,WR,4.0,3.0,4.0,1.33,5.0,1.67,17.0,5.67,4.25,8.0,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.33,5.0,1.67,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,2.0,0.67,0.5,0.29,1.49,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,4.0,1.33,1.0,0.58,2.58,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1
Miles Boykin ,FA,WR,40.0,8.86,3.86,0.4,6.21,0.57,42.26,3.54,6.84,14.46,3.09,0.83,0.05,0.51,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,0.4,6.21,0.57,0.0,0.0,0.0,0.84,7.3,0.55,0.23,0.79,0.76,8.34,0.32,0.2,0.0,0.0,0.01,0.0,0.44,9.23,0.74,0.35,1.02,1.05,8.44,0.32,0.1,0.0,0.0,0.01,0.0,0.59,11.16,0.94,0.47,1.27,1.33,8.52,0.3,0.04,0.0,0.0,0.0,0.0,0.73,4
Pharoh Cooper ,ARI,WR,8.0,7.14,3.69,0.48,6.03,0.74,28.59,2.94,5.7,9.8,2.05,0.35,0.02,0.04,0.0,2.75,0.53,10.05,1.95,3.13,0.0,0.0,6.44,1.0,8.78,1.26,0.0,0.0,0.0,0.8,4.1,0.51,0.07,0.78,0.84,7.1,0.0,0.04,0.0,0.0,0.0,0.0,0.44,5.95,0.74,0.11,1.17,1.15,7.1,0.0,0.04,0.0,0.0,0.0,0.0,0.58,7.8,0.98,0.14,1.59,1.45,7.0,0.1,0.04,0.0,0.0,0.0,0.0,0.7,4
Gunner Olszewski ,PIT,WR,7.0,14.77,4.14,0.28,5.7,0.39,47.72,3.29,12.24,29.39,2.93,1.71,0.11,0.1,0.01,5.67,0.38,28.5,1.91,5.67,0.0,0.0,9.81,0.67,11.36,0.77,0.66,0.05,0.07,1.0,7.49,0.52,0.12,1.25,0.76,14.67,0.0,0.0,0.1,0.0,0.01,0.01,0.48,9.57,0.66,0.12,1.46,0.96,14.67,0.0,0.0,0.1,0.0,0.01,0.01,0.57,11.64,0.8,0.12,1.7,1.16,14.67,0.0,0.0,0.1,0.0,0.01,0.01,0.66,4
Kevin White ,FA,WR,38.0,5.18,1.54,0.28,4.49,0.85,57.18,10.34,33.46,50.77,10.34,3.08,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.28,4.49,0.85,0.0,0.0,0.0,0.72,5.72,1.03,0.0,2.13,1.32,4.54,0.64,0.0,0.0,0.0,0.0,0.0,0.51,6.49,1.17,0.0,2.32,1.51,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.57,7.26,1.31,0.0,2.52,1.7,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.63,3
Trent Taylor ,CIN,WR,5.0,12.51,5.38,0.46,9.33,0.77,59.08,5.85,12.76,31.44,4.63,1.74,0.16,0.0,0.0,2.56,0.16,9.62,0.6,2.4,0.0,0.0,7.95,0.61,11.9,0.94,0.64,0.04,0.06,0.91,5.59,0.57,0.04,1.45,0.81,12.51,0.0,0.0,0.0,0.0,0.0,0.0,0.41,8.28,0.79,0.07,1.78,1.11,12.51,0.0,0.0,0.0,0.0,0.0,0.0,0.55,10.97,1.02,0.09,2.14,1.4,12.51,0.0,0.0,0.0,0.0,0.0,0.0,0.69,3
Keith Kirkwood ,NO,WR,6.0,2.72,2.07,0.76,4.38,1.59,16.55,6.37,8.22,11.63,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.76,4.38,1.59,0.0,0.0,0.0,0.52,1.66,0.64,0.37,0.68,0.86,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.35,2.69,1.01,0.73,1.04,1.32,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.55,3.72,1.4,1.09,1.41,1.76,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.74,4
Juwann Winfree ,FA,WR,30.0,3.39,2.59,0.6,5.67,1.46,24.75,6.35,12.25,13.42,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.6,5.67,1.46,0.25,0.05,0.03,0.59,1.98,0.54,0.0,0.95,0.83,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.32,3.28,0.83,0.27,1.29,1.22,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.53,4.57,1.14,0.54,1.67,1.59,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.72,4
C.J. Board ,TEN,WR,7.0,5.48,2.76,0.42,3.83,0.55,27.43,4.03,8.35,15.54,3.78,0.53,0.09,0.0,0.0,0.34,0.05,1.77,0.27,1.77,0.0,0.0,3.11,0.46,4.17,0.6,0.0,0.0,0.0,0.72,2.92,0.43,0.22,0.67,0.7,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.37,4.3,0.64,0.31,0.93,1.01,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.51,5.68,0.85,0.43,1.19,1.31,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.66,4
Josh Gordon ,FA,WR,33.0,3.62,2.55,0.26,6.56,1.3,27.37,2.67,2.44,5.54,1.99,0.61,0.06,0.32,0.03,0.04,0.0,0.04,0.0,0.04,0.0,0.0,2.59,0.26,6.61,1.3,0.0,0.0,0.0,0.49,4.6,0.47,0.15,0.78,0.58,3.26,0.32,0.04,0.0,0.0,0.0,0.0,0.38,5.87,0.6,0.19,0.89,0.73,3.22,0.32,0.09,0.0,0.0,0.01,0.0,0.47,7.15,0.73,0.24,1.01,0.89,3.22,0.32,0.09,0.0,0.0,0.01,0.0,0.55,4
Tim Jones ,JAC,WR,6.0,7.0,3.0,0.43,4.0,0.57,30.0,4.29,10.0,20.0,4.29,1.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.43,4.0,0.57,0.0,0.0,0.0,0.84,3.0,0.43,0.0,0.74,0.73,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,4.5,0.64,0.0,0.95,1.07,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,6.0,0.86,0.0,1.19,1.38,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,1
Jaelon Darden ,CLE,WR,11.0,12.57,3.14,0.29,4.86,0.48,30.86,2.69,11.33,26.14,2.6,1.0,0.08,0.0,0.0,1.0,0.08,4.57,0.45,4.57,0.0,0.0,4.14,0.37,5.86,0.56,0.0,0.0,0.0,0.98,3.54,0.31,0.0,0.75,0.52,12.57,0.0,0.0,0.0,0.0,0.0,0.0,0.28,5.11,0.46,0.14,0.93,0.75,12.57,0.0,0.0,0.0,0.0,0.0,0.0,0.43,6.69,0.61,0.29,1.15,0.95,12.57,0.0,0.0,0.0,0.0,0.0,0.0,0.58,2
John Hightower ,LAC,WR,5.0,4.43,2.86,0.22,8.29,0.64,47.71,3.67,4.77,16.86,3.14,2.29,0.18,0.0,0.0,0.29,0.02,0.29,0.02,0.29,0.0,0.0,3.14,0.24,8.57,0.66,0.0,0.0,0.0,0.49,5.37,0.41,0.03,0.61,0.54,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.32,6.8,0.52,0.09,0.69,0.69,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.41,8.23,0.63,0.23,0.77,0.83,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.54,3
Demetric Felton Jr. ,CLE,WR,10.0,8.57,6.57,0.58,8.86,0.88,57.43,4.4,5.73,13.0,3.41,0.86,0.06,0.57,0.04,2.71,0.26,4.0,-0.02,-1.88,0.0,0.0,9.29,0.83,11.57,1.13,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,8.57,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.29,0.29,0.14,0.35,0.59,8.57,0.0,0.0,0.0,0.0,0.0,0.0,0.41,6.57,0.58,0.29,0.7,1.03,8.57,0.0,0.0,0.0,0.0,0.0,0.0,0.65,2
Vyncint Smith ,IND,WR,6.0,3.87,2.0,0.16,4.59,0.98,26.41,2.13,4.69,7.13,1.67,0.62,0.04,0.0,0.0,0.31,0.02,5.33,0.38,1.78,0.1,0.01,2.31,0.18,4.9,1.0,0.1,0.01,0.01,0.5,3.58,0.28,0.23,0.39,0.38,3.77,0.1,0.0,0.0,0.0,0.0,0.0,0.3,4.58,0.36,0.31,0.47,0.49,3.67,0.21,0.0,0.0,0.0,0.0,0.0,0.38,5.58,0.44,0.38,0.56,0.59,3.77,0.1,0.0,0.0,0.0,0.0,0.0,0.46,4
Tyrie Cleveland ,PHI,WR,5.0,5.26,1.9,0.32,5.67,1.05,24.41,4.24,10.05,12.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.32,5.67,1.05,0.0,0.0,0.0,0.73,2.44,0.42,0.0,0.95,0.63,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.29,3.39,0.58,0.0,1.3,0.83,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.36,4.34,0.74,0.0,1.65,1.03,5.15,0.1,0.0,0.0,0.0,0.0,0.0,0.43,3
DJ Turner ,LV,WR,8.0,6.0,0.0,0.0,1.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.67,26.0,4.33,6.5,0.0,0.0,4.0,0.67,5.0,0.83,0.0,0.0,0.0,0.78,2.6,0.43,0.0,0.8,0.73,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,2.6,0.43,0.0,0.8,0.75,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.6,0.43,0.0,0.8,0.77,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1
Danny Gray ,SF,WR,6.0,7.0,1.0,0.14,7.0,1.0,10.0,1.43,10.0,10.0,1.43,0.0,0.0,0.0,0.0,1.0,0.14,9.0,1.29,9.0,0.0,0.0,2.0,0.29,8.0,1.14,0.0,0.0,0.0,0.84,1.9,0.27,0.0,0.46,0.52,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,2.4,0.34,0.0,0.61,0.63,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.9,0.41,0.0,0.78,0.74,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1
Alex Erickson ,WAS,WR,6.0,7.63,3.62,0.22,5.73,0.36,48.09,2.96,6.14,12.34,1.98,1.07,0.07,0.0,0.0,0.69,0.04,1.99,0.12,0.4,0.0,0.0,4.31,0.27,6.42,0.4,0.28,0.02,0.01,0.66,4.5,0.27,0.07,0.57,0.37,7.41,0.14,0.04,0.04,0.0,0.01,0.0,0.24,6.3,0.39,0.11,0.74,0.49,7.33,0.12,0.14,0.04,0.0,0.01,0.0,0.32,8.11,0.5,0.14,0.9,0.62,7.33,0.12,0.14,0.04,0.0,0.01,0.0,0.39,4
Dareke Young ,SEA,WR,8.0,7.0,2.0,0.29,2.0,0.29,24.0,3.43,12.0,12.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.29,2.0,0.29,0.0,0.0,0.0,0.84,2.4,0.34,0.0,0.91,0.56,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,3.4,0.49,0.0,1.29,0.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,4.4,0.63,0.0,1.66,0.93,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1
Ty Montgomery ,NE,WR,3.0,5.29,6.6,2.21,10.13,3.06,38.84,11.57,5.7,11.99,5.84,0.29,0.02,0.62,0.62,8.06,1.89,23.62,1.45,0.76,0.0,0.0,14.66,4.1,18.19,4.95,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.12,3.3,1.1,0.99,0.27,0.32,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.29,6.6,2.21,1.97,0.54,0.56,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.41,4
Jaydon Mickens ,NYG,WR,10.0,10.36,3.08,0.29,4.49,0.42,21.28,2.02,5.33,10.51,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.29,4.49,0.42,0.0,0.0,0.0,0.92,2.13,0.2,0.0,0.51,0.34,10.36,0.0,0.0,0.0,0.0,0.0,0.0,0.19,3.67,0.35,0.0,0.91,0.52,10.36,0.0,0.0,0.0,0.0,0.0,0.0,0.28,5.21,0.49,0.0,1.3,0.71,10.1,0.26,0.0,0.0,0.0,0.0,0.0,0.35,4
Braylon Sanders ,MIA,WR,6.5,2.0,2.0,1.0,3.0,1.5,17.0,8.5,8.5,13.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.5,1.0,0.5,0.5,0.44,-0.3,-0.15,-0.15,0.21,-0.35,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.7,0.35,0.35,0.49,0.68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,1.7,0.85,0.85,1.2,1.37,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1
Dezmon Patmon ,BUF,WR,3.0,1.77,1.79,1.41,4.87,4.1,20.77,16.73,10.38,14.49,12.24,0.0,0.0,0.26,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,1.41,4.87,4.1,0.0,0.0,0.0,0.37,3.62,2.06,1.63,0.92,0.6,1.51,0.26,0.0,0.0,0.0,0.0,0.0,0.22,4.51,2.76,2.33,0.97,0.68,1.51,0.26,0.0,0.0,0.0,0.0,0.0,0.26,5.41,3.47,3.04,1.03,0.77,1.51,0.26,0.0,0.0,0.0,0.0,0.0,0.31,3
Montrell Washington ,DEN,WR,9.0,15.0,4.0,0.27,9.0,0.6,2.0,0.13,0.5,4.0,0.33,0.0,0.0,0.0,0.0,5.0,0.33,30.0,2.0,6.0,0.0,0.0,9.0,0.6,14.0,0.93,1.0,0.07,0.11,1.0,1.2,0.08,0.0,0.78,0.14,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,3.2,0.21,0.0,0.72,0.38,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,5.2,0.35,0.0,0.73,0.63,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1
Malik Taylor ,NYJ,WR,8.0,9.29,2.86,0.3,3.86,0.42,28.86,2.69,8.77,12.43,1.95,0.57,0.04,0.29,0.02,0.29,0.02,2.57,0.17,2.57,0.0,0.0,3.14,0.32,4.14,0.44,0.71,0.1,0.36,0.89,3.43,0.19,0.0,1.22,0.25,9.0,0.29,0.0,0.0,0.0,0.0,0.0,0.16,4.86,0.35,0.0,1.5,0.48,9.0,0.29,0.0,0.0,0.0,0.0,0.0,0.25,6.29,0.49,0.0,1.83,0.69,9.0,0.29,0.0,0.0,0.0,0.0,0.0,0.34,3
Maurice Alexander ,DET,WR,8.0,3.0,1.0,0.33,1.0,0.33,7.0,2.33,7.0,7.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,1.0,0.33,0.0,0.0,0.0,0.56,0.7,0.23,0.0,0.4,0.47,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.2,0.4,0.0,0.69,0.72,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.7,0.57,0.0,0.98,0.96,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1
Easop Winston Jr. ,SEA,WR,7.0,3.0,1.0,0.33,1.0,0.33,5.0,1.67,5.0,5.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,1.0,0.33,0.0,0.0,0.0,0.56,0.5,0.17,0.0,0.29,0.36,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.0,0.33,0.0,0.58,0.63,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.5,0.5,0.0,0.87,0.87,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,2
Mason Kinsey ,TEN,WR,8.0,1.71,0.71,0.36,0.71,0.36,2.14,1.07,2.14,2.14,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.36,0.71,0.36,0.0,0.0,0.0,0.39,0.21,0.11,0.11,0.15,0.25,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.57,0.29,0.29,0.41,0.54,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.93,0.46,0.46,0.66,0.8,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.26,2
Cody White ,PIT,WR,6.0,2.43,2.14,0.95,2.43,1.0,10.86,3.0,3.31,4.57,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.95,2.43,1.0,0.0,0.0,0.0,0.42,1.09,0.3,0.14,0.24,0.26,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.11,2.16,0.78,0.5,0.43,0.41,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.17,3.23,1.25,0.86,0.62,0.55,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.22,2
Diontae Spencer ,NYJ,WR,7.0,14.08,2.03,0.15,4.92,0.37,7.92,0.68,0.83,4.62,0.82,0.1,0.01,0.0,0.0,1.08,0.09,5.49,0.48,1.83,0.0,0.0,3.1,0.24,6.0,0.45,1.38,0.09,1.29,1.0,0.11,0.07,0.0,1.0,0.03,13.82,0.26,0.0,0.0,0.0,0.0,0.0,0.06,1.12,0.15,0.0,1.03,0.16,14.08,0.0,0.0,0.0,0.0,0.0,0.0,0.11,2.14,0.22,0.0,1.09,0.27,14.08,0.0,0.0,0.0,0.0,0.0,0.0,0.17,4
Andre Roberts ,FA,WR,41.0,7.78,0.76,0.05,1.26,0.08,12.76,0.82,9.72,10.47,0.81,0.49,0.03,0.0,0.0,0.88,0.06,4.66,0.29,1.54,0.0,0.0,1.64,0.11,2.14,0.14,0.69,0.04,0.16,0.73,1.84,0.12,0.0,0.48,0.17,7.53,0.25,0.0,0.0,0.0,0.0,0.0,0.09,2.22,0.14,0.0,0.51,0.21,7.78,0.0,0.0,0.0,0.0,0.0,0.0,0.11,2.6,0.17,0.0,0.55,0.26,7.78,0.0,0.0,0.0,0.0,0.0,0.0,0.13,4
Daurice Fountain ,CHI,WR,7.0,2.03,0.51,0.1,0.77,0.15,5.9,1.18,2.95,3.08,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.1,0.77,0.15,0.0,0.0,0.0,0.39,0.59,0.12,0.0,0.26,0.19,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.85,0.17,0.0,0.38,0.25,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.1,0.22,0.0,0.49,0.32,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.11,4
Frank Darby ,ATL,WR,3.5,1.86,1.0,0.79,1.86,1.0,14.71,11.71,14.71,14.71,11.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.79,1.86,1.0,0.0,0.0,0.0,0.39,1.47,1.17,1.07,0.2,0.17,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.97,1.57,1.43,0.27,0.23,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.47,1.96,1.79,0.34,0.28,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2
Marcus Kemp ,WAS,WR,7.0,5.21,0.59,0.05,1.33,0.11,7.0,0.6,4.04,5.02,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.05,1.33,0.11,0.0,0.0,0.0,0.62,0.7,0.06,0.0,0.16,0.12,5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.0,0.08,0.0,0.22,0.16,5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1.29,0.11,0.0,0.28,0.2,5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4
Lance McCutcheon ,LAR,WR,7.0,4.0,0.0,0.0,5.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.25,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1
Jacob Harris ,LAR,WR,8.0,2.43,0.71,0.24,0.71,0.24,4.29,1.43,4.29,4.29,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.24,0.71,0.24,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.36,0.12,0.0,0.21,0.26,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.71,0.24,0.0,0.41,0.46,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.13,2
Stanley Morgan Jr. ,CIN,WR,6.0,9.28,0.61,0.05,2.0,0.19,3.42,0.31,1.59,2.33,0.31,0.0,0.0,0.0,0.0,0.25,0.02,0.74,0.07,0.74,0.0,0.0,0.86,0.08,2.24,0.21,0.0,0.0,0.0,0.94,0.42,0.04,0.0,0.09,0.08,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.72,0.07,0.0,0.15,0.13,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1.03,0.09,0.0,0.2,0.17,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4
Tanner Conner ,MIA,WR,6.5,2.0,0.0,0.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1
