Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE
Parker Hesse ,ATL,TE,3.0,9.71,7.86,0.89,9.57,1.09,75.86,8.37,9.52,20.57,7.37,0.71,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86,0.89,9.57,1.09,0.0,0.0,0.0,0.91,7.59,0.84,0.67,0.87,1.25,9.43,0.29,0.0,0.0,0.0,0.0,0.0,0.88,11.51,1.29,1.17,1.16,1.84,9.43,0.29,0.0,0.0,0.0,0.0,0.0,1.33,15.44,1.73,1.67,1.48,2.42,9.43,0.29,0.0,0.0,0.0,0.0,0.0,1.77,2
Stone Smartt ,LAC,TE,3.0,3.0,4.0,1.33,5.0,1.67,17.0,5.67,4.25,8.0,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.33,5.0,1.67,0.0,0.0,0.0,0.6,1.7,0.57,0.6,0.25,1.14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,3.7,1.23,1.3,0.12,3.13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,5.7,1.9,1.8,0.36,3.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1
Brycen Hopkins ,LAR,TE,2.0,5.15,4.74,0.9,7.31,1.26,72.18,12.29,12.29,16.41,9.08,1.28,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.9,7.31,1.26,0.0,0.0,0.0,0.73,7.22,1.23,0.94,1.26,1.21,4.51,0.64,0.0,0.0,0.0,0.0,0.0,0.87,9.59,1.68,1.38,1.57,1.56,4.51,0.64,0.0,0.0,0.0,0.0,0.0,1.14,11.96,2.13,1.83,1.88,1.91,4.51,0.64,0.0,0.0,0.0,0.0,0.0,1.42,3
Chris Myarick ,NYG,TE,6.0,8.0,5.26,0.6,6.67,0.82,46.03,5.04,7.41,17.31,4.35,0.64,0.06,0.9,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.6,6.67,0.82,0.0,0.0,0.0,0.9,9.99,1.2,0.32,2.02,1.4,7.1,0.64,0.26,0.0,0.0,0.06,0.0,0.83,12.62,1.5,0.64,2.25,1.77,7.1,0.64,0.26,0.0,0.0,0.06,0.0,1.13,15.24,1.8,0.96,2.5,2.14,7.1,0.64,0.26,0.0,0.0,0.06,0.0,1.44,3
Kendall Blanton ,KC,TE,4.0,2.5,2.46,0.96,3.28,1.16,34.02,14.48,14.48,25.41,14.07,0.96,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.96,3.28,1.16,0.0,0.0,0.0,0.53,3.4,1.45,1.3,1.38,1.89,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.79,4.63,1.92,1.78,1.48,2.56,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.07,5.86,2.4,2.26,1.58,3.27,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.36,4
Ko Kieft ,TB,TE,2.0,14.0,7.0,0.5,10.0,0.71,80.0,5.71,11.43,19.0,5.71,0.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5,10.0,0.71,0.0,0.0,0.0,1.0,14.0,1.0,0.3,1.73,1.25,13.0,0.0,1.0,0.0,0.0,0.08,0.0,0.81,17.5,1.25,0.55,1.9,1.58,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.03,21.0,1.5,0.8,2.08,1.91,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.29,1
Jesper Horsted ,LV,TE,3.0,4.77,2.95,0.6,3.99,0.82,22.52,4.66,7.67,12.21,3.14,0.04,0.01,0.59,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.6,3.99,0.82,0.04,0.01,0.01,0.76,5.71,1.32,0.9,1.85,1.46,4.14,0.32,0.32,0.0,0.0,0.1,0.0,0.86,7.18,1.62,0.99,2.4,1.81,4.14,0.32,0.32,0.0,0.0,0.1,0.0,1.01,8.65,1.92,1.08,2.95,2.15,4.14,0.63,0.0,0.0,0.0,0.0,0.0,1.12,4
Lawrence Cager ,NYG,TE,3.0,5.45,11.48,2.01,17.21,3.15,106.55,19.37,10.24,19.86,9.65,0.86,0.15,0.86,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.48,2.01,17.21,3.15,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.25,5.74,1.0,0.72,1.39,1.36,4.59,0.86,0.0,0.0,0.0,0.0,0.0,1.01,11.48,2.01,1.43,2.77,2.37,4.59,0.86,0.0,0.0,0.0,0.0,0.0,1.64,3
Chris Manhertz ,DEN,TE,3.0,9.56,5.8,0.65,7.97,0.89,48.91,5.33,8.51,20.46,5.18,0.86,0.1,0.25,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.65,7.97,0.89,0.0,0.0,0.0,0.97,6.37,0.68,0.2,1.19,0.91,9.31,0.0,0.25,0.0,0.0,0.03,0.0,0.59,9.27,1.01,0.6,1.4,1.35,9.31,0.0,0.25,0.0,0.0,0.03,0.0,0.96,12.17,1.33,1.03,1.65,1.78,9.31,0.0,0.25,0.0,0.0,0.03,0.0,1.33,4
Armani Rogers ,WAS,TE,4.0,9.0,5.0,0.56,6.0,0.67,64.0,7.11,12.8,23.0,5.89,1.0,0.11,0.0,0.0,2.0,0.22,26.0,2.89,13.0,0.0,0.0,7.0,0.78,8.0,0.89,0.0,0.0,0.0,1.0,9.0,1.0,0.2,1.21,1.36,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,11.5,1.28,0.2,1.61,1.68,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.93,14.0,1.56,0.2,2.06,1.98,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.07,1
Drew Sample ,FA,TE,17.0,5.63,8.08,1.16,10.38,1.34,54.29,3.66,2.29,9.0,3.11,0.14,0.01,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08,1.16,10.38,1.34,0.1,0.01,0.0,0.68,5.82,0.39,0.28,0.77,0.47,4.89,0.64,0.1,0.0,0.0,0.01,0.0,0.48,9.86,0.97,0.84,0.97,1.34,4.79,0.64,0.2,0.0,0.0,0.01,0.0,0.93,13.9,1.55,1.38,1.2,2.22,4.69,0.64,0.3,0.0,0.0,0.02,0.0,1.36,4
Tre' McKitty ,LAC,TE,4.0,11.0,8.86,0.84,15.14,1.37,64.29,6.1,7.29,12.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86,0.84,15.14,1.37,0.0,0.0,0.0,0.96,6.43,0.61,0.16,0.83,0.91,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,10.86,1.03,0.3,1.37,1.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,15.29,1.44,0.44,1.91,1.88,9.29,1.71,0.0,0.0,0.0,0.0,0.0,1.1,2
Giovanni Ricci ,CAR,TE,5.0,10.43,5.71,0.52,7.0,0.65,71.43,6.49,8.93,22.86,5.52,1.43,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.52,7.0,0.65,0.0,0.0,0.0,1.0,7.14,0.65,0.14,0.84,0.89,9.71,0.71,0.0,0.0,0.0,0.0,0.0,0.53,10.0,0.91,0.5,1.11,1.21,9.71,0.71,0.0,0.0,0.0,0.0,0.0,0.83,12.86,1.17,0.86,1.4,1.51,9.71,0.71,0.0,0.0,0.0,0.0,0.0,1.13,2
Tommy Sweeney ,NYG,TE,5.0,3.54,3.49,0.75,4.53,0.9,21.79,4.94,6.74,9.6,3.68,0.13,0.02,0.27,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.75,4.53,0.9,0.0,0.0,0.0,0.61,3.82,0.73,0.3,1.1,0.97,2.91,0.59,0.04,0.0,0.0,0.01,0.0,0.46,5.56,1.1,0.76,1.44,1.43,2.91,0.59,0.04,0.0,0.0,0.01,0.0,0.76,7.31,1.48,1.21,1.81,1.88,2.91,0.59,0.04,0.0,0.0,0.01,0.0,1.05,4
Ben Ellefson ,MIN,TE,4.0,2.77,2.03,0.98,2.59,1.1,17.69,8.48,6.58,8.72,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.98,2.59,1.1,0.0,0.0,0.0,0.55,1.97,0.88,0.83,1.08,1.13,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.49,2.99,1.37,1.31,1.31,1.73,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.73,4.0,1.85,1.79,1.55,2.33,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.96,3
Stephen Anderson ,FA,TE,19.0,10.61,6.58,0.53,10.07,0.88,56.63,4.17,5.69,14.33,3.48,1.08,0.08,0.25,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.58,0.53,10.07,0.88,0.0,0.0,0.0,0.97,7.14,0.52,0.21,0.97,0.65,9.67,0.69,0.25,0.0,0.0,0.02,0.0,0.49,10.43,0.79,0.36,1.37,0.98,9.92,0.44,0.25,0.0,0.0,0.02,0.0,0.7,13.72,1.06,0.48,1.76,1.3,9.92,0.44,0.0,0.25,0.0,0.02,0.02,0.9,4
Sean McKeon ,DAL,TE,3.0,4.64,2.31,0.63,3.46,0.95,13.97,3.74,5.26,9.49,3.58,0.0,0.0,0.26,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.63,3.46,0.95,0.0,0.0,0.0,0.69,2.94,0.68,0.12,1.12,0.88,4.38,0.0,0.26,0.0,0.0,0.06,0.0,0.4,4.09,1.0,0.56,1.29,1.32,4.38,0.26,0.0,0.0,0.0,0.0,0.0,0.63,5.24,1.31,1.01,1.51,1.75,4.38,0.26,0.0,0.0,0.0,0.0,0.0,0.9,3
Trevon Wesco ,FA,TE,20.0,7.48,2.15,0.31,4.01,0.59,26.98,3.9,12.3,20.6,3.72,0.69,0.11,0.0,0.0,0.14,0.01,0.08,0.0,0.08,0.0,0.0,2.29,0.32,4.15,0.6,0.0,0.0,0.0,0.9,3.94,0.6,0.09,0.91,0.85,7.44,0.04,0.0,0.0,0.0,0.0,0.0,0.42,5.01,0.75,0.25,1.09,1.07,7.48,0.0,0.0,0.0,0.0,0.0,0.0,0.57,6.08,0.91,0.4,1.31,1.28,7.48,0.0,0.0,0.0,0.0,0.0,0.0,0.71,4
Reggie Gilliam ,BUF,TE,3.0,8.62,6.74,0.83,8.54,1.06,56.26,6.95,8.2,12.56,5.27,0.0,0.0,0.74,0.08,0.77,0.1,0.77,0.1,0.26,0.0,0.0,7.51,0.92,9.31,1.16,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,8.62,0.0,0.0,0.0,0.0,0.0,0.0,0.11,3.37,0.41,0.32,0.44,0.73,8.62,0.0,0.0,0.0,0.0,0.0,0.0,0.56,6.74,0.83,0.64,0.89,1.27,8.62,0.0,0.0,0.0,0.0,0.0,0.0,0.93,3
Dominique Dafney ,TB,TE,3.0,5.71,2.0,0.35,3.43,0.59,31.71,5.54,15.86,22.29,5.54,0.71,0.12,0.29,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.35,3.43,0.59,0.0,0.0,0.0,0.83,4.89,0.9,0.0,1.66,1.1,5.43,0.0,0.29,0.0,0.0,0.07,0.0,0.48,5.89,1.07,0.0,1.87,1.33,5.43,0.0,0.29,0.0,0.0,0.07,0.0,0.56,6.89,1.25,0.0,2.11,1.56,5.43,0.29,0.0,0.0,0.0,0.0,0.0,0.62,3
Andrew Beck ,HOU,TE,4.0,7.4,3.43,0.37,7.25,0.78,46.03,4.94,8.89,17.77,2.95,1.27,0.14,0.04,0.0,1.27,0.14,0.12,0.01,0.12,0.0,0.0,4.7,0.5,8.52,0.92,0.0,0.0,0.0,0.83,4.86,0.51,0.0,1.12,0.64,6.75,0.62,0.04,0.0,0.0,0.0,0.0,0.38,6.58,0.69,0.0,1.35,0.86,6.75,0.62,0.04,0.0,0.0,0.0,0.0,0.48,8.29,0.87,0.0,1.6,1.07,6.75,0.66,0.0,0.0,0.0,0.0,0.0,0.57,4
Richard Rodgers ,FA,TE,13.0,3.55,3.47,0.86,6.01,1.53,39.16,5.96,5.23,7.93,4.32,0.69,0.05,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,0.86,6.01,1.53,0.0,0.0,0.0,0.56,5.1,0.68,0.43,0.55,0.5,2.96,0.3,0.1,0.2,0.0,0.03,0.02,0.35,6.83,1.11,0.75,0.8,0.73,2.96,0.2,0.3,0.1,0.0,0.04,0.01,0.47,8.57,1.55,1.07,1.06,0.95,2.96,0.2,0.2,0.2,0.0,0.04,0.02,0.58,4
Nick Boyle ,FA,TE,21.0,3.86,2.85,0.35,3.86,0.54,24.28,2.27,1.7,3.94,1.5,0.3,0.02,0.28,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.35,3.86,0.54,0.0,0.0,0.0,0.63,4.08,0.39,0.19,0.48,0.44,3.4,0.14,0.32,0.0,0.0,0.04,0.0,0.33,5.51,0.56,0.33,0.63,0.66,3.36,0.24,0.26,0.0,0.0,0.02,0.0,0.44,6.93,0.74,0.49,0.79,0.87,3.33,0.28,0.22,0.04,0.0,0.02,0.0,0.57,4
Mason Schreck ,HOU,TE,5.0,3.62,1.63,0.82,1.76,0.83,4.9,2.45,2.45,4.9,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.82,1.76,0.83,0.0,0.0,0.0,0.55,0.49,0.25,0.25,0.34,0.43,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.31,0.65,0.65,0.34,1.2,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.43,2.12,1.06,1.06,0.34,2.01,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4
Jeremy Ruckert ,NYJ,TE,3.0,2.0,1.0,0.5,2.0,1.0,8.0,4.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2.0,1.0,0.0,0.0,0.0,0.48,0.8,0.4,0.4,0.57,0.66,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.3,0.65,0.65,0.92,0.98,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.8,0.9,0.9,1.27,1.29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1
Cole Turner ,WAS,TE,3.0,7.0,2.0,0.29,9.0,1.29,23.0,3.29,11.5,18.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.29,9.0,1.29,0.0,0.0,0.0,0.9,2.3,0.33,0.0,0.87,0.49,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,3.3,0.47,0.0,1.25,0.66,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,4.3,0.61,0.0,1.63,0.83,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1
Tyler Davis ,GB,TE,2.0,9.92,3.59,0.36,5.97,0.59,25.64,2.64,6.41,20.38,2.64,0.9,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,0.36,5.97,0.59,0.0,0.0,0.0,0.98,2.56,0.27,0.0,0.71,0.4,9.92,0.0,0.0,0.0,0.0,0.0,0.0,0.23,4.36,0.45,0.0,0.96,0.65,9.92,0.0,0.0,0.0,0.0,0.0,0.0,0.35,6.15,0.63,0.0,1.25,0.88,9.92,0.0,0.0,0.0,0.0,0.0,0.0,0.45,3
Tyree Jackson ,PHI,TE,4.0,2.29,0.86,0.29,2.0,0.67,6.29,2.09,2.09,3.71,1.24,0.0,0.0,0.29,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.29,2.0,0.67,0.0,0.0,0.0,0.51,2.34,0.78,0.0,1.35,0.76,2.0,0.0,0.29,0.0,0.0,0.14,0.0,0.29,2.77,0.92,0.0,1.6,0.89,2.0,0.0,0.29,0.0,0.0,0.14,0.0,0.32,3.2,1.07,0.0,1.85,1.02,2.0,0.0,0.29,0.0,0.0,0.14,0.0,0.36,2
Jeff Driskel ,FA,TE,4.0,6.32,0.87,0.13,0.87,0.13,3.58,0.54,3.58,3.58,0.54,0.0,0.0,0.0,0.0,18.27,2.89,72.83,11.94,4.03,0.05,0.01,19.14,3.01,19.14,3.01,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.43,0.06,0.0,0.17,0.14,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.87,0.13,0.0,0.34,0.25,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.35,4
Stephen Sullivan ,CAR,TE,4.0,5.49,1.28,0.16,4.1,0.74,29.49,3.69,14.74,21.15,3.69,1.28,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.16,4.1,0.74,0.0,0.0,0.0,0.72,2.95,0.37,0.0,0.76,0.51,4.85,0.64,0.0,0.0,0.0,0.0,0.0,0.26,3.59,0.45,0.0,0.9,0.61,5.49,0.0,0.0,0.0,0.0,0.0,0.0,0.31,4.23,0.53,0.0,1.04,0.72,5.49,0.0,0.0,0.0,0.0,0.0,0.0,0.35,3
Devin Asiasi ,CIN,TE,2.0,5.41,2.0,0.38,4.41,0.81,9.69,1.54,4.84,8.76,1.48,0.14,0.02,0.14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.38,4.41,0.81,0.0,0.0,0.0,0.8,1.8,0.26,0.0,0.67,0.36,5.28,0.0,0.14,0.0,0.0,0.02,0.0,0.22,2.8,0.45,0.0,1.11,0.62,5.28,0.0,0.14,0.0,0.0,0.02,0.0,0.3,3.8,0.64,0.0,1.55,0.86,5.28,0.0,0.14,0.0,0.0,0.02,0.0,0.39,3
Charlie Woerner ,SF,TE,3.0,6.69,1.59,0.18,3.23,0.48,17.03,1.93,3.9,8.77,1.72,0.26,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.18,3.23,0.48,0.0,0.0,0.0,0.85,1.7,0.19,0.05,0.35,0.27,6.33,0.36,0.0,0.0,0.0,0.0,0.0,0.18,2.5,0.28,0.12,0.47,0.39,6.33,0.36,0.0,0.0,0.0,0.0,0.0,0.26,3.29,0.37,0.18,0.59,0.5,6.33,0.36,0.0,0.0,0.0,0.0,0.0,0.33,3
Kenny Yeboah ,NYJ,TE,4.0,3.0,0.57,0.19,0.86,0.29,10.29,3.43,5.14,6.86,2.29,0.29,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.19,0.86,0.29,0.0,0.0,0.0,0.6,1.03,0.34,0.0,0.59,0.41,2.71,0.29,0.0,0.0,0.0,0.0,0.0,0.13,1.31,0.44,0.0,0.76,0.51,2.71,0.29,0.0,0.0,0.0,0.0,0.0,0.15,1.6,0.53,0.0,0.92,0.61,2.71,0.29,0.0,0.0,0.0,0.0,0.0,0.18,2
Jacob Harris ,LAR,TE,4.0,2.43,0.71,0.24,0.71,0.24,4.29,1.43,4.29,4.29,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.24,0.71,0.24,0.0,0.0,0.0,0.51,0.43,0.14,0.0,0.25,0.26,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.79,0.26,0.0,0.46,0.44,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.13,1.14,0.38,0.0,0.66,0.59,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.18,2
Kevin Rader ,TEN,TE,2.0,4.72,0.51,0.17,0.87,0.36,2.05,0.68,1.03,1.79,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.17,0.87,0.36,0.0,0.0,0.0,0.73,0.21,0.07,0.03,0.1,0.13,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.46,0.15,0.15,0.15,0.26,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.72,0.24,0.28,0.22,0.38,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.19,3
Hunter Long ,LAR,TE,3.0,3.0,0.29,0.09,0.86,0.29,2.29,0.76,2.29,2.29,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.09,0.86,0.29,0.0,0.0,0.0,0.6,0.23,0.08,0.0,0.13,0.13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.37,0.12,0.0,0.21,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.51,0.17,0.0,0.3,0.26,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,2
Tanner Conner ,MIA,TE,2.0,2.0,0.0,0.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1
Feleipe Franks ,ATL,TE,4.0,5.29,0.0,0.0,1.43,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.29,1.71,0.29,0.57,0.0,0.0,1.57,0.29,3.0,0.57,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2
J.P. Holtz ,FA,TE,22.0,4.01,0.28,0.02,0.41,0.03,3.59,0.24,0.51,1.18,0.17,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.02,0.41,0.03,0.0,0.0,0.0,0.51,0.36,0.02,0.0,0.06,0.03,3.98,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.5,0.03,0.0,0.07,0.04,3.98,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.63,0.04,0.0,0.09,0.05,3.98,0.04,0.0,0.0,0.0,0.0,0.0,0.03,4
Noah Togiai ,ARI,TE,3.0,1.31,0.0,0.0,0.74,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.67,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jared Pinkney ,FA,TE,23.5,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Nikola Kalinic ,IND,TE,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Rashod Berry ,IND,TE,4.5,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Andrew DePaola ,MIN,TE,5.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Tyler Mabry ,SEA,TE,4.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3,6.7,6.7,6.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.2,7.2,7.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.7,7.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
