Player,Season,Week,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,FPTS
Matt Ammendola (FA),2021,10,1,1,100.0,48,0,0,0,1,0,2,2,6.0
Matthew Wright (FA),2021,10,1,2,50.0,56,0,0,0,0,1,0,1,5.0
Mason Crosby (FA),2021,10,1,2,50.0,27,0,1,0,0,0,2,2,5.0
Justin Tucker (BAL),2021,10,1,2,50.0,46,0,0,0,1,0,1,1,5.0
Matt Prater (ARI),2021,10,1,1,100.0,47,0,0,0,1,0,1,1,5.0
Lirim Hajrullahu (FA),2021,10,0,0,0.0,0,0,0,0,0,0,5,5,5.0
Ryan Santoso (FA),2021,10,1,2,50.0,20,0,1,0,0,0,1,2,4.0
Matt Gay (IND),2021,10,1,1,100.0,37,0,0,1,0,0,1,1,4.0
Younghoe Koo (ATL),2021,10,1,1,100.0,35,0,0,1,0,0,0,0,3.0
Brian Johnson (FA),2021,10,1,1,100.0,20,0,1,0,0,0,0,2,3.0
Daniel Carlson (LV),2021,10,0,0,0.0,0,0,0,0,0,0,2,2,2.0
Chase McLaughlin (FA),2021,10,0,0,0.0,0,0,0,0,0,0,1,1,1.0
Ty Long (FA),2021,10,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Jason Myers (SEA),2021,10,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Michael Palardy (NE),2021,10,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Evan McPherson (CIN),2021,11,4,4,100.0,54,0,0,0,1,3,2,3,21.0
Jake Elliott (PHI),2021,11,4,4,100.0,50,0,0,2,1,1,4,4,19.0
Nick Folk (NE),2021,11,4,4,100.0,53,0,0,2,1,1,1,2,16.0
Chris Boswell (PIT),2021,11,3,3,100.0,45,0,0,2,1,0,4,4,14.0
Robbie Gould (FA),2021,11,3,3,100.0,48,0,1,0,2,0,3,3,14.0
Ryan Succop (TB),2021,11,3,3,100.0,40,0,1,1,1,0,3,3,13.0
Dustin Hopkins (LAC),2021,11,2,2,100.0,41,0,0,1,1,0,5,5,12.0
Justin Tucker (BAL),2021,11,3,3,100.0,46,0,1,1,1,0,1,1,11.0
Michael Badgley (DET),2021,11,2,2,100.0,36,0,0,2,0,0,5,5,11.0
Ka'imi Fairbairn (HOU),2021,11,3,3,100.0,43,0,1,1,1,0,1,2,11.0
Greg Zuerlein (NYJ),2021,11,3,3,100.0,48,0,0,2,1,0,0,0,10.0
Greg Joseph (MIN),2021,11,2,2,100.0,51,0,1,0,0,1,2,3,10.0
Harrison Butker (KC),2021,11,2,3,66.7,53,0,0,1,0,1,1,2,9.0
Joey Slye (WAS),2021,11,2,2,100.0,36,0,1,1,0,0,3,3,9.0
Mason Crosby (FA),2021,11,1,2,50.0,54,0,0,0,0,1,4,4,9.0
Daniel Carlson (LV),2021,11,2,2,100.0,47,0,1,0,1,0,1,1,8.0
Matt Prater (ARI),2021,11,1,3,33.3,53,0,0,0,0,1,2,3,7.0
Jason Myers (SEA),2021,11,2,2,100.0,27,0,2,0,0,0,1,1,7.0
Jason Sanders (MIA),2021,11,1,2,50.0,24,0,1,0,0,0,3,3,6.0
Matt Ammendola (FA),2021,11,1,3,33.3,35,0,0,1,0,0,2,2,5.0
Brett Maher (FA),2021,11,1,1,100.0,28,0,1,0,0,0,2,3,5.0
Aldrick Rosas (FA),2021,11,1,1,100.0,43,0,0,0,1,0,1,1,5.0
Graham Gano (NYG),2021,11,1,1,100.0,37,0,0,1,0,0,1,1,4.0
Matthew Wright (FA),2021,11,1,1,100.0,30,0,0,1,0,0,1,1,4.0
Zane Gonzalez (CAR),2021,11,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Randy Bullock (FA),2021,11,0,0,0.0,0,0,0,0,0,0,1,2,1.0
Chase McLaughlin (FA),2021,11,0,1,0.0,0,0,0,0,0,0,1,2,1.0
Tyler Bass (BUF),2021,11,0,2,0.0,0,0,0,0,0,0,1,1,1.0
Cairo Santos (CHI),2021,11,0,1,0.0,0,0,0,0,0,0,1,1,1.0
Younghoe Koo (ATL),2021,11,0,1,0.0,0,0,0,0,0,0,0,0,0.0
Ty Long (FA),2021,11,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Michael Palardy (NE),2021,11,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Daniel Carlson (LV),2021,12,5,5,100.0,56,0,2,1,1,1,3,3,21.0
Nick Folk (NE),2021,12,5,6,83.3,52,0,2,1,1,1,3,3,21.0
Justin Tucker (BAL),2021,12,3,3,100.0,52,0,1,0,1,1,1,1,13.0
Evan McPherson (CIN),2021,12,2,2,100.0,51,0,0,1,0,1,5,5,13.0
Mason Crosby (FA),2021,12,3,4,75.0,45,0,2,0,1,0,3,3,13.0
Cairo Santos (CHI),2021,12,3,4,75.0,43,0,2,0,1,0,1,1,11.0
Robbie Gould (FA),2021,12,2,3,66.7,46,0,1,0,1,0,4,4,11.0
Jason Sanders (MIA),2021,12,2,2,100.0,46,0,0,1,1,0,3,4,10.0
Matt Gay (IND),2021,12,2,2,100.0,39,0,0,2,0,0,2,2,8.0
Greg Zuerlein (NYJ),2021,12,2,3,66.7,45,0,1,0,1,0,1,2,8.0
Michael Badgley (DET),2021,12,1,1,100.0,45,0,0,0,1,0,4,4,8.0
Ryan Succop (TB),2021,12,1,1,100.0,25,0,1,0,0,0,5,5,8.0
Matt Ammendola (FA),2021,12,2,3,66.7,37,0,0,2,0,0,1,1,7.0
Tyler Bass (BUF),2021,12,1,1,100.0,34,0,0,1,0,0,4,4,7.0
Graham Gano (NYG),2021,12,2,3,66.7,39,0,0,2,0,0,1,1,7.0
Matthew Wright (FA),2021,12,2,2,100.0,34,0,1,1,0,0,0,0,6.0
Zane Gonzalez (CAR),2021,12,1,1,100.0,41,0,0,0,1,0,1,1,5.0
Chase McLaughlin (FA),2021,12,1,2,50.0,46,0,0,0,1,0,1,1,5.0
Chris Boswell (PIT),2021,12,1,1,100.0,40,0,0,0,1,0,1,1,5.0
Brandon McManus (DEN),2021,12,0,0,0.0,0,0,0,0,0,0,4,4,4.0
Younghoe Koo (ATL),2021,12,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Joey Slye (WAS),2021,12,1,1,100.0,23,0,1,0,0,0,0,1,3.0
Greg Joseph (MIN),2021,12,0,0,0.0,0,0,0,0,0,0,2,3,2.0
Riley Patterson (JAC),2021,12,0,0,0.0,0,0,0,0,0,0,2,2,2.0
Ka'imi Fairbairn (HOU),2021,12,0,1,0.0,0,0,0,0,0,0,2,2,2.0
Randy Bullock (FA),2021,12,0,1,0.0,0,0,0,0,0,0,1,2,1.0
Jason Myers (SEA),2021,12,0,0,0.0,0,0,0,0,0,0,1,1,1.0
Dustin Hopkins (LAC),2021,12,0,1,0.0,0,0,0,0,0,0,1,1,1.0
Jake Elliott (PHI),2021,12,0,0,0.0,0,0,0,0,0,0,1,1,1.0
Brett Maher (FA),2021,12,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Ty Long (FA),2021,12,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Michael Palardy (NE),2021,12,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Jake Elliott (PHI),2021,13,4,4,100.0,46,0,0,2,2,0,3,3,17.0
Matt Gay (IND),2021,13,3,3,100.0,44,0,0,1,2,0,4,4,15.0
Riley Patterson (JAC),2021,13,3,3,100.0,49,0,0,1,2,0,2,2,13.0
Harrison Butker (KC),2021,13,3,3,100.0,56,0,1,0,1,1,1,2,13.0
Dustin Hopkins (LAC),2021,13,2,2,100.0,43,0,0,0,2,0,3,4,11.0
Greg Zuerlein (NYJ),2021,13,2,2,100.0,55,0,0,1,0,1,3,3,11.0
Graham Gano (NYG),2021,13,3,4,75.0,51,0,0,2,0,1,0,0,11.0
Daniel Carlson (LV),2021,13,3,3,100.0,52,0,0,2,0,1,0,0,11.0
Greg Joseph (MIN),2021,13,3,3,100.0,41,0,0,2,1,0,0,0,10.0
Jason Sanders (MIA),2021,13,2,3,66.7,48,0,0,0,2,0,2,2,10.0
Chris Boswell (PIT),2021,13,2,2,100.0,53,0,0,0,1,1,0,1,9.0
Matt Prater (ARI),2021,13,2,2,100.0,33,0,1,1,0,0,3,3,9.0
Robbie Gould (FA),2021,13,1,1,100.0,50,0,0,0,0,1,2,3,7.0
Nick Folk (NE),2021,13,2,2,100.0,41,0,0,1,1,0,0,0,7.0
Michael Badgley (DET),2021,13,1,2,50.0,23,0,1,0,0,0,4,4,7.0
Justin Tucker (BAL),2021,13,2,2,100.0,35,0,1,1,0,0,1,1,7.0
Brett Maher (FA),2021,13,1,2,50.0,42,0,0,0,1,0,2,2,6.0
Brian Johnson (FA),2021,13,1,1,100.0,48,0,0,0,1,0,2,2,6.0
Ryan Succop (TB),2021,13,1,1,100.0,31,0,0,1,0,0,3,4,6.0
Evan McPherson (CIN),2021,13,1,1,100.0,48,0,0,0,1,0,1,2,5.0
Younghoe Koo (ATL),2021,13,1,1,100.0,21,0,1,0,0,0,2,2,5.0
Tyler Bass (BUF),2021,13,1,2,50.0,35,0,0,1,0,0,1,1,4.0
Brandon McManus (DEN),2021,13,1,1,100.0,42,0,0,0,1,0,0,0,4.0
Jason Myers (SEA),2021,13,0,1,0.0,0,0,0,0,0,0,4,4,4.0
Cairo Santos (CHI),2021,13,0,0,0.0,0,0,0,0,0,0,2,2,2.0
Matthew Wright (FA),2021,13,0,0,0.0,0,0,0,0,0,0,1,1,1.0
Ka'imi Fairbairn (HOU),2021,13,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Alex Kessman (FA),2021,13,0,0,0.0,0,0,0,0,0,0,0,2,0.0
Ty Long (FA),2021,13,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Michael Palardy (NE),2021,13,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Matt Prater (ARI),2021,14,3,3,100.0,53,0,0,0,1,2,2,2,16.0
Justin Tucker (BAL),2021,14,3,3,100.0,55,0,0,0,1,2,1,1,15.0
Cairo Santos (CHI),2021,14,3,3,100.0,44,0,1,0,2,0,3,3,14.0
Matt Gay (IND),2021,14,3,3,100.0,55,0,0,2,0,1,3,3,14.0
Harrison Butker (KC),2021,14,2,2,100.0,54,0,0,1,0,1,6,6,14.0
Greg Zuerlein (NYJ),2021,14,4,4,100.0,38,0,1,3,0,0,1,1,13.0
Dustin Hopkins (LAC),2021,14,3,3,100.0,39,0,2,1,0,0,4,4,13.0
Greg Joseph (MIN),2021,14,3,4,75.0,42,0,1,1,1,0,3,4,13.0
Evan McPherson (CIN),2021,14,3,4,75.0,41,0,1,1,1,0,2,2,12.0
Younghoe Koo (ATL),2021,14,3,3,100.0,48,0,0,2,1,0,2,2,12.0
Brett Maher (FA),2021,14,3,3,100.0,37,0,1,2,0,0,3,3,12.0
Brandon McManus (DEN),2021,14,1,1,100.0,52,0,0,0,0,1,5,5,10.0
Eddy Pineiro (FA),2021,14,3,3,100.0,46,0,0,2,1,0,0,0,10.0
Mason Crosby (FA),2021,14,1,1,100.0,20,0,1,0,0,0,6,6,9.0
Ryan Succop (TB),2021,14,2,2,100.0,24,0,2,0,0,0,3,3,9.0
Randy Bullock (FA),2021,14,2,3,66.7,44,0,1,0,1,0,2,2,9.0
Ka'imi Fairbairn (HOU),2021,14,2,2,100.0,61,0,1,0,0,1,1,1,9.0
Tyler Bass (BUF),2021,14,2,2,100.0,25,0,2,0,0,0,3,3,9.0
Robbie Gould (FA),2021,14,2,3,66.7,33,0,1,1,0,0,2,2,8.0
Jason Myers (SEA),2021,14,2,2,100.0,38,0,0,2,0,0,1,3,7.0
Chase McLaughlin (FA),2021,14,1,2,50.0,43,0,0,0,1,0,3,3,7.0
Riley Patterson (JAC),2021,14,1,1,100.0,36,0,0,1,0,0,1,1,4.0
Daniel Carlson (LV),2021,14,1,1,100.0,26,0,1,0,0,0,0,1,3.0
Zane Gonzalez (CAR),2021,14,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Chris Boswell (PIT),2021,14,0,1,0.0,0,0,0,0,0,0,2,2,2.0
Graham Gano (NYG),2021,14,0,0,0.0,0,0,0,0,0,0,1,1,1.0
Matthew Wright (FA),2021,14,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Brian Johnson (FA),2021,14,0,0,0.0,0,0,0,0,0,0,0,1,0.0
Ty Long (FA),2021,14,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Ka'imi Fairbairn (HOU),2021,15,3,3,100.0,52,0,1,0,0,2,3,3,16.0
Chris Boswell (PIT),2021,15,4,5,80.0,48,0,1,1,2,0,1,1,15.0
Riley Patterson (JAC),2021,15,3,3,100.0,47,0,0,1,2,0,3,3,14.0
Evan McPherson (CIN),2021,15,3,3,100.0,58,0,1,0,0,2,0,0,13.0
Daniel Carlson (LV),2021,15,3,3,100.0,48,0,1,0,2,0,1,1,12.0
Matthew Wright (FA),2021,15,3,3,100.0,38,0,1,2,0,0,1,1,10.0
Matt Gay (IND),2021,15,2,2,100.0,55,0,0,1,0,1,2,2,10.0
Brett Maher (FA),2021,15,3,3,100.0,42,0,0,2,1,0,0,0,10.0
Greg Zuerlein (NYJ),2021,15,3,3,100.0,42,0,2,0,1,0,0,2,10.0
Michael Badgley (DET),2021,15,2,3,66.7,41,0,1,0,1,0,3,3,10.0
Jake Elliott (PHI),2021,15,2,2,100.0,37,0,1,1,0,0,3,3,9.0
Harrison Butker (KC),2021,15,2,2,100.0,33,0,0,2,0,0,2,2,8.0
Younghoe Koo (ATL),2021,15,2,2,100.0,48,0,1,0,1,0,1,1,8.0
Mason Crosby (FA),2021,15,1,1,100.0,29,0,1,0,0,0,4,4,7.0
Jason Sanders (MIA),2021,15,1,1,100.0,24,0,1,0,0,0,4,4,7.0
Robbie Gould (FA),2021,15,1,1,100.0,30,0,0,1,0,0,4,4,7.0
Graham Gano (NYG),2021,15,2,2,100.0,42,0,0,1,1,0,0,0,7.0
Randy Bullock (FA),2021,15,2,2,100.0,32,0,1,1,0,0,1,1,7.0
Tyler Bass (BUF),2021,15,1,1,100.0,26,0,1,0,0,0,4,4,7.0
Eddy Pineiro (FA),2021,15,1,1,100.0,27,0,1,0,0,0,3,3,6.0
Justin Tucker (BAL),2021,15,1,1,100.0,38,0,0,1,0,0,3,3,6.0
Brandon McManus (DEN),2021,15,1,2,50.0,54,0,0,0,0,1,1,1,6.0
Matt Prater (ARI),2021,15,2,2,100.0,29,0,2,0,0,0,0,0,6.0
Nick Folk (NE),2021,15,1,1,100.0,25,0,1,0,0,0,2,2,5.0
Greg Joseph (MIN),2021,15,1,1,100.0,37,0,0,1,0,0,2,2,5.0
Brian Johnson (FA),2021,15,1,1,100.0,22,0,1,0,0,0,2,2,5.0
Jason Myers (SEA),2021,15,1,1,100.0,39,0,0,1,0,0,1,1,4.0
Dustin Hopkins (LAC),2021,15,0,0,0.0,0,0,0,0,0,0,4,4,4.0
Cairo Santos (CHI),2021,15,1,2,50.0,34,0,0,1,0,0,0,0,3.0
Chase McLaughlin (FA),2021,15,0,1,0.0,0,0,0,0,0,0,2,2,2.0
Ryan Succop (TB),2021,15,0,1,0.0,0,0,0,0,0,0,0,0,0.0
Ty Long (FA),2021,15,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Michael Palardy (NE),2021,15,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Ryan Succop (TB),2021,16,4,4,100.0,48,0,1,1,2,0,2,2,16.0
Elliott Fry (ARI),2021,16,3,4,75.0,44,0,0,2,1,0,3,4,13.0
Dominik Eberle (FA),2021,16,2,3,66.7,51,0,1,0,0,1,5,5,13.0
Greg Joseph (MIN),2021,16,3,3,100.0,44,0,2,0,1,0,2,2,12.0
Matt Gay (IND),2021,16,3,3,100.0,32,0,1,2,0,0,3,3,12.0
Dustin Hopkins (LAC),2021,16,3,3,100.0,50,0,0,1,1,1,0,0,12.0
Evan McPherson (CIN),2021,16,2,3,66.7,36,0,0,2,0,0,5,5,11.0
Matthew Wright (FA),2021,16,3,3,100.0,45,0,1,0,2,0,0,0,11.0
Younghoe Koo (ATL),2021,16,2,2,100.0,53,0,0,0,1,1,2,2,11.0
Riley Patterson (JAC),2021,16,3,3,100.0,37,0,2,1,0,0,1,1,10.0
Brandon McManus (DEN),2021,16,2,3,66.7,55,0,0,0,1,1,1,1,10.0
Jake Elliott (PHI),2021,16,2,3,66.7,37,0,1,1,0,0,4,4,10.0
Randy Bullock (FA),2021,16,2,2,100.0,44,0,0,1,1,0,2,2,9.0
Tyler Bass (BUF),2021,16,2,2,100.0,34,0,1,1,0,0,3,3,9.0
Eddy Pineiro (FA),2021,16,2,2,100.0,42,0,1,0,1,0,2,3,9.0
Michael Badgley (DET),2021,16,2,3,66.7,41,0,0,1,1,0,2,2,9.0
Jason Sanders (MIA),2021,16,2,3,66.7,48,0,0,1,1,0,2,2,9.0
Greg Zuerlein (NYJ),2021,16,0,0,0.0,0,0,0,0,0,0,8,8,8.0
Daniel Carlson (LV),2021,16,1,1,100.0,41,0,0,0,1,0,2,2,6.0
Lirim Hajrullahu (FA),2021,16,2,2,100.0,29,0,2,0,0,0,0,0,6.0
Jason Myers (SEA),2021,16,1,2,50.0,36,0,0,1,0,0,3,3,6.0
Graham Gano (NYG),2021,16,1,1,100.0,54,0,0,0,0,1,1,1,6.0
Robbie Gould (FA),2021,16,1,1,100.0,48,0,0,0,1,0,2,2,6.0
Mason Crosby (FA),2021,16,1,1,100.0,32,0,0,1,0,0,3,3,6.0
Cairo Santos (CHI),2021,16,1,1,100.0,35,0,0,1,0,0,2,2,5.0
Chris Boswell (PIT),2021,16,1,2,50.0,34,0,0,1,0,0,1,1,4.0
Chris Naggar (FA),2021,16,1,1,100.0,37,0,0,1,0,0,1,2,4.0
Matt Prater (ARI),2021,16,1,3,33.3,28,0,1,0,0,0,1,2,4.0
Nick Folk (NE),2021,16,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Brett Maher (FA),2021,16,1,1,100.0,38,0,0,1,0,0,0,0,3.0
Justin Tucker (BAL),2021,16,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Joey Slye (WAS),2021,16,0,0,0.0,0,0,0,0,0,0,2,2,2.0
Michael Palardy (NE),2021,16,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Jason Myers (SEA),2021,17,3,3,100.0,51,0,0,1,1,1,6,6,18.0
Chris Boswell (PIT),2021,17,4,4,100.0,50,0,1,1,1,1,2,2,17.0
Justin Tucker (BAL),2021,17,4,4,100.0,46,0,1,1,2,0,1,1,15.0
Matt Prater (ARI),2021,17,4,4,100.0,53,0,2,1,0,1,1,1,15.0
Brett Maher (FA),2021,17,4,4,100.0,41,0,1,1,2,0,0,1,14.0
Daniel Carlson (LV),2021,17,3,3,100.0,47,0,0,1,2,0,2,2,13.0
Mason Crosby (FA),2021,17,3,3,100.0,37,0,0,3,0,0,4,4,13.0
Joey Slye (WAS),2021,17,3,3,100.0,55,0,0,2,0,1,1,1,12.0
Randy Bullock (FA),2021,17,2,2,100.0,44,0,1,0,1,0,4,4,11.0
Evan McPherson (CIN),2021,17,2,2,100.0,46,0,1,0,1,0,4,4,11.0
Robbie Gould (FA),2021,17,3,3,100.0,37,0,1,2,0,0,2,2,11.0
Dustin Hopkins (LAC),2021,17,2,2,100.0,23,1,1,0,0,0,4,4,10.0
Michael Badgley (DET),2021,17,2,2,100.0,46,0,0,0,2,0,2,2,10.0
Jake Elliott (PHI),2021,17,2,2,100.0,42,0,0,0,2,0,2,2,10.0
Cairo Santos (CHI),2021,17,2,2,100.0,44,0,1,0,1,0,3,3,10.0
Brandon McManus (DEN),2021,17,2,2,100.0,61,0,1,0,0,1,1,1,9.0
Nick Folk (NE),2021,17,1,1,100.0,43,0,0,0,1,0,5,6,9.0
Eddy Pineiro (FA),2021,17,1,1,100.0,51,0,0,0,0,1,3,3,8.0
Ryan Succop (TB),2021,17,2,2,100.0,39,0,1,1,0,0,2,2,8.0
Younghoe Koo (ATL),2021,17,2,2,100.0,28,0,2,0,0,0,1,1,7.0
Harrison Butker (KC),2021,17,1,1,100.0,34,0,0,1,0,0,4,4,7.0
Greg Joseph (MIN),2021,17,1,1,100.0,51,0,0,0,0,1,1,1,6.0
Matthew Wright (FA),2021,17,1,1,100.0,29,0,1,0,0,0,1,1,4.0
Lirim Hajrullahu (FA),2021,17,1,2,50.0,32,0,0,1,0,0,1,1,4.0
Riley Patterson (JAC),2021,17,0,1,0.0,0,0,0,0,0,0,3,3,3.0
Jason Sanders (MIA),2021,17,1,2,50.0,39,0,0,1,0,0,0,0,3.0
Graham Gano (NYG),2021,17,1,1,100.0,38,0,0,1,0,0,0,0,3.0
Tyler Bass (BUF),2021,17,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Chase McLaughlin (FA),2021,17,0,0,0.0,0,0,0,0,0,0,2,2,2.0
Matt Gay (IND),2021,17,0,1,0.0,0,0,0,0,0,0,2,2,2.0
Greg Zuerlein (NYJ),2021,17,0,1,0.0,0,0,0,0,0,0,2,2,2.0
Ka'imi Fairbairn (HOU),2021,17,0,1,0.0,0,0,0,0,0,0,1,1,1.0
Ty Long (FA),2021,17,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Michael Palardy (NE),2021,17,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Daniel Carlson (LV),2021,18,5,5,100.0,52,0,1,1,2,1,2,2,21.0
Matthew Wright (FA),2021,18,4,4,100.0,39,0,2,2,0,0,2,2,14.0
Riley Patterson (JAC),2021,18,3,3,100.0,36,0,1,2,0,0,4,4,13.0
Matt Prater (ARI),2021,18,3,3,100.0,41,0,0,2,1,0,3,3,13.0
Ryan Succop (TB),2021,18,2,3,66.7,40,0,0,1,1,0,5,5,12.0
Cairo Santos (CHI),2021,18,3,3,100.0,46,0,0,0,3,0,0,0,12.0
Brett Maher (FA),2021,18,3,4,75.0,37,0,1,2,0,0,3,3,12.0
Joey Slye (WAS),2021,18,3,3,100.0,43,0,2,0,1,0,1,1,11.0
Chris Boswell (PIT),2021,18,3,3,100.0,40,0,1,1,1,0,1,1,11.0
Younghoe Koo (ATL),2021,18,2,2,100.0,54,0,0,0,1,1,2,2,11.0
Tyler Bass (BUF),2021,18,2,2,100.0,41,0,1,0,1,0,3,3,10.0
Robbie Gould (FA),2021,18,2,2,100.0,42,0,1,0,1,0,3,3,10.0
Greg Zuerlein (NYJ),2021,18,1,1,100.0,48,0,0,0,1,0,6,7,10.0
Jason Sanders (MIA),2021,18,2,2,100.0,49,0,0,1,1,0,3,3,10.0
Harrison Butker (KC),2021,18,2,2,100.0,51,0,0,1,0,1,2,2,10.0
Jake Elliott (PHI),2021,18,2,2,100.0,40,0,0,1,1,0,2,2,9.0
Justin Tucker (BAL),2021,18,2,2,100.0,46,0,1,0,1,0,1,1,8.0
Jason Myers (SEA),2021,18,1,1,100.0,38,0,0,1,0,0,5,5,8.0
Matt Gay (IND),2021,18,1,1,100.0,43,0,0,0,1,0,3,3,7.0
Dustin Hopkins (LAC),2021,18,1,2,50.0,41,0,0,0,1,0,3,3,7.0
Nick Folk (NE),2021,18,1,1,100.0,43,0,0,0,1,0,3,3,7.0
Greg Joseph (MIN),2021,18,1,1,100.0,39,0,0,1,0,0,4,4,7.0
Brandon McManus (DEN),2021,18,1,1,100.0,31,0,0,1,0,0,3,3,6.0
Ka'imi Fairbairn (HOU),2021,18,1,1,100.0,31,0,0,1,0,0,2,2,5.0
Eddy Pineiro (FA),2021,18,1,1,100.0,49,0,0,0,1,0,1,1,5.0
Lirim Hajrullahu (FA),2021,18,1,1,100.0,35,0,0,1,0,0,2,2,5.0
Mason Crosby (FA),2021,18,1,1,100.0,36,0,0,1,0,0,1,2,4.0
Randy Bullock (FA),2021,18,0,1,0.0,0,0,0,0,0,0,4,4,4.0
Michael Badgley (DET),2021,18,1,1,100.0,41,0,0,0,1,0,0,0,4.0
Elliott Fry (ARI),2021,18,1,1,100.0,36,0,0,1,0,0,1,1,4.0
Chase McLaughlin (FA),2021,18,0,0,0.0,0,0,0,0,0,0,3,3,3.0
Graham Gano (NYG),2021,18,0,0,0.0,0,0,0,0,0,0,1,1,1.0
Ty Long (FA),2021,18,0,0,0.0,0,0,0,0,0,0,0,0,0.0
Michael Palardy (NE),2021,18,0,0,0.0,0,0,0,0,0,0,0,0,0.0
