Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
James Cook ,BUF,RB,2.0,17,91,5.35,525,30.88,5.77,33,13.35,7,0.41,2,0.12,21,1.24,32,1.88,180,10.59,8.57,1,0.06,112,6.59,123,7.24,1,0.06,0.01,1.0,86.5,5.09,4.0,4.77,5.56,11,3,2,1,0,0.21,0.09,5.16,97.0,5.71,5.3,5.08,6.22,11,3,2,1,0,0.21,0.09,6.04,107.5,6.32,5.3,5.51,6.96,10,5,1,1,0,0.13,0.1,6.33
Eno Benjamin ,NO,RB,3.0,13,77,5.92,313,24.08,4.06,45,10.38,3,0.23,2,0.15,25,1.92,34,2.62,193,14.85,7.72,0,0.0,102,7.85,111,8.54,0,0.0,0.0,1.0,64.6,4.97,4.5,5.33,5.28,9,2,1,0,1,0.18,0.11,5.37,77.1,5.93,5.0,5.91,6.23,9,2,1,0,1,0.18,0.11,6.02,89.6,6.89,5.5,6.53,7.27,7,4,1,0,1,0.18,0.14,6.72
Chuba Hubbard ,CAR,RB,2.0,14,95,6.79,466,33.29,4.91,35,8.71,6,0.43,2,0.14,14,1.0,17,1.21,171,12.21,12.21,0,0.0,109,7.79,112,8.0,1,0.07,0.01,1.0,73.7,5.26,4.5,5.51,5.55,7,4,2,1,0,0.27,0.14,5.49,80.7,5.76,5.0,5.85,6.07,9,2,2,1,0,0.27,0.11,5.94,87.7,6.26,5.5,6.25,6.68,9,2,2,1,0,0.27,0.11,6.44
Elijah Mitchell ,SF,RB,2.0,5,45,9.0,279,55.8,6.2,37,19.2,2,0.4,2,0.4,3,0.6,4,0.8,7,1.4,2.33,0,0.0,48,9.6,49,9.8,0,0.0,0.0,0.72,40.6,8.12,5.9,5.57,8.54,3,1,0,1,0,0.25,0.33,5.54,42.1,8.42,5.9,5.43,9.03,3,1,0,1,0,0.25,0.33,5.7,43.6,8.72,6.3,5.32,9.67,3,1,0,1,0,0.25,0.33,6.04
J.D. McKissic ,FA,RB,13.0,9,22,2.44,95,10.56,4.32,33,8.0,2,0.22,0,0.0,27,3.0,40,4.44,173,19.22,6.41,0,0.0,49,5.44,62,6.89,0,0.0,0.0,0.93,28.8,3.2,3.7,2.23,4.23,8,1,0,0,0,0.0,0.0,3.94,42.3,4.7,6.2,3.38,5.68,6,3,0,0,0,0.0,0.0,5.59,55.8,6.2,7.8,4.62,7.13,5,3,1,0,0,0.12,0.0,6.92
Chase Edmonds ,TB,RB,2.0,13,68,5.23,245,18.85,3.6,28,10.69,3,0.23,2,0.15,16,1.23,24,1.85,157,12.08,9.81,1,0.08,84,6.46,92,7.08,0,0.0,0.0,1.0,58.2,4.48,4.1,4.04,5.1,9,3,0,1,0,0.08,0.11,4.92,66.2,5.09,4.5,4.38,5.76,9,3,0,1,0,0.08,0.11,5.4,74.2,5.71,5.1,4.78,6.51,9,3,1,0,0,0.08,0.0,5.97
Mark Ingram II ,FA,RB,11.0,10,62,6.2,233,23.3,3.76,14,6.9,0,0.0,1,0.1,16,1.6,18,1.8,68,6.8,4.25,0,0.0,78,7.8,80,8.0,2,0.2,0.03,0.96,34.1,3.41,3.85,2.48,4.39,9,1,0,0,0,0.0,0.0,4.35,42.1,4.21,4.4,2.69,5.38,8,2,0,0,0,0.0,0.0,5.02,50.1,5.01,5.65,3.12,6.35,9,1,0,0,0,0.0,0.0,5.98
Jaylen Warren ,PIT,RB,3.0,16,77,4.81,379,23.69,4.92,31,11.12,4,0.25,1,0.06,28,1.75,33,2.06,214,13.38,7.64,0,0.0,105,6.56,110,6.88,0,0.0,0.0,1.0,65.3,4.08,2.85,3.34,4.88,11,3,2,0,0,0.14,0.0,4.24,79.3,4.96,3.6,3.71,5.84,11,3,2,0,0,0.14,0.0,5.01,93.3,5.83,4.35,4.14,6.89,11,4,1,0,0,0.07,0.0,5.78
Joshua Kelley ,LAC,RB,2.0,12,69,5.75,287,23.92,4.16,22,9.0,1,0.08,2,0.17,14,1.17,25,2.08,101,8.42,7.21,0,0.0,83,6.92,94,7.83,0,0.0,0.0,1.0,50.8,4.23,3.25,3.81,4.89,10,1,0,1,0,0.09,0.1,4.52,57.8,4.82,3.5,3.91,5.61,10,1,0,1,0,0.09,0.1,4.95,64.8,5.4,4.25,4.04,6.42,10,1,1,0,0,0.09,0.0,5.63
Deon Jackson ,IND,RB,2.0,12,68,5.67,236,19.67,3.47,17,6.92,0,0.0,1,0.08,30,2.5,34,2.83,209,17.42,6.97,1,0.08,98,8.17,102,8.5,1,0.08,0.01,1.0,54.5,4.54,1.0,5.97,4.69,8,1,2,0,1,0.33,0.12,3.61,69.5,5.79,2.7,7.32,5.76,8,1,2,0,1,0.33,0.12,4.86,84.5,7.04,4.45,8.74,6.9,8,1,1,1,1,0.33,0.25,6.19
Dontrell Hilliard ,FA,RB,20.5,12,22,1.83,145,12.08,6.59,30,6.08,3,0.25,0,0.0,21,1.75,26,2.17,177,14.75,8.43,4,0.33,43,3.58,48,4.0,0,0.0,0.0,1.0,56.2,4.68,1.85,5.59,4.92,8,2,1,0,1,0.2,0.12,3.58,66.7,5.56,3.6,5.88,5.84,8,3,0,0,1,0.09,0.12,4.73,77.2,6.43,5.15,6.24,6.86,8,2,1,1,0,0.2,0.12,5.94
Malik Davis ,DAL,RB,2.0,6,38,6.33,161,26.83,4.24,23,14.5,2,0.33,1,0.17,6,1.0,7,1.17,63,10.5,10.5,0,0.0,44,7.33,45,7.5,0,0.0,0.0,0.78,28.4,4.73,3.95,2.46,6.1,4,2,0,0,0,0.0,0.0,4.13,31.4,5.23,4.8,2.49,6.82,4,2,0,0,0,0.0,0.0,4.68,34.4,5.73,5.8,2.64,7.58,4,2,0,0,0,0.0,0.0,5.3
Alexander Mattison ,MIN,RB,2.0,17,74,4.35,283,16.65,3.82,15,7.29,0,0.0,5,0.29,15,0.88,18,1.06,91,5.35,6.07,1,0.06,89,5.24,92,5.41,0,0.0,0.0,1.0,73.4,4.32,1.9,4.98,4.67,12,2,2,0,1,0.21,0.08,3.62,80.9,4.76,2.9,5.07,5.19,12,3,1,1,0,0.13,0.08,4.27,88.4,5.2,3.6,5.2,5.8,12,4,0,1,0,0.06,0.08,4.82
Kenneth Gainwell ,PHI,RB,2.0,17,53,3.12,240,14.12,4.53,13,6.47,0,0.0,4,0.24,23,1.35,29,1.71,169,9.94,7.35,0,0.0,76,4.47,82,4.82,0,0.0,0.0,1.0,64.9,3.82,2.0,3.58,4.48,13,2,2,0,0,0.13,0.0,3.47,76.4,4.49,2.5,3.89,5.24,12,3,2,0,0,0.13,0.0,4.03,87.9,5.17,3.4,4.26,6.06,11,5,1,0,0,0.06,0.0,4.77
Zack Moss ,IND,RB,3.0,13,93,7.15,456,35.08,4.9,43,13.31,5,0.38,1,0.08,11,0.85,13,1.0,39,3.0,3.55,0,0.0,104,8.0,106,8.15,1,0.08,0.01,1.0,53.5,4.12,1.7,5.12,4.42,9,3,0,0,1,0.08,0.11,3.64,59.0,4.54,1.8,5.43,4.87,9,3,0,1,0,0.08,0.11,3.88,64.5,4.96,1.8,5.87,5.37,10,2,0,1,0,0.08,0.1,4.11
Caleb Huntley ,ATL,RB,3.0,12,76,6.33,366,30.5,4.82,30,11.92,3,0.25,1,0.08,2,0.17,2,0.17,3,0.25,1.5,0,0.0,78,6.5,78,6.5,0,0.0,0.0,1.0,42.9,3.58,2.7,3.59,4.19,10,1,1,0,0,0.09,0.0,3.8,43.9,3.66,2.7,3.53,4.37,10,1,1,0,0,0.09,0.0,3.88,44.9,3.74,2.75,3.48,4.62,10,2,0,0,0,0.0,0.0,3.96
Kyle Juszczyk ,SF,RB,5.0,13,7,0.54,26,2.0,3.71,9,2.0,0,0.0,1,0.08,19,1.46,23,1.77,200,15.38,10.53,1,0.08,26,2.0,30,2.31,0,0.0,0.0,1.0,34.6,2.66,2.7,2.27,3.5,11,2,0,0,0,0.0,0.0,3.02,44.1,3.39,3.4,2.56,4.39,12,1,0,0,0,0.0,0.0,3.74,53.6,4.12,3.9,2.97,5.29,12,1,0,0,0,0.0,0.0,4.37
Rex Burkhead ,FA,RB,16.0,15,26,1.73,80,5.33,3.08,9,2.4,0,0.0,0,0.0,37,2.47,51,3.4,204,13.6,5.51,1,0.07,63,4.2,77,5.13,0,0.0,0.0,1.0,34.4,2.29,1.5,2.74,2.88,13,1,1,0,0,0.07,0.0,2.52,52.9,3.53,2.5,3.37,4.26,13,1,1,0,0,0.07,0.0,3.59,71.4,4.76,3.7,4.04,5.66,13,0,2,0,0,0.15,0.0,4.8
JaMycal Hasty ,JAC,RB,2.0,14,46,3.29,194,13.86,4.22,61,10.64,4,0.29,2,0.14,21,1.5,27,1.93,121,8.64,5.76,1,0.07,67,4.79,73,5.21,0,0.0,0.0,1.0,49.5,3.54,1.2,5.13,3.79,11,0,2,1,0,0.27,0.09,2.93,60.0,4.29,1.8,5.88,4.5,11,0,2,1,0,0.27,0.09,3.52,70.5,5.04,2.3,6.69,5.28,11,0,1,2,0,0.27,0.18,4.11
Nyheim Hines ,BUF,RB,3.0,16,24,1.5,33,2.06,1.38,9,2.0,0,0.0,1,0.06,30,1.88,37,2.31,241,15.06,8.03,1,0.06,54,3.38,61,3.81,0,0.0,0.0,1.0,51.4,3.21,1.45,3.87,3.7,13,1,2,0,0,0.14,0.0,2.77,66.4,4.15,1.95,4.17,4.75,12,2,2,0,0,0.14,0.0,3.47,81.4,5.09,2.55,4.68,5.83,10,4,2,0,0,0.14,0.0,4.22
Royce Freeman ,FA,RB,7.0,5,41,8.2,117,23.4,2.85,11,5.6,0,0.0,0,0.0,6,1.2,8,1.6,33,6.6,5.5,0,0.0,47,9.4,49,9.8,1,0.2,0.02,0.72,13.0,2.6,3.8,2.61,3.3,5,0,0,0,0,0.0,0.0,3.01,16.0,3.2,4.3,2.9,4.01,5,0,0,0,0,0.0,0.0,3.4,19.0,3.8,4.8,3.26,4.77,5,0,0,0,0,0.0,0.0,3.81
Kyren Williams ,LAR,RB,3.0,8,35,4.38,139,17.38,3.97,17,7.88,0,0.0,0,0.0,9,1.12,12,1.5,76,9.5,8.44,0,0.0,44,5.5,47,5.88,0,0.0,0.0,0.88,21.5,2.69,2.5,1.97,3.66,7,1,0,0,0,0.0,0.0,2.97,26.0,3.25,3.0,2.53,4.22,7,1,0,0,0,0.0,0.0,3.39,30.5,3.81,3.5,3.12,4.84,7,1,0,0,0,0.0,0.0,3.84
Craig Reynolds ,DET,RB,3.0,7,23,3.29,102,14.57,4.43,21,9.86,1,0.14,0,0.0,9,1.29,10,1.43,116,16.57,12.89,0,0.0,32,4.57,33,4.71,0,0.0,0.0,0.84,21.8,3.11,2.9,3.04,3.81,6,1,0,0,0,0.0,0.0,2.92,26.3,3.76,3.4,3.54,4.48,6,1,0,0,0,0.0,0.0,3.36,30.8,4.4,3.9,4.08,5.22,6,0,1,0,0,0.17,0.0,3.9
Justin Jackson ,FA,RB,19.0,15,42,2.8,170,11.33,4.05,27,6.8,1,0.07,1,0.07,12,0.8,19,1.27,101,6.73,8.42,1,0.07,54,3.6,61,4.07,0,0.0,0.0,1.0,39.1,2.61,1.9,2.96,3.21,12,3,0,0,0,0.0,0.0,2.71,45.1,3.01,2.4,3.2,3.68,12,3,0,0,0,0.0,0.0,3.14,51.1,3.41,2.7,3.49,4.2,12,3,0,0,0,0.0,0.0,3.51
Matt Breida ,NYG,RB,2.0,17,54,3.18,220,12.94,4.07,18,6.71,0,0.0,1,0.06,20,1.18,25,1.47,118,6.94,5.9,0,0.0,74,4.35,79,4.65,0,0.0,0.0,1.0,39.8,2.34,1.5,2.35,3.05,15,2,0,0,0,0.0,0.0,2.51,49.8,2.93,2.0,2.68,3.75,14,3,0,0,0,0.0,0.0,3.05,59.8,3.52,2.5,3.2,4.43,15,2,0,0,0,0.0,0.0,3.58
Mike Boone ,HOU,RB,3.0,8,24,3.0,102,12.75,4.25,18,7.25,0,0.0,0,0.0,9,1.12,15,1.88,96,12.0,10.67,0,0.0,33,4.12,39,4.88,0,0.0,0.0,0.88,19.8,2.48,2.45,2.73,3.11,7,1,0,0,0,0.0,0.0,2.64,24.3,3.04,2.7,3.14,3.73,7,1,0,0,0,0.0,0.0,2.99,28.8,3.6,2.95,3.57,4.41,7,1,0,0,0,0.0,0.0,3.36
Boston Scott ,PHI,RB,3.0,15,54,3.6,217,14.47,4.02,21,7.87,1,0.07,3,0.2,5,0.33,6,0.4,15,1.0,3.0,0,0.0,59,3.93,60,4.0,0,0.0,0.0,1.0,41.2,2.75,1.6,3.62,3.22,12,1,2,0,0,0.15,0.0,2.64,43.7,2.91,2.1,3.66,3.45,12,2,1,0,0,0.07,0.0,2.93,46.2,3.08,2.1,3.72,3.74,13,2,0,0,0,0.0,0.0,3.03
Justice Hill ,BAL,RB,3.0,15,49,3.27,262,17.47,5.35,34,8.33,2,0.13,0,0.0,12,0.8,12,0.8,58,3.87,4.83,0,0.0,61,4.07,61,4.07,1,0.07,0.02,1.0,30.0,2.0,1.6,1.96,2.73,14,1,0,0,0,0.0,0.0,2.35,36.0,2.4,2.1,2.14,3.25,15,0,0,0,0,0.0,0.0,2.81,42.0,2.8,2.8,2.4,3.79,15,0,0,0,0,0.0,0.0,3.37
Marlon Mack ,FA,RB,23.0,8,16,2.0,84,10.5,5.25,17,5.12,0,0.0,1,0.12,8,1.0,10,1.25,99,12.38,12.38,1,0.12,24,3.0,26,3.25,0,0.0,0.0,0.88,30.3,3.79,1.05,5.75,3.95,6,0,1,1,0,0.33,0.17,2.46,34.3,4.29,1.55,6.36,4.42,6,0,2,0,0,0.33,0.0,2.81,38.3,4.79,2.05,6.99,4.96,6,0,2,0,0,0.33,0.0,3.22
Phillip Lindsay ,FA,RB,12.0,3,15,5.0,49,16.33,3.27,15,6.67,0,0.0,0,0.0,6,2.0,8,2.67,19,6.33,3.17,0,0.0,21,7.0,23,7.67,0,0.0,0.0,0.56,8.8,2.93,3.2,2.61,3.73,3,0,0,0,0,0.0,0.0,2.17,11.8,3.93,4.7,3.42,4.74,3,0,0,0,0,0.0,0.0,2.8,14.8,4.93,6.2,4.24,5.79,2,1,0,0,0,0.0,0.0,3.44
Jonathan Williams ,WAS,RB,3.0,9,37,4.11,152,16.89,4.11,23,7.67,1,0.11,0,0.0,7,0.78,10,1.11,40,4.44,5.71,0,0.0,44,4.89,47,5.22,0,0.0,0.0,0.93,19.2,2.13,2.2,1.99,2.9,9,0,0,0,0,0.0,0.0,2.61,22.7,2.52,2.2,2.4,3.32,9,0,0,0,0,0.0,0.0,2.78,26.2,2.91,2.2,2.87,3.77,9,0,0,0,0,0.0,0.0,2.97
Jordan Mason ,SF,RB,4.0,12,43,3.58,258,21.5,6.0,55,11.5,4,0.33,1,0.08,0,0.0,0,0.0,0,0.0,0.0,0,0.0,43,3.58,43,3.58,0,0.0,0.0,1.0,31.8,2.65,1.95,2.76,3.32,10,2,0,0,0,0.0,0.0,2.73,31.8,2.65,1.95,2.76,3.37,11,1,0,0,0,0.0,0.0,2.75,31.8,2.65,1.95,2.76,3.46,12,0,0,0,0,0.0,0.0,2.79
Travis Homer ,CHI,RB,4.0,12,19,1.58,74,6.17,3.89,16,4.42,0,0.0,0,0.0,16,1.33,18,1.5,157,13.08,9.81,1,0.08,35,2.92,37,3.08,1,0.08,0.03,1.0,27.1,2.26,0.85,3.26,2.71,11,0,1,0,0,0.09,0.0,1.96,35.1,2.92,1.85,3.71,3.45,11,0,1,0,0,0.09,0.0,2.74,43.1,3.59,2.4,4.26,4.21,10,1,1,0,0,0.09,0.0,3.33
Malcolm Brown ,FA,RB,22.0,7,18,2.57,81,11.57,4.5,23,9.29,1,0.14,1,0.14,5,0.71,6,0.86,37,5.29,7.4,0,0.0,23,3.29,24,3.43,0,0.0,0.0,0.84,17.8,2.54,1.9,2.69,3.21,6,1,0,0,0,0.0,0.0,2.21,20.3,2.9,2.6,2.64,3.73,6,1,0,0,0,0.0,0.0,2.67,22.8,3.26,3.1,2.64,4.31,6,1,0,0,0,0.0,0.0,3.08
Corey Clement ,ARI,RB,2.0,5,15,3.0,55,11.0,3.67,12,3.4,0,0.0,1,0.2,5,1.0,7,1.4,54,10.8,10.8,0,0.0,20,4.0,22,4.4,0,0.0,0.0,0.72,16.9,3.38,2.1,4.32,3.79,4,0,1,0,0,0.25,0.0,2.32,19.4,3.88,2.6,4.87,4.28,4,0,1,0,0,0.25,0.0,2.64,21.9,4.38,3.1,5.42,4.84,4,0,1,0,0,0.25,0.0,2.98
Ty Johnson ,NYJ,RB,4.0,12,30,2.5,160,13.33,5.33,32,8.42,3,0.25,1,0.08,12,1.0,24,2.0,88,7.33,7.33,0,0.0,42,3.5,54,4.5,0,0.0,0.0,1.0,30.8,2.57,0.8,3.95,2.94,11,0,0,1,0,0.09,0.09,2.2,36.8,3.07,1.15,4.26,3.49,10,1,1,0,0,0.09,0.0,2.59,42.8,3.57,1.55,4.7,4.08,10,1,1,0,0,0.09,0.0,3.03
Dare Ogunbowale ,HOU,RB,4.0,15,42,2.8,123,8.2,2.93,11,3.6,0,0.0,1,0.07,20,1.33,26,1.73,104,6.93,5.2,0,0.0,62,4.13,68,4.53,0,0.0,0.0,1.0,28.7,1.91,1.3,2.45,2.47,13,2,0,0,0,0.0,0.0,2.15,38.7,2.58,1.4,2.99,3.21,13,2,0,0,0,0.0,0.0,2.53,48.7,3.25,2.1,3.64,3.96,12,3,0,0,0,0.0,0.0,3.18
Ameer Abdullah ,LV,RB,2.5,16,4,0.25,20,1.25,5.0,7,0.69,0,0.0,0,0.0,25,1.56,32,2.0,211,13.19,8.44,1,0.06,29,1.81,36,2.25,0,0.0,0.0,1.0,29.1,1.82,0.9,2.81,2.27,15,0,1,0,0,0.07,0.0,1.68,41.6,2.6,1.85,3.24,3.17,15,0,1,0,0,0.07,0.0,2.52,54.1,3.38,3.0,3.76,4.09,15,0,1,0,0,0.07,0.0,3.45
DeeJay Dallas ,SEA,RB,2.0,15,35,2.33,186,12.4,5.31,27,6.53,1,0.07,0,0.0,17,1.13,19,1.27,126,8.4,7.41,0,0.0,52,3.47,54,3.6,0,0.0,0.0,1.0,30.2,2.01,1.0,2.79,2.52,14,0,1,0,0,0.07,0.0,1.98,38.7,2.58,1.5,3.4,3.11,13,1,1,0,0,0.07,0.0,2.47,47.2,3.15,2.0,4.09,3.73,13,1,1,0,0,0.07,0.0,2.97
Darrel Williams ,FA,RB,14.0,5,21,4.2,102,20.4,4.86,30,12.4,2,0.4,1,0.2,4,0.8,8,1.6,9,1.8,2.25,0,0.0,25,5.0,29,5.8,0,0.0,0.0,0.72,17.1,3.42,1.4,4.93,3.71,4,0,1,0,0,0.25,0.0,2.17,19.1,3.82,1.9,5.29,4.12,4,0,1,0,0,0.25,0.0,2.46,21.1,4.22,1.9,5.68,4.61,4,0,1,0,0,0.25,0.0,2.62
Jordan Wilkins ,FA,RB,15.0,4,13,3.25,58,14.5,4.46,9,6.25,0,0.0,0,0.0,6,1.5,8,2.0,29,7.25,4.83,0,0.0,19,4.75,21,5.25,0,0.0,0.0,0.65,8.7,2.17,2.3,1.42,3.22,4,0,0,0,0,0.0,0.0,1.95,11.7,2.92,3.25,2.18,3.94,4,0,0,0,0,0.0,0.0,2.44,14.7,3.68,3.75,3.06,4.68,4,0,0,0,0,0.0,0.0,2.8
Tyrion Davis-Price ,SF,RB,3.0,5,34,6.8,99,19.8,2.91,20,9.4,1,0.2,0,0.0,0,0.0,2,0.4,0,0.0,0.0,0,0.0,34,6.8,36,7.2,0,0.0,0.0,0.72,9.9,1.98,2.7,1.41,2.93,5,0,0,0,0,0.0,0.0,2.35,9.9,1.98,2.7,1.41,2.97,5,0,0,0,0,0.0,0.0,2.36,9.9,1.98,2.7,1.41,3.06,5,0,0,0,0,0.0,0.0,2.39
Sony Michel ,FA,RB,18.0,10,36,3.6,106,10.6,2.94,12,5.1,0,0.0,0,0.0,9,0.9,13,1.3,53,5.3,5.89,0,0.0,45,4.5,49,4.9,0,0.0,0.0,0.96,15.9,1.59,1.25,1.39,2.36,10,0,0,0,0,0.0,0.0,2.04,20.4,2.04,1.5,1.93,2.83,10,0,0,0,0,0.0,0.0,2.36,24.9,2.49,1.75,2.49,3.34,10,0,0,0,0,0.0,0.0,2.68
Alec Ingold ,MIA,RB,4.0,12,6,0.5,8,0.67,1.33,2,0.67,0,0.0,1,0.08,15,1.25,23,1.92,105,8.75,7.0,1,0.08,21,1.75,29,2.42,0,0.0,0.0,1.0,23.3,1.94,0.95,3.26,2.33,10,1,1,0,0,0.09,0.0,1.77,30.8,2.57,1.45,3.73,3.02,10,1,1,0,0,0.09,0.0,2.3,38.3,3.19,1.95,4.24,3.75,11,0,1,0,0,0.09,0.0,2.85
Myles Gaskin ,MIA,RB,3.0,2,10,5.0,26,13.0,2.6,10,8.0,0,0.0,0,0.0,4,2.0,6,3.0,28,14.0,7.0,0,0.0,14,7.0,16,8.0,0,0.0,0.0,0.44,5.4,2.7,2.7,0.85,4.54,2,0,0,0,0,0.0,0.0,1.79,7.4,3.7,3.7,1.56,5.42,2,0,0,0,0,0.0,0.0,2.17,9.4,4.7,4.7,2.26,6.46,2,0,0,0,0,0.0,0.0,2.57
Tevin Coleman ,FA,RB,17.0,3,12,4.0,26,8.67,2.17,14,6.33,0,0.0,1,0.33,3,1.0,3,1.0,44,14.67,14.67,1,0.33,15,5.0,15,5.0,0,0.0,0.0,0.56,19.0,6.33,0.3,10.71,5.65,2,0,0,0,1,0.5,0.5,1.98,20.5,6.83,0.3,11.58,6.06,2,0,0,0,1,0.5,0.5,2.09,22.0,7.33,0.3,12.44,6.58,2,0,0,1,0,0.5,0.5,2.22
Spencer Brown ,CAR,RB,3.0,2,9,4.5,43,21.5,4.78,7,7.0,0,0.0,0,0.0,2,1.0,4,2.0,10,5.0,5.0,0,0.0,11,5.5,13,6.5,0,0.0,0.0,0.44,5.3,2.65,2.65,0.07,8.3,2,0,0,0,0,0.0,0.0,2.47,6.3,3.15,3.15,0.64,5.77,2,0,0,0,0,0.0,0.0,2.06,7.3,3.65,3.65,1.34,5.71,2,0,0,0,0,0.0,0.0,2.15
Tony Jones Jr. ,DEN,RB,3.0,3,10,3.33,24,8.0,2.4,7,5.0,0,0.0,0,0.0,5,1.67,8,2.67,30,10.0,6.0,0,0.0,15,5.0,18,6.0,0,0.0,0.0,0.56,5.4,1.8,2.0,1.51,2.62,3,0,0,0,0,0.0,0.0,1.5,7.9,2.63,3.0,1.78,3.73,3,0,0,0,0,0.0,0.0,2.02,10.4,3.47,4.0,2.05,4.88,3,0,0,0,0,0.0,0.0,2.56
Ronnie Rivers ,LAR,RB,2.0,2,9,4.5,21,10.5,2.33,5,2.5,0,0.0,0,0.0,5,2.5,5,2.5,29,14.5,5.8,0,0.0,14,7.0,14,7.0,0,0.0,0.0,0.44,5.0,2.5,2.5,1.56,3.62,2,0,0,0,0,0.0,0.0,1.53,7.5,3.75,3.75,2.62,4.83,2,0,0,0,0,0.0,0.0,2.02,10.0,5.0,5.0,3.68,6.08,2,0,0,0,0,0.0,0.0,2.51
Jaret Patterson ,FA,RB,9.0,2,17,8.5,78,39.0,4.59,14,7.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0.0,0,0.0,17,8.5,18,9.0,0,0.0,0.0,0.44,7.8,3.9,3.9,5.52,4.11,1,1,0,0,0,0.0,0.0,1.99,7.8,3.9,3.9,5.52,4.17,1,1,0,0,0,0.0,0.0,2.0,7.8,3.9,3.9,5.52,4.29,2,0,0,0,0,0.0,0.0,2.03
C.J. Ham ,MIN,RB,4.0,11,4,0.36,7,0.64,1.75,3,0.64,0,0.0,2,0.18,10,0.91,12,1.09,86,7.82,8.6,0,0.0,14,1.27,16,1.45,0,0.0,0.0,1.0,21.3,1.94,0.6,2.58,2.47,9,2,0,0,0,0.0,0.0,1.53,26.3,2.39,1.1,2.85,3.01,10,1,0,0,0,0.0,0.0,2.0,31.3,2.85,1.6,3.21,3.58,10,1,0,0,0,0.0,0.0,2.48
Raheem Blackshear ,CAR,RB,4.0,13,23,1.77,77,5.92,3.35,16,3.38,0,0.0,3,0.23,10,0.77,12,0.92,93,7.15,9.3,0,0.0,33,2.54,35,2.69,1,0.08,0.03,1.0,33.0,2.54,0.1,4.4,2.83,10,1,2,0,0,0.18,0.0,1.68,38.0,2.92,0.1,4.8,3.23,10,1,2,0,0,0.18,0.0,1.86,43.0,3.31,0.1,5.23,3.69,10,2,1,0,0,0.08,0.0,2.01
Darrynton Evans ,CHI,RB,3.0,3,14,4.67,64,21.33,4.57,21,11.67,1,0.33,0,0.0,1,0.33,1,0.33,33,11.0,33.0,0,0.0,15,5.0,15,5.0,0,0.0,0.0,0.56,9.7,3.23,2.1,3.06,3.95,2,1,0,0,0,0.0,0.0,1.8,10.2,3.4,2.1,3.35,4.12,2,1,0,0,0,0.0,0.0,1.84,10.7,3.57,2.1,3.63,4.35,3,0,0,0,0,0.0,0.0,1.9
Reggie Gilliam ,BUF,RB,4.0,8,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,9,1.12,11,1.38,76,9.5,8.44,1,0.12,9,1.12,11,1.38,0,0.0,0.0,0.88,13.6,1.7,0.95,2.57,2.17,7,1,0,0,0,0.0,0.0,1.36,18.1,2.26,1.45,2.93,2.83,7,1,0,0,0,0.0,0.0,1.82,22.6,2.82,1.95,3.35,3.52,7,1,0,0,0,0.0,0.0,2.3
Brandon Bolden ,LV,RB,2.5,12,17,1.42,66,5.5,3.88,12,3.08,0,0.0,0,0.0,10,0.83,10,0.83,62,5.17,6.2,1,0.08,27,2.25,27,2.25,0,0.0,0.0,1.0,18.8,1.57,0.2,2.62,1.99,11,1,0,0,0,0.0,0.0,1.21,23.8,1.98,0.65,2.95,2.48,11,1,0,0,0,0.0,0.0,1.63,28.8,2.4,1.15,3.33,2.99,11,1,0,0,0,0.0,0.0,2.09
Avery Williams ,ATL,RB,4.0,17,22,1.29,109,6.41,4.95,21,5.24,1,0.06,1,0.06,13,0.76,14,0.82,61,3.59,4.69,0,0.0,35,2.06,36,2.12,1,0.06,0.03,1.0,19.5,1.15,0.7,2.12,1.54,16,1,0,0,0,0.0,0.0,1.22,26.0,1.53,1.1,2.33,2.03,16,1,0,0,0,0.0,0.0,1.62,32.5,1.91,1.2,2.59,2.54,16,1,0,0,0,0.0,0.0,1.89
Ronald Jones II ,DAL,RB,3.0,5,17,3.4,70,14.0,4.12,13,6.2,0,0.0,1,0.2,1,0.2,1,0.2,22,4.4,22.0,0,0.0,18,3.6,18,3.6,0,0.0,0.0,0.72,15.2,3.04,0.6,4.36,3.4,4,0,1,0,0,0.25,0.0,1.65,15.7,3.14,0.6,4.38,3.55,4,1,0,0,0,0.0,0.0,1.61,16.2,3.24,0.6,4.41,3.77,4,1,0,0,0,0.0,0.0,1.68
