Player,TEAM,POS,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Matt Breida ,NYG,RB,13.8,50.95,3.8,219.8,16.74,4.33,24.35,8.41,0.8,0.08,0.9,0.08,15.6,1.11,19.35,1.37,104.4,8.0,7.5,0.55,0.08,66.55,4.9,70.3,5.17,0.4,0.05,0.01,0.98,40.32,3.28,1.67,3.54,3.81,11.5,1.7,0.3,0.25,0.05,0.11,0.07,2.72,48.12,3.83,2.07,3.91,4.42,10.9,2.3,0.3,0.25,0.05,0.11,0.07,3.12,55.92,4.38,2.57,4.4,4.98,11.75,1.45,0.3,0.25,0.05,0.11,0.06,3.53
Marlon Mack ,FA,RB,7.78,32.17,3.61,144.67,16.0,4.75,20.94,6.98,1.06,0.1,1.11,0.11,6.67,0.81,9.0,1.13,72.78,8.95,9.69,0.67,0.08,38.83,4.42,41.17,4.74,0.0,0.0,0.0,0.94,32.52,3.7,1.77,4.74,3.99,5.83,0.17,0.72,0.94,0.11,0.29,0.24,2.85,35.86,4.1,2.13,5.2,4.39,5.78,0.28,1.33,0.33,0.06,0.28,0.19,3.11,39.19,4.51,2.47,5.69,4.78,5.78,0.28,1.39,0.28,0.06,0.28,0.17,3.39
Malcolm Brown ,FA,RB,8.0,32.6,3.79,134.5,15.68,4.25,22.55,9.59,0.85,0.13,1.6,0.18,6.15,0.7,8.45,0.95,41.7,4.66,6.38,0.0,0.0,38.75,4.5,41.05,4.75,0.1,0.01,0.0,0.93,27.02,3.08,2.12,3.25,3.69,6.65,1.0,0.1,0.15,0.1,0.03,0.02,2.63,30.1,3.43,2.68,3.23,4.17,6.55,1.1,0.1,0.15,0.1,0.03,0.02,3.02,33.17,3.79,3.11,3.24,4.65,6.6,1.15,0.0,0.15,0.1,0.02,0.02,3.36
Jordan Wilkins ,FA,RB,6.13,25.0,3.59,107.93,15.8,4.46,13.8,6.74,0.53,0.04,0.27,0.02,6.87,1.34,9.27,1.8,40.07,6.94,5.44,0.0,0.0,31.87,4.93,34.27,5.38,0.0,0.0,0.0,0.88,16.67,2.4,2.33,2.07,3.3,5.8,0.13,0.0,0.07,0.13,0.01,0.02,2.47,20.1,3.07,3.11,2.7,3.95,5.67,0.27,0.07,0.13,0.0,0.01,0.01,2.97,23.53,3.75,3.66,3.44,4.56,5.67,0.27,0.07,0.13,0.0,0.01,0.01,3.37
Jermar Jefferson ,DET,RB,5.0,15.0,3.0,74.0,14.8,4.93,28.0,10.0,1.0,0.2,2.0,0.4,4.0,0.8,5.0,1.0,23.0,4.6,5.75,0.0,0.0,19.0,3.8,20.0,4.0,0.0,0.0,0.0,0.88,21.7,4.34,1.8,4.77,4.74,3.0,1.0,1.0,0.0,0.0,0.25,0.0,2.75,23.7,4.74,1.8,5.3,5.1,3.0,1.0,1.0,0.0,0.0,0.25,0.0,2.87,25.7,5.14,1.8,5.92,5.45,3.0,1.0,1.0,0.0,0.0,0.25,0.0,3.0
Salvon Ahmed ,MIA,RB,7.95,29.68,3.69,113.21,14.94,4.54,14.42,6.27,0.21,0.03,0.95,0.14,4.95,0.57,7.11,0.79,42.26,4.59,8.2,0.0,0.0,34.63,4.26,36.79,4.48,0.0,0.0,0.0,0.94,21.44,2.85,2.01,3.47,3.35,6.89,0.11,0.74,0.11,0.11,0.21,0.11,2.55,23.92,3.13,2.43,3.52,3.71,6.89,0.74,0.11,0.11,0.11,0.11,0.11,2.8,26.39,3.42,2.77,3.61,4.05,6.89,0.63,0.32,0.11,0.0,0.21,0.05,3.1
Brandon Bolden ,LV,RB,13.28,24.39,1.77,110.56,7.84,4.27,15.83,4.49,0.61,0.04,0.44,0.03,18.56,1.3,20.89,1.44,160.0,10.89,7.56,1.28,0.09,42.94,3.06,45.28,3.21,0.0,0.0,0.0,1.0,37.94,2.64,1.21,3.33,3.07,11.28,1.33,0.11,0.28,0.28,0.05,0.05,2.07,47.22,3.29,2.0,3.67,3.78,10.78,1.89,0.06,0.56,0.0,0.04,0.06,2.67,56.5,3.94,2.69,4.08,4.47,10.78,1.89,0.06,0.56,0.0,0.04,0.06,3.22
Jonathan Williams ,WAS,RB,7.89,32.11,3.99,136.33,17.1,4.3,24.39,7.91,1.11,0.15,0.33,0.06,6.06,0.77,8.61,1.1,37.72,4.88,6.41,0.0,0.0,38.17,4.76,40.72,5.09,0.0,0.0,0.0,0.95,19.41,2.57,1.77,2.78,3.22,7.5,0.0,0.28,0.06,0.06,0.09,0.02,2.42,22.43,2.95,2.05,3.08,3.65,7.5,0.28,0.0,0.11,0.0,0.02,0.02,2.65,25.46,3.34,2.33,3.43,4.07,7.5,0.28,0.06,0.06,0.0,0.02,0.01,2.9
Tyrion Davis-Price ,SF,RB,5.0,34.0,6.8,99.0,19.8,2.91,20.0,9.4,1.0,0.2,0.0,0.0,0.0,0.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,34.0,6.8,36.0,7.2,0.0,0.0,0.0,0.88,9.9,1.98,2.7,1.41,2.93,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,9.9,1.98,2.7,1.41,2.97,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,9.9,1.98,2.7,1.41,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63
Tony Jones Jr. ,SEA,RB,5.06,22.94,3.94,58.71,9.82,2.47,8.18,5.09,0.0,0.0,0.0,0.0,5.0,1.33,8.0,2.12,29.71,7.91,5.94,0.0,0.0,27.94,5.26,30.94,6.06,0.0,0.0,0.0,0.87,8.84,1.77,1.84,1.56,2.56,5.06,0.0,0.0,0.0,0.0,0.0,0.0,2.06,11.34,2.43,2.59,1.8,3.43,5.06,0.0,0.0,0.0,0.0,0.0,0.0,2.61,13.84,3.1,3.37,2.06,4.28,5.06,0.0,0.0,0.0,0.0,0.0,0.0,3.15
Qadree Ollison ,JAC,RB,6.33,21.17,3.38,95.83,15.62,4.54,16.83,8.77,0.0,0.0,1.5,0.23,3.5,0.58,5.33,0.88,11.17,1.81,3.67,0.0,0.0,24.67,3.95,26.5,4.25,0.83,0.14,0.03,0.91,18.03,2.8,2.0,2.94,3.45,4.83,1.5,0.0,0.0,0.0,0.0,0.0,2.37,19.78,3.09,2.21,2.94,3.85,5.17,1.17,0.0,0.0,0.0,0.0,0.0,2.59,21.53,3.37,2.42,3.0,4.24,6.17,0.17,0.0,0.0,0.0,0.0,0.0,2.8
Travis Homer ,CHI,RB,12.4,20.05,1.66,103.15,8.2,5.11,30.5,6.23,1.3,0.09,0.25,0.02,15.05,1.22,17.45,1.41,146.25,11.9,9.66,0.7,0.06,35.1,2.88,37.5,3.07,0.6,0.05,0.02,1.0,30.94,2.49,1.24,3.36,2.96,11.05,0.5,0.6,0.25,0.0,0.07,0.02,2.02,38.47,3.1,1.94,3.83,3.61,11.0,0.5,0.65,0.25,0.0,0.08,0.02,2.56,45.99,3.71,2.42,4.38,4.23,10.5,1.0,0.65,0.25,0.0,0.08,0.02,3.01
Jordan Mason ,SF,RB,12.0,43.0,3.58,258.0,21.5,6.0,55.0,11.5,4.0,0.33,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3.58,43.0,3.58,0.0,0.0,0.0,1.0,31.8,2.65,1.95,2.76,3.32,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2.47,31.8,2.65,1.95,2.76,3.36,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2.48,31.8,2.65,1.95,2.76,3.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
Ameer Abdullah ,LV,RB,16.25,17.1,1.02,63.45,3.81,4.59,10.0,2.1,0.0,0.0,0.0,0.0,26.05,1.59,34.4,2.1,209.05,12.8,7.98,1.1,0.07,43.15,2.62,51.5,3.12,0.05,0.0,0.0,1.0,33.75,2.06,1.15,2.89,2.54,14.65,0.75,0.85,0.0,0.0,0.06,0.0,1.82,46.78,2.86,1.87,3.45,3.4,14.1,1.05,1.1,0.0,0.0,0.07,0.0,2.45,59.8,3.65,2.82,4.1,4.21,14.1,1.05,0.85,0.25,0.0,0.07,0.02,3.17
Demetric Felton Jr. ,CLE,RB,15.0,7.0,0.47,24.0,1.6,3.43,12.0,1.47,0.0,0.0,0.0,0.0,18.0,1.2,21.0,1.4,181.0,12.07,10.06,2.0,0.13,25.0,1.67,28.0,1.87,0.0,0.0,0.0,1.0,32.5,2.17,1.3,3.28,2.6,13.0,1.0,1.0,0.0,0.0,0.07,0.0,1.78,41.5,2.77,2.2,3.6,3.28,13.0,1.0,1.0,0.0,0.0,0.07,0.0,2.41,50.5,3.37,3.2,3.98,3.94,13.0,1.0,1.0,0.0,0.0,0.07,0.0,3.08
Mike Boone ,HOU,RB,7.06,19.83,2.54,92.89,12.69,5.57,19.72,6.68,0.44,0.03,0.17,0.01,6.72,0.94,10.78,1.45,71.06,10.1,10.48,0.0,0.0,26.56,3.48,30.61,3.99,0.0,0.0,0.0,0.92,17.39,2.34,1.72,3.03,2.88,6.28,0.67,0.0,0.06,0.06,0.01,0.01,2.1,20.76,2.81,2.02,3.37,3.41,6.28,0.67,0.0,0.06,0.06,0.01,0.01,2.4,24.12,3.29,2.33,3.71,3.93,6.28,0.67,0.0,0.06,0.06,0.01,0.01,2.7
Darrynton Evans ,CHI,RB,3.29,14.0,4.4,62.57,19.83,4.47,19.29,10.72,0.86,0.28,0.0,0.0,1.14,0.34,1.43,0.4,32.14,10.2,30.21,0.14,0.03,15.14,4.74,15.43,4.8,0.0,0.0,0.0,0.83,10.33,3.17,1.93,3.34,3.82,2.29,0.86,0.14,0.0,0.0,0.04,0.0,2.32,10.9,3.35,1.93,3.65,3.98,2.29,0.86,0.14,0.0,0.0,0.04,0.0,2.38,11.47,3.52,1.93,3.95,4.15,3.14,0.0,0.14,0.0,0.0,0.04,0.0,2.44
Corey Clement ,ARI,RB,7.63,20.37,2.83,79.47,10.82,3.81,18.32,4.03,0.53,0.05,0.74,0.13,5.26,0.81,6.89,1.09,44.37,7.69,8.62,0.26,0.02,25.63,3.64,27.26,3.93,0.0,0.0,0.0,0.92,18.38,2.79,1.36,4.03,3.17,6.63,0.11,0.63,0.26,0.0,0.18,0.03,2.07,21.02,3.2,1.67,4.54,3.56,6.74,0.0,0.63,0.26,0.0,0.18,0.03,2.33,23.65,3.61,1.99,5.07,3.95,6.74,0.0,0.63,0.26,0.0,0.18,0.03,2.57
Justice Hill ,BAL,RB,14.67,44.67,2.99,232.6,15.58,5.21,30.93,7.61,1.6,0.1,0.13,0.01,10.8,0.73,11.27,0.76,53.73,3.61,4.98,0.0,0.0,55.47,3.72,55.93,3.75,0.8,0.06,0.02,1.0,27.83,1.86,1.4,1.96,2.53,13.73,0.8,0.13,0.0,0.0,0.01,0.0,1.95,33.23,2.23,1.82,2.16,2.99,14.53,0.0,0.13,0.0,0.0,0.01,0.0,2.3,38.63,2.59,2.4,2.42,3.42,14.53,0.07,0.07,0.0,0.0,0.0,0.0,2.7
Dare Ogunbowale ,HOU,RB,14.45,39.7,2.77,123.4,8.64,3.09,12.7,3.31,0.1,0.01,0.95,0.07,18.0,1.23,25.15,1.73,110.6,7.63,6.26,0.25,0.02,57.7,4.0,64.85,4.5,0.05,0.0,0.0,1.0,30.5,2.13,1.0,3.04,2.61,12.45,1.5,0.5,0.0,0.0,0.04,0.0,1.92,39.5,2.74,1.27,3.52,3.28,12.2,1.75,0.5,0.0,0.0,0.04,0.0,2.29,48.5,3.36,1.88,4.09,3.92,11.6,2.35,0.5,0.0,0.0,0.04,0.0,2.8
DeeJay Dallas ,SEA,RB,15.21,34.37,2.28,165.16,10.92,4.79,22.37,5.67,0.63,0.04,0.74,0.05,18.05,1.19,20.16,1.33,126.26,8.34,7.03,0.11,0.01,52.42,3.48,54.53,3.61,0.0,0.0,0.0,1.0,33.56,2.23,0.94,3.2,2.69,13.84,0.26,1.0,0.11,0.0,0.08,0.01,1.85,42.59,2.82,1.36,3.82,3.29,12.95,1.16,1.0,0.0,0.11,0.08,0.01,2.27,51.62,3.42,1.78,4.52,3.87,12.68,1.53,0.89,0.0,0.11,0.07,0.01,2.66
Alec Ingold ,MIA,RB,11.11,4.63,0.41,5.74,0.49,1.11,1.84,0.49,0.0,0.0,0.63,0.05,13.37,1.24,19.47,1.77,100.26,9.45,7.62,1.0,0.09,18.0,1.65,24.11,2.19,0.0,0.0,0.0,0.98,20.39,1.89,1.21,2.82,2.36,9.47,1.0,0.63,0.0,0.0,0.06,0.0,1.63,27.07,2.51,1.9,3.23,3.07,9.74,0.74,0.63,0.0,0.0,0.06,0.0,2.17,33.76,3.13,2.4,3.72,3.74,10.37,0.11,0.63,0.0,0.0,0.06,0.0,2.63
Giovani Bernard ,FA,RB,7.3,21.85,2.34,81.4,8.78,4.41,13.55,3.57,0.3,0.03,0.3,0.02,13.15,1.26,16.5,1.53,77.35,5.88,2.18,1.05,0.09,35.0,3.6,38.35,3.87,0.15,0.01,0.0,0.91,23.68,2.12,0.86,2.73,2.46,6.0,0.15,0.85,0.1,0.2,0.14,0.03,1.74,30.25,2.75,1.27,3.26,3.13,5.8,0.85,0.0,0.45,0.2,0.06,0.08,2.12,36.83,3.39,1.76,3.84,3.76,5.7,0.95,0.0,0.45,0.2,0.06,0.08,2.57
J.J. Taylor ,NE,RB,5.29,20.14,3.81,57.86,10.52,2.76,18.71,5.52,0.29,0.05,1.43,0.29,3.14,0.62,3.43,0.67,6.86,1.33,2.57,0.0,0.0,23.29,4.43,23.57,4.48,0.71,0.14,0.03,0.89,13.61,2.61,0.84,5.34,2.82,4.57,0.0,0.0,0.71,0.0,0.18,0.18,1.8,15.19,2.92,1.34,5.4,3.16,4.57,0.0,0.0,0.71,0.0,0.18,0.18,2.1,16.76,3.23,1.36,5.48,3.5,4.57,0.0,0.71,0.0,0.0,0.18,0.0,2.19
Ke'Shawn Vaughn ,TB,RB,8.32,22.95,3.05,92.32,12.76,3.73,24.05,7.41,1.05,0.18,0.53,0.09,3.47,0.44,5.68,0.73,22.42,2.83,6.42,0.11,0.01,26.42,3.48,28.63,3.78,0.11,0.01,0.0,0.96,15.05,2.13,1.2,2.39,2.56,7.58,0.21,0.53,0.0,0.0,0.13,0.0,1.81,16.79,2.35,1.33,2.67,2.81,7.58,0.21,0.53,0.0,0.0,0.13,0.0,1.95,18.53,2.56,1.48,2.96,3.05,7.68,0.11,0.53,0.0,0.0,0.13,0.0,2.1
Kene Nwangwu ,MIN,RB,9.0,13.0,1.44,61.0,6.78,4.69,19.0,5.0,0.0,0.0,0.0,0.0,4.0,0.44,5.0,0.56,9.0,1.0,2.25,0.0,0.0,17.0,1.89,18.0,2.0,0.0,0.0,0.0,0.98,19.0,2.11,0.4,2.86,2.62,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.37,21.0,2.33,1.4,2.78,2.95,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,23.0,2.56,2.4,2.77,3.27,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41
Reggie Gilliam ,BUF,RB,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.12,11.0,1.38,76.0,9.5,8.44,1.0,0.12,9.0,1.12,11.0,1.38,0.0,0.0,0.0,0.95,13.6,1.7,0.95,2.57,2.17,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.32,18.1,2.26,1.45,2.93,2.82,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.75,22.6,2.82,1.95,3.35,3.45,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.18
C.J. Ham ,MIN,RB,12.65,5.0,0.39,15.35,1.12,2.75,10.75,1.12,0.5,0.03,1.2,0.11,11.9,0.93,14.4,1.13,100.0,7.89,8.65,0.15,0.01,16.9,1.32,19.4,1.52,0.05,0.0,0.0,1.0,19.54,1.61,0.63,2.09,2.16,11.3,1.35,0.0,0.0,0.0,0.0,0.0,1.27,25.48,2.08,1.2,2.33,2.77,11.9,0.75,0.0,0.0,0.0,0.0,0.0,1.74,31.44,2.54,1.69,2.67,3.32,11.9,0.75,0.0,0.0,0.0,0.0,0.0,2.16
Raheem Blackshear ,CAR,RB,13.0,23.0,1.77,77.0,5.92,3.35,16.0,3.38,0.0,0.0,3.0,0.23,10.0,0.77,12.0,0.92,93.0,7.15,9.3,0.0,0.0,33.0,2.54,35.0,2.69,1.0,0.08,0.03,1.0,33.0,2.54,0.1,4.4,2.83,10.0,1.0,2.0,0.0,0.0,0.18,0.0,1.53,38.0,2.92,0.1,4.8,3.23,10.0,1.0,2.0,0.0,0.0,0.18,0.0,1.69,43.0,3.31,0.1,5.23,3.62,10.0,2.0,1.0,0.0,0.0,0.08,0.0,1.8
Patrick Laird ,TB,RB,7.75,11.62,0.92,41.5,3.36,4.22,9.0,2.23,0.0,0.0,0.12,0.01,7.25,0.97,8.62,1.06,53.12,6.31,6.35,0.0,0.0,18.88,1.9,20.25,1.99,0.25,0.02,0.01,0.89,9.96,1.0,0.81,1.06,1.59,7.38,0.25,0.12,0.0,0.0,0.01,0.0,1.05,13.59,1.49,1.21,1.25,2.42,7.25,0.38,0.12,0.0,0.0,0.01,0.0,1.48,17.21,1.98,1.59,1.46,3.26,7.25,0.25,0.12,0.12,0.0,0.02,0.01,1.9
Avery Williams ,ATL,RB,17.0,22.0,1.29,109.0,6.41,4.95,21.0,5.24,1.0,0.06,1.0,0.06,13.0,0.76,14.0,0.82,61.0,3.59,4.69,0.0,0.0,35.0,2.06,36.0,2.12,1.0,0.06,0.03,1.0,19.5,1.15,0.7,2.12,1.54,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.11,26.0,1.53,1.1,2.33,2.02,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.46,32.5,1.91,1.2,2.59,2.49,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.69
Benny Snell Jr. ,FA,RB,11.65,37.5,3.0,136.6,11.47,3.91,16.0,3.79,0.55,0.04,1.1,0.1,2.85,0.24,3.8,0.3,20.7,1.81,7.72,0.0,0.0,40.35,3.24,41.3,3.3,0.15,0.01,0.0,0.99,22.03,1.91,0.31,3.56,2.2,10.25,0.45,0.8,0.15,0.0,0.1,0.02,1.37,23.46,2.03,0.35,3.74,2.34,10.35,0.25,0.9,0.15,0.0,0.11,0.01,1.44,24.88,2.14,0.35,3.92,2.47,10.45,0.3,0.8,0.1,0.0,0.1,0.01,1.49
Isaiah Spiller ,LAC,RB,5.0,18.0,3.6,41.0,8.2,2.28,11.0,5.0,0.0,0.0,0.0,0.0,3.0,0.6,3.0,0.6,13.0,2.6,4.33,0.0,0.0,21.0,4.2,21.0,4.2,0.0,0.0,0.0,0.88,5.4,1.08,0.5,1.41,1.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,6.9,1.38,1.0,1.62,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,8.4,1.68,1.5,1.91,2.36,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72
Kevin Harris ,NE,RB,5.0,18.0,3.6,52.0,10.4,2.89,14.0,6.2,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.6,18.0,3.6,0.0,0.0,0.0,0.88,11.2,2.24,0.5,3.63,2.62,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.41,11.2,2.24,0.5,3.63,2.65,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.42,11.2,2.24,0.5,3.63,2.68,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.43
Larry Rountree III ,LAC,RB,5.06,19.76,4.12,39.0,7.03,1.74,7.35,2.85,0.0,0.0,0.29,0.03,1.71,0.5,2.0,0.53,9.59,3.27,4.65,0.0,0.0,21.47,4.62,21.76,4.65,0.0,0.0,0.0,0.87,6.62,1.21,0.47,1.72,1.7,4.76,0.29,0.0,0.0,0.0,0.0,0.0,1.17,7.48,1.45,0.82,1.85,2.04,4.76,0.29,0.0,0.0,0.0,0.0,0.0,1.4,8.33,1.71,1.25,2.0,2.37,5.06,0.0,0.0,0.0,0.0,0.0,0.0,1.66
Ty Montgomery ,NE,RB,12.25,18.12,1.71,65.62,6.98,3.56,16.5,3.3,0.5,0.08,0.0,0.0,12.38,0.94,19.88,1.55,77.38,6.07,6.83,0.0,0.0,30.5,2.65,38.0,3.26,0.0,0.0,0.0,0.98,14.3,1.3,0.26,2.39,1.68,11.88,0.12,0.25,0.0,0.0,0.05,0.0,1.09,20.49,1.77,0.44,3.0,2.2,11.25,0.75,0.25,0.0,0.0,0.05,0.0,1.36,26.67,2.25,0.59,3.63,2.69,11.25,1.0,0.0,0.0,0.0,0.0,0.0,1.6
Trayveon Williams ,CIN,RB,5.71,18.14,3.42,81.29,13.59,4.15,22.86,5.23,1.14,0.11,0.0,0.0,2.14,0.32,2.86,0.5,11.43,1.57,4.57,0.0,0.0,20.29,3.74,21.0,3.92,0.29,0.03,0.01,0.89,8.7,1.46,0.66,2.13,1.95,5.43,0.29,0.0,0.0,0.0,0.0,0.0,1.29,9.77,1.62,0.66,2.4,2.13,5.43,0.29,0.0,0.0,0.0,0.0,0.0,1.35,10.84,1.78,0.66,2.67,2.29,5.43,0.29,0.0,0.0,0.0,0.0,0.0,1.41
Pierre Strong Jr. ,NE,RB,10.0,10.0,1.0,100.0,10.0,10.0,44.0,6.3,3.0,0.3,1.0,0.1,7.0,0.7,7.0,0.7,42.0,4.2,6.0,0.0,0.0,17.0,1.7,17.0,1.7,0.0,0.0,0.0,1.0,20.2,2.02,0.0,4.7,2.22,9.0,0.0,0.0,1.0,0.0,0.11,0.11,1.14,23.7,2.37,0.0,5.07,2.58,9.0,0.0,0.0,1.0,0.0,0.11,0.11,1.29,27.2,2.72,0.0,5.47,2.94,9.0,0.0,0.0,1.0,0.0,0.11,0.11,1.43
Snoop Conner ,JAC,RB,5.0,12.0,2.4,42.0,8.4,3.5,8.0,5.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.4,12.0,2.4,0.0,0.0,0.0,0.88,10.2,2.04,0.6,3.18,2.47,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.28,10.2,2.04,0.6,3.18,2.5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.29,10.2,2.04,0.6,3.18,2.53,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
Hassan Haskins ,TEN,RB,14.0,25.0,1.79,93.0,6.64,3.72,12.0,2.64,0.0,0.0,0.0,0.0,11.0,0.79,12.0,0.86,57.0,4.07,5.18,0.0,0.0,36.0,2.57,37.0,2.64,0.0,0.0,0.0,1.0,15.0,1.07,0.25,1.62,1.53,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,20.5,1.46,0.5,1.96,2.02,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,26.0,1.86,0.75,2.34,2.48,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56
Zander Horvath ,LAC,RB,8.0,4.0,0.5,8.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.62,8.0,1.0,8.0,1.0,1.6,2.0,0.25,9.0,1.12,12.0,1.5,0.0,0.0,0.0,0.95,13.6,1.7,0.2,2.94,2.1,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.02,16.1,2.01,0.4,3.22,2.45,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.23,18.6,2.33,0.65,3.53,2.8,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.46
Patrick Taylor Jr. ,GB,RB,6.41,13.82,2.36,48.06,8.36,3.33,7.76,3.45,0.0,0.0,0.29,0.06,1.29,0.22,1.29,0.22,12.88,1.89,12.44,0.0,0.0,15.12,2.58,15.12,2.58,0.0,0.0,0.0,0.91,7.86,1.38,0.75,1.94,1.82,6.12,0.0,0.29,0.0,0.0,0.07,0.0,1.19,8.51,1.49,0.75,2.16,1.93,6.12,0.0,0.29,0.0,0.0,0.07,0.0,1.23,9.15,1.6,0.75,2.4,2.05,6.12,0.0,0.29,0.0,0.0,0.07,0.0,1.27
Keaontay Ingram ,ARI,RB,11.0,27.0,2.45,60.0,5.45,2.22,13.0,4.45,0.0,0.0,1.0,0.09,4.0,0.36,5.0,0.45,21.0,1.91,5.25,0.0,0.0,31.0,2.82,32.0,2.91,0.0,0.0,0.0,1.0,14.1,1.28,0.3,2.84,1.59,10.0,0.0,1.0,0.0,0.0,0.1,0.0,1.1,16.1,1.46,0.5,3.12,1.8,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.21,18.1,1.65,0.5,3.42,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.29
Patrick Ricard ,BAL,RB,11.53,5.53,0.45,12.47,1.02,2.2,4.12,1.02,0.0,0.0,0.0,0.0,10.12,0.89,13.0,1.18,70.76,6.33,7.07,0.29,0.04,15.65,1.34,18.53,1.64,0.0,0.0,0.0,0.99,10.09,0.95,0.44,1.47,1.42,11.24,0.0,0.29,0.0,0.0,0.04,0.0,0.91,15.15,1.41,0.56,1.93,1.95,11.24,0.0,0.29,0.0,0.0,0.04,0.0,1.17,20.21,1.85,1.06,2.41,2.46,11.24,0.0,0.29,0.0,0.0,0.04,0.0,1.56
Gary Brightwell ,NYG,RB,15.0,31.0,2.07,141.0,9.4,4.55,25.0,5.07,1.0,0.07,1.0,0.07,5.0,0.33,8.0,0.53,39.0,2.6,7.8,0.0,0.0,36.0,2.4,39.0,2.6,0.0,0.0,0.0,1.0,24.0,1.6,0.0,2.49,2.06,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.08,26.5,1.77,0.0,2.74,2.24,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,29.0,1.93,0.0,3.01,2.43,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23
Derek Watt ,FA,RB,12.0,9.0,0.75,21.0,1.75,2.33,4.0,1.58,0.0,0.0,1.0,0.08,5.0,0.42,5.0,0.42,11.0,0.92,2.2,1.0,0.08,14.0,1.17,14.0,1.17,0.0,0.0,0.0,1.0,15.2,1.27,0.25,2.39,1.65,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.87,17.7,1.48,0.4,2.56,1.9,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.04,20.2,1.68,0.4,2.76,2.16,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.14
