,,,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,STANDARD
Todd Gurley II (FA),2020,13,8,16,2.0,13,0,0,1,1,4,4.0,0,0,2.0
Jordan Howard (FA),2020,13,4,19,4.8,11,0,0,0,0,0,0.0,0,0,1.9
Jordan Wilkins (FA),2020,13,5,12,2.4,5,0,0,2,2,6,3.0,0,0,1.8
Brian Hill (FA),2020,13,5,18,3.6,7,0,0,0,0,0,0.0,0,0,1.8
Jalen Richard (FA),2020,13,4,11,2.8,5,0,0,1,1,6,6.0,0,0,1.7
Latavius Murray (FA),2020,13,5,17,3.4,6,0,0,2,2,0,0.0,0,0,1.7
Anthony McFarland Jr. (PIT),2020,13,4,15,3.8,9,0,0,0,1,0,0.0,0,0,1.5
Zack Moss (IND),2020,13,3,9,3.0,7,0,0,1,1,5,5.0,0,0,1.4
Antonio Gibson (WAS),2020,13,2,14,7.0,13,0,0,0,0,0,0.0,0,0,1.4
Jaylen Samuels (FA),2020,13,1,1,1.0,1,0,0,3,4,11,3.7,0,0,1.2
Carlos Hyde (FA),2020,13,2,1,0.5,1,0,0,3,3,10,3.3,0,0,1.1
Kerryon Johnson (FA),2020,13,3,3,1.0,2,0,0,2,3,8,4.0,0,0,1.1
DeeJay Dallas (SEA),2020,13,0,0,0.0,0,0,0,2,3,11,5.5,0,0,1.1
Patrick Ricard (BAL),2020,13,0,0,0.0,0,0,0,2,2,11,5.5,0,0,1.1
Benny Snell Jr. (FA),2020,13,8,5,0.6,4,0,0,2,3,5,2.5,0,0,1.0
Boston Scott (PHI),2020,13,2,9,4.5,6,0,0,0,2,0,0.0,0,0,0.9
Theo Riddick (FA),2020,13,3,6,2.0,3,0,0,1,1,3,3.0,0,0,0.9
Elijhaa Penny (FA),2020,13,2,8,4.0,5,0,0,0,0,0,0.0,0,0,0.8
Dare Ogunbowale (HOU),2020,13,2,7,3.5,4,0,0,0,2,0,0.0,0,0,0.7
Samaje Perine (DEN),2020,13,3,7,2.3,5,0,0,0,0,0,0.0,0,0,0.7
Dion Lewis (FA),2020,13,3,6,2.0,3,0,0,0,0,0,0.0,0,0,0.6
D'Ernest Johnson (JAC),2020,13,0,0,0.0,0,0,0,1,1,5,5.0,0,0,0.5
Justice Hill (BAL),2020,13,0,0,0.0,0,0,0,1,1,4,4.0,0,0,0.4
Joshua Kelley (LAC),2020,13,0,0,0.0,0,0,0,2,2,3,1.5,0,0,0.3
Frank Gore (FA),2020,13,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Alec Ingold (MIA),2020,13,0,0,0.0,0,0,0,1,1,2,2.0,0,0,0.2
Jakob Johnson (LV),2020,13,0,0,0.0,0,0,0,1,1,1,1.0,0,0,0.1
James White (FA),2020,13,0,0,0.0,0,0,0,3,4,1,0.3,0,0,0.1
Chandler Cox (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Devine Ozigbo (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andrew Beck (HOU),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Darwin Thompson (SEA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Khari Blasingame (CHI),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trayveon Williams (CIN),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Reggie Gilliam (BUF),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Rico Dowdle (DAL),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Gabe Nabers (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nathan Cottrell (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jonathan Ward (TEN),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Scottie Phillips (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Xavier Jones (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Anthony Sherman (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Taiwan Jones (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cordarrelle Patterson (ATL),2020,13,10,59,5.9,13,0,1,1,2,4,4.0,0,0,0.0
J.P. Holtz (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Corey Clement (ARI),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D'Onta Foreman (CHI),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D.J. Foster (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Tyler Ervin (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jonathan Williams (WAS),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andy Janovich (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dwayne Washington (NO),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Derek Watt (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Cabinda (DET),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Buddy Howell (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mike Boone (HOU),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ryan Nall (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Royce Freeman (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Senorise Perry (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Keith Smith (ATL),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jerick McKinnon (FA),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Michael Burton (DEN),2020,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Tevin Coleman (FA),2020,13,2,-11,-5.5,0,0,0,0,0,0,0.0,0,0,-1.1
Derrick Henry (TEN),2020,14,26,215,8.3,47,7,2,2,2,7,3.5,0,0,34.2
Jonathan Taylor (IND),2020,14,20,150,7.5,62,4,2,2,2,15,7.5,0,0,28.5
Miles Sanders (CAR),2020,14,14,115,8.2,82,4,2,4,5,21,5.3,0,0,25.6
Kareem Hunt (FA),2020,14,6,33,5.5,10,0,1,6,7,77,12.8,1,0,23.0
Nick Chubb (CLE),2020,14,17,82,4.8,14,0,2,2,2,21,10.5,0,0,22.3
David Montgomery (DET),2020,14,11,113,10.3,80,4,1,3,4,42,14.0,0,0,21.5
Mike Davis (FA),2020,14,11,51,4.6,10,0,2,5,6,42,8.4,0,0,21.3
Cam Akers (LAR),2020,14,29,171,5.9,35,3,0,2,3,23,11.5,0,0,19.4
Gus Edwards (BAL),2020,14,7,49,7.0,19,0,2,1,1,4,4.0,0,0,17.3
Dalvin Cook (MIN),2020,14,22,102,4.6,14,0,1,2,4,8,4.0,0,0,17.0
Chris Carson (FA),2020,14,12,76,6.3,28,1,1,3,5,22,7.3,0,0,15.8
Alvin Kamara (NO),2020,14,11,50,4.5,16,0,1,7,10,44,6.3,0,0,15.4
Kenyan Drake (FA),2020,14,23,80,3.5,36,2,1,1,1,10,10.0,0,0,15.0
Austin Ekeler (LAC),2020,14,15,79,5.3,13,0,0,9,9,67,7.4,0,0,14.6
Ronald Jones II (DAL),2020,14,18,80,4.4,16,0,1,1,2,4,4.0,0,0,14.4
J.K. Dobbins (BAL),2020,14,13,53,4.1,13,0,1,0,0,0,0.0,0,0,13.3
D'Andre Swift (DET),2020,14,7,24,3.4,5,0,1,4,5,26,6.5,0,0,11.0
Tony Pollard (DAL),2020,14,11,39,3.5,17,0,0,2,2,9,4.5,1,0,10.8
Melvin Gordon III (FA),2020,14,13,68,5.2,15,0,0,3,3,23,7.7,0,0,9.1
Clyde Edwards-Helaire (KC),2020,14,16,32,2.0,12,0,0,5,6,59,11.8,0,0,9.1
J.D. McKissic (FA),2020,14,11,68,6.2,17,0,0,2,4,18,9.0,0,0,8.6
Jeff Wilson Jr. (MIA),2020,14,11,31,2.8,11,0,1,1,3,13,13.0,0,1,8.4
James Robinson (NE),2020,14,12,67,5.6,47,3,0,4,4,16,4.0,0,0,8.3
Kyle Juszczyk (SF),2020,14,1,3,3.0,3,0,0,2,3,15,7.5,1,0,7.8
Nyheim Hines (BUF),2020,14,7,58,8.3,31,2,0,4,4,17,4.3,0,0,7.5
Aaron Jones (GB),2020,14,15,69,4.6,11,0,0,2,3,6,3.0,0,0,7.5
Josh Jacobs (LV),2020,14,13,49,3.8,18,0,0,3,5,25,8.3,0,0,7.4
Wayne Gallman Jr. (FA),2020,14,12,57,4.8,16,0,0,3,4,16,5.3,0,0,7.3
Kerryon Johnson (FA),2020,14,2,3,1.5,2,0,1,1,1,10,10.0,0,0,7.3
Raheem Mostert (MIA),2020,14,14,65,4.6,14,0,0,2,4,5,2.5,0,0,7.0
Carlos Hyde (FA),2020,14,15,66,4.4,18,0,0,0,0,0,0.0,0,0,6.6
Ezekiel Elliott (FA),2020,14,12,48,4.0,26,1,0,2,3,11,5.5,0,0,5.9
Duke Johnson Jr. (FA),2020,14,8,26,3.3,10,0,0,2,2,53,26.5,0,1,5.9
Dion Lewis (FA),2020,14,2,14,7.0,13,0,1,0,0,0,0.0,0,1,5.4
Chase Edmonds (TB),2020,14,7,32,4.6,11,0,0,4,5,21,5.3,0,0,5.3
DeAndre Washington (FA),2020,14,13,35,2.7,7,0,0,2,4,17,8.5,0,0,5.2
Damien Harris (BUF),2020,14,11,50,4.5,12,0,0,1,2,0,0.0,0,0,5.0
Buddy Howell (FA),2020,14,11,42,3.8,9,0,0,1,2,3,3.0,0,0,4.5
Ito Smith (FA),2020,14,11,42,3.8,8,0,0,1,1,3,3.0,0,0,4.5
Trayveon Williams (CIN),2020,14,12,49,4.1,9,0,0,3,3,14,4.7,0,1,4.3
Zack Moss (IND),2020,14,13,43,3.3,13,0,0,0,1,0,0.0,0,0,4.3
Jalen Richard (FA),2020,14,2,10,5.0,6,0,0,4,5,31,7.8,0,0,4.1
Samaje Perine (DEN),2020,14,10,32,3.2,11,0,0,2,2,9,4.5,0,0,4.1
Peyton Barber (FA),2020,14,12,37,3.1,9,0,0,2,3,1,0.5,0,0,3.8
Jamaal Williams (NO),2020,14,10,38,3.8,9,0,0,0,0,0,0.0,0,0,3.8
LeSean McCoy (FA),2020,14,4,32,8.0,14,0,0,1,1,3,3.0,0,0,3.5
Le'Veon Bell (FA),2020,14,2,21,10.5,13,0,0,2,3,14,7.0,0,0,3.5
Devin Singletary (HOU),2020,14,7,32,4.6,14,0,0,1,1,2,2.0,0,0,3.4
Jaylen Samuels (FA),2020,14,4,15,3.8,6,0,0,3,4,18,6.0,0,0,3.3
Todd Gurley II (FA),2020,14,6,19,3.2,8,0,0,2,3,12,6.0,0,0,3.1
Phillip Lindsay (FA),2020,14,11,24,2.2,9,0,0,2,2,7,3.5,0,0,3.1
Adrian Peterson (FA),2020,14,4,7,1.8,3,0,0,1,1,23,23.0,0,0,3.0
Josh Adams (FA),2020,14,6,27,4.5,12,0,0,2,2,3,1.5,0,0,3.0
Devine Ozigbo (FA),2020,14,0,0,0.0,0,0,0,4,4,30,7.5,0,0,3.0
Rodney Smith (FA),2020,14,2,10,5.0,6,0,0,2,2,14,7.0,0,0,2.4
Patrick Laird (TB),2020,14,4,19,4.8,9,0,0,1,1,4,4.0,0,0,2.3
C.J. Ham (MIN),2020,14,1,0,0.0,0,0,0,3,3,22,7.3,0,0,2.2
Sony Michel (FA),2020,14,7,22,3.1,8,0,0,0,1,0,0.0,0,0,2.2
Ameer Abdullah (LV),2020,14,3,11,3.7,4,0,0,2,2,10,5.0,0,0,2.1
Kalen Ballage (FA),2020,14,7,14,2.0,5,0,0,1,2,6,6.0,0,0,2.0
Justin Jackson (FA),2020,14,3,9,3.0,5,0,0,3,3,10,3.3,0,0,1.9
Devontae Booker (FA),2020,14,4,8,2.0,6,0,0,3,3,11,3.7,0,0,1.9
James Conner (ARI),2020,14,10,18,1.8,5,0,0,0,0,0,0.0,0,0,1.8
James White (FA),2020,14,3,16,5.3,9,0,0,1,2,2,2.0,0,0,1.8
Boston Scott (PHI),2020,14,3,6,2.0,3,0,0,1,1,11,11.0,0,0,1.7
Ty Johnson (NYJ),2020,14,8,16,2.0,5,0,0,0,0,0,0.0,0,0,1.6
Brian Hill (FA),2020,14,1,3,3.0,3,0,0,1,1,12,12.0,0,0,1.5
Benny Snell Jr. (FA),2020,14,3,14,4.7,7,0,0,0,0,0,0.0,0,0,1.4
C.J. Prosise (FA),2020,14,1,2,2.0,2,0,0,1,1,10,10.0,0,0,1.2
Dare Ogunbowale (HOU),2020,14,0,0,0.0,0,0,0,1,1,12,12.0,0,0,1.2
Mike Boone (HOU),2020,14,2,8,4.0,5,0,0,1,1,4,4.0,0,0,1.2
Frank Gore (FA),2020,14,8,23,2.9,11,0,0,1,1,8,8.0,0,1,1.1
Jeremy McNichols (PIT),2020,14,11,9,0.8,6,0,0,1,1,0,0.0,0,0,0.9
DeeJay Dallas (SEA),2020,14,4,7,1.8,4,0,0,0,0,0,0.0,0,0,0.7
Latavius Murray (FA),2020,14,4,13,3.3,7,0,0,1,1,-6,-6.0,0,0,0.7
Alfred Morris (FA),2020,14,3,7,2.3,5,0,0,0,0,0,0.0,0,0,0.7
Jordan Wilkins (FA),2020,14,1,3,3.0,3,0,0,1,2,4,4.0,0,0,0.7
Darrell Henderson Jr. (FA),2020,14,2,5,2.5,3,0,0,0,0,0,0.0,0,0,0.5
Justice Hill (BAL),2020,14,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
Gabe Nabers (FA),2020,14,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Giovani Bernard (FA),2020,14,3,8,2.7,4,0,0,3,3,15,5.0,0,1,0.3
Keith Smith (ATL),2020,14,1,3,3.0,3,0,0,1,2,-2,-2.0,0,0,0.1
Jakob Johnson (LV),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andrew Beck (HOU),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Darwin Thompson (SEA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Khari Blasingame (CHI),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alec Ingold (MIA),2020,14,0,0,0.0,0,0,0,1,1,0,0.0,0,0,0.0
D'Ernest Johnson (JAC),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Reggie Gilliam (BUF),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Rico Dowdle (DAL),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nathan Cottrell (FA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jonathan Ward (TEN),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Javon Leake (FA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
AJ Dillon (GB),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Scottie Phillips (FA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Anthony Sherman (FA),2020,14,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Taiwan Jones (FA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mark Ingram II (FA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cordarrelle Patterson (ATL),2020,14,6,26,4.3,12,0,0,0,1,0,0.0,0,0,0.0
Kenjon Barner (FA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Theo Riddick (FA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
J.P. Holtz (FA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Elijhaa Penny (FA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Corey Clement (ARI),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andy Janovich (FA),2020,14,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Dwayne Washington (NO),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Derek Watt (FA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Darrel Williams (FA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Cabinda (DET),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Royce Freeman (FA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ryan Nall (FA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alex Armah Jr. (WAS),2020,14,0,0,0.0,0,0,0,1,1,0,0.0,0,0,0.0
Patrick Ricard (BAL),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Senorise Perry (FA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jerick McKinnon (FA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Michael Burton (DEN),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Malcolm Brown (FA),2020,14,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Tevin Coleman (FA),2020,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trenton Cannon (FA),2020,14,1,-2,-2.0,0,0,0,0,0,0,0.0,0,0,-0.2
Ke'Shawn Vaughn (TB),2020,14,1,-3,-3.0,0,0,0,0,0,0,0.0,0,0,-0.3
David Montgomery (DET),2020,15,32,146,4.6,19,0,2,1,2,16,16.0,0,0,28.2
Tony Pollard (DAL),2020,15,12,69,5.8,40,3,2,6,9,63,10.5,0,0,25.2
Derrick Henry (TEN),2020,15,24,147,6.1,33,2,1,2,2,5,2.5,0,0,23.2
Dalvin Cook (MIN),2020,15,24,132,5.5,20,1,1,5,5,27,5.4,0,0,21.9
Aaron Jones (GB),2020,15,20,145,7.3,46,3,1,3,4,13,4.3,0,0,21.8
Giovani Bernard (FA),2020,15,25,83,3.3,11,0,1,1,1,14,14.0,1,0,21.7
Salvon Ahmed (MIA),2020,15,23,122,5.3,31,2,1,1,3,5,5.0,0,0,20.7
Melvin Gordon III (FA),2020,15,11,61,5.5,14,0,2,4,4,20,5.0,0,0,20.1
Leonard Fournette (FA),2020,15,14,49,3.5,17,0,2,3,5,16,5.3,0,0,18.5
D'Andre Swift (DET),2020,15,15,67,4.5,11,0,2,4,5,15,3.8,0,1,18.2
Josh Jacobs (LV),2020,15,26,76,2.9,20,1,1,3,3,38,12.7,0,0,17.4
J.D. McKissic (FA),2020,15,13,51,3.9,11,0,0,9,10,56,6.2,1,0,16.7
Benny Snell Jr. (FA),2020,15,18,84,4.7,29,1,1,3,4,23,7.7,0,0,16.7
Jonathan Taylor (IND),2020,15,16,83,5.2,14,0,1,4,5,12,3.0,0,0,15.5
Alvin Kamara (NO),2020,15,11,54,4.9,11,0,0,3,6,40,13.3,1,0,15.4
Devin Singletary (HOU),2020,15,8,68,8.5,51,4,1,3,3,16,5.3,0,0,14.4
J.K. Dobbins (BAL),2020,15,14,64,4.6,11,0,1,1,1,17,17.0,0,0,14.1
Le'Veon Bell (FA),2020,15,15,62,4.1,12,0,1,1,1,14,14.0,0,0,13.6
David Johnson (FA),2020,15,8,27,3.4,8,0,0,11,11,106,9.6,0,0,13.3
Chase Edmonds (TB),2020,15,11,47,4.3,16,0,0,3,5,19,6.3,1,0,12.6
Nick Chubb (CLE),2020,15,15,50,3.3,15,0,1,2,2,16,8.0,0,0,12.6
Frank Gore (FA),2020,15,23,59,2.6,8,0,1,1,1,6,6.0,0,0,12.5
Carlos Hyde (FA),2020,15,2,55,27.5,50,4,1,2,3,8,4.0,0,0,12.3
Jeff Wilson Jr. (MIA),2020,15,16,60,3.8,12,0,1,0,4,0,0.0,0,0,12.0
Darrynton Evans (CHI),2020,15,8,30,3.8,9,0,0,2,2,27,13.5,1,0,11.7
Ty Johnson (NYJ),2020,15,3,16,5.3,7,0,0,6,6,39,6.5,1,0,11.5
James Robinson (NE),2020,15,16,35,2.2,11,0,0,3,3,18,6.0,1,0,11.3
Miles Sanders (CAR),2020,15,17,64,3.8,10,0,0,1,2,26,26.0,0,0,9.0
Latavius Murray (FA),2020,15,4,3,0.8,3,0,0,2,3,26,13.0,1,0,8.9
Matt Breida (NYG),2020,15,12,86,7.2,24,1,0,0,0,0,0.0,0,0,8.6
Clyde Edwards-Helaire (KC),2020,15,14,79,5.6,16,0,0,1,2,4,4.0,0,0,8.3
Sony Michel (FA),2020,15,10,74,7.4,17,0,0,1,1,8,8.0,0,0,8.2
Zack Moss (IND),2020,15,13,81,6.2,26,1,0,0,0,0,0.0,0,0,8.1
Austin Ekeler (LAC),2020,15,13,60,4.6,27,1,0,4,4,19,4.8,0,0,7.9
Gus Edwards (BAL),2020,15,9,42,4.7,7,0,0,2,2,36,18.0,0,0,7.8
Kalen Ballage (FA),2020,15,8,11,1.4,9,0,1,0,0,0,0.0,0,0,7.1
Chris Carson (FA),2020,15,15,63,4.2,13,0,0,2,3,6,3.0,0,0,6.9
Raheem Mostert (MIA),2020,15,14,68,4.9,17,0,0,0,0,0,0.0,0,0,6.8
Peyton Barber (FA),2020,15,4,5,1.3,4,0,1,0,1,0,0.0,0,0,6.5
Cam Akers (LAR),2020,15,15,63,4.2,11,0,0,1,3,-1,-1.0,0,0,6.2
Mike Davis (FA),2020,15,14,59,4.2,12,0,0,2,2,2,1.0,0,0,6.1
James White (FA),2020,15,2,3,1.5,4,0,0,4,4,52,13.0,0,0,5.5
Nyheim Hines (BUF),2020,15,5,43,8.6,23,1,0,2,3,11,5.5,0,0,5.4
Rodney Smith (FA),2020,15,4,23,5.8,12,0,0,3,4,24,8.0,0,0,4.7
Phillip Lindsay (FA),2020,15,11,38,3.5,10,0,0,3,3,7,2.3,0,0,4.5
Kenyan Drake (FA),2020,15,10,26,2.6,8,0,0,2,2,14,7.0,0,0,4.0
Alfred Morris (FA),2020,15,7,39,5.6,14,0,0,0,0,0,0.0,0,0,3.9
Ito Smith (FA),2020,15,6,24,4.0,7,0,0,2,3,9,4.5,0,0,3.3
Keith Smith (ATL),2020,15,0,0,0.0,0,0,0,3,3,32,10.7,0,0,3.2
Patrick Laird (TB),2020,15,2,20,10.0,12,0,0,2,2,12,6.0,0,0,3.2
LeSean McCoy (FA),2020,15,0,0,0.0,0,0,0,3,3,32,10.7,0,0,3.2
Kyle Juszczyk (SF),2020,15,2,4,2.0,3,0,0,1,2,25,25.0,0,0,2.9
Wayne Gallman Jr. (FA),2020,15,9,29,3.2,9,0,0,0,0,0,0.0,0,0,2.9
Kareem Hunt (FA),2020,15,7,21,3.0,14,0,0,3,3,7,2.3,0,0,2.8
Dare Ogunbowale (HOU),2020,15,2,17,8.5,17,0,0,1,1,8,8.0,0,0,2.5
D'Ernest Johnson (JAC),2020,15,4,24,6.0,21,1,0,0,0,0,0.0,0,0,2.4
Adrian Peterson (FA),2020,15,6,23,3.8,8,0,0,0,0,0,0.0,0,0,2.3
Jerick McKinnon (FA),2020,15,0,0,0.0,0,0,0,2,2,22,11.0,0,0,2.2
Buddy Howell (FA),2020,15,5,22,4.4,7,0,0,0,0,0,0.0,0,0,2.2
Jamaal Williams (NO),2020,15,1,6,6.0,6,0,0,2,2,14,7.0,0,0,2.0
Dion Lewis (FA),2020,15,1,4,4.0,4,0,0,2,2,14,7.0,0,0,1.8
AJ Dillon (GB),2020,15,1,18,18.0,18,0,0,0,0,0,0.0,0,0,1.8
Scottie Phillips (FA),2020,15,2,9,4.5,5,0,0,1,1,7,7.0,0,0,1.6
Jaylen Samuels (FA),2020,15,1,4,4.0,4,0,0,1,1,12,12.0,0,0,1.6
Alexander Mattison (MIN),2020,15,1,1,1.0,1,0,0,1,1,14,14.0,0,0,1.5
Todd Gurley II (FA),2020,15,1,-1,-1.0,0,0,0,2,2,15,7.5,0,0,1.4
Anthony McFarland Jr. (PIT),2020,15,1,5,5.0,5,0,0,1,1,9,9.0,0,0,1.4
Samaje Perine (DEN),2020,15,4,14,3.5,8,0,0,0,0,0,0.0,0,0,1.4
Devontae Booker (FA),2020,15,3,12,4.0,7,0,0,0,0,0,0.0,0,0,1.2
Elijhaa Penny (FA),2020,15,1,2,2.0,2,0,0,1,1,9,9.0,0,0,1.1
Tevin Coleman (FA),2020,15,3,11,3.7,6,0,0,0,0,0,0.0,0,0,1.1
Rico Dowdle (DAL),2020,15,4,11,2.8,5,0,0,0,0,0,0.0,0,0,1.1
Malcolm Brown (FA),2020,15,1,4,4.0,4,0,0,1,1,6,6.0,0,0,1.0
Patrick Ricard (BAL),2020,15,0,0,0.0,0,0,0,2,3,10,5.0,0,0,1.0
Michael Burton (DEN),2020,15,0,0,0.0,0,0,0,1,1,9,9.0,0,0,0.9
Alex Armah Jr. (WAS),2020,15,0,0,0.0,0,0,0,1,1,9,9.0,0,0,0.9
Trayveon Williams (CIN),2020,15,2,8,4.0,5,0,0,0,0,0,0.0,0,0,0.8
Justice Hill (BAL),2020,15,0,0,0.0,0,0,0,1,1,8,8.0,0,0,0.8
Joshua Kelley (LAC),2020,15,2,8,4.0,5,0,0,0,0,0,0.0,0,0,0.8
Jalen Richard (FA),2020,15,0,0,0.0,0,0,0,1,1,7,7.0,0,0,0.7
Boston Scott (PHI),2020,15,0,0,0.0,0,0,0,1,1,7,7.0,0,0,0.7
Brian Hill (FA),2020,15,5,-2,-0.4,3,0,0,2,2,9,4.5,0,0,0.7
Rashaad Penny (PHI),2020,15,2,6,3.0,6,0,0,0,0,0,0.0,0,0,0.6
Darrel Williams (FA),2020,15,3,5,1.7,3,0,0,0,0,0,0.0,0,0,0.5
Jeremy McNichols (PIT),2020,15,0,0,0.0,0,0,0,1,1,5,5.0,0,0,0.5
Royce Freeman (FA),2020,15,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
Devine Ozigbo (FA),2020,15,0,0,0.0,0,0,0,1,1,4,4.0,0,0,0.4
Ke'Shawn Vaughn (TB),2020,15,2,4,2.0,3,0,0,0,1,0,0.0,0,0,0.4
Darrell Henderson Jr. (FA),2020,15,1,-2,-2.0,0,0,0,1,1,5,5.0,0,0,0.3
J.J. Taylor (NE),2020,15,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Alec Ingold (MIA),2020,15,1,2,2.0,2,0,0,0,1,0,0.0,0,0,0.2
Jakob Johnson (LV),2020,15,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Andrew Beck (HOU),2020,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Khari Blasingame (CHI),2020,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Reggie Gilliam (BUF),2020,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jonathan Ward (TEN),2020,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nathan Cottrell (FA),2020,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
