,,,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,STANDARD
Samaje Perine (DEN),2021,3,1,-1,-1.0,0,0,0,1,1,8,8.0,0,0,0.7
James White (FA),2021,3,1,6,6.0,6,0,0,0,1,0,0.0,0,0,0.6
Jake Funk (IND),2021,3,1,6,6.0,6,0,0,0,0,0,0.0,0,0,0.6
Elijhaa Penny (FA),2021,3,2,6,3.0,4,0,0,0,0,0,0.0,0,0,0.6
Boston Scott (PHI),2021,3,0,0,0.0,0,0,0,2,2,5,2.5,0,0,0.5
Alex Armah Jr. (WAS),2021,3,1,5,5.0,5,0,0,0,0,0,0.0,0,0,0.5
J.J. Taylor (NE),2021,3,1,2,2.0,2,0,0,2,2,3,1.5,0,0,0.5
Phillip Lindsay (FA),2021,3,7,5,0.7,3,0,0,0,0,0,0.0,0,0,0.5
Rex Burkhead (FA),2021,3,0,0,0.0,0,0,0,1,1,5,5.0,0,0,0.5
Gary Brightwell (NYG),2021,3,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
Larry Rountree III (LAC),2021,3,4,3,0.8,4,0,0,0,1,0,0.0,0,0,0.3
Derek Watt (FA),2021,3,0,0,0.0,0,0,0,1,1,3,3.0,0,0,0.3
C.J. Ham (MIN),2021,3,2,2,1.0,2,0,0,0,0,0,0.0,0,0,0.2
Mekhi Sargent (JAC),2021,3,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Cullen Gillaspia (FA),2021,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Reggie Gilliam (BUF),2021,3,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Kylin Hill (FA),2021,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
DeeJay Dallas (SEA),2021,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Ralston (FA),2021,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Tory Carter (FA),2021,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Avery Williams (ATL),2021,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Khalil Herbert (CHI),2021,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2021,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Corey Clement (ARI),2021,3,3,0,0.0,5,0,0,0,0,0,0.0,0,0,0.0
Jason Cabinda (DET),2021,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Justin Jackson (FA),2021,3,2,0,0.0,1,0,0,0,0,0,0.0,0,0,0.0
Jordan Wilkins (FA),2021,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trenton Cannon (FA),2021,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Ricard (BAL),2021,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Keith Smith (ATL),2021,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Damien Williams (FA),2021,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ty Montgomery (NE),2021,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cordarrelle Patterson (ATL),2021,4,6,34,5.7,13,0,0,5,6,82,16.4,3,0,29.6
Austin Ekeler (LAC),2021,4,15,117,7.8,20,1,1,3,5,28,9.3,1,0,26.5
Saquon Barkley (NYG),2021,4,13,52,4.0,17,0,1,5,6,74,14.8,1,0,24.6
Derrick Henry (TEN),2021,4,33,157,4.8,22,1,1,2,2,20,10.0,0,0,23.7
David Montgomery (DET),2021,4,23,106,4.6,24,1,2,0,0,0,0.0,0,0,22.6
Ezekiel Elliott (FA),2021,4,20,143,7.2,47,3,1,0,1,0,0.0,0,0,20.3
James Robinson (NE),2021,4,18,78,4.3,20,1,2,1,2,-2,-2.0,0,0,19.6
James Conner (ARI),2021,4,18,50,2.8,10,0,2,2,2,16,8.0,0,0,18.6
Jonathan Taylor (IND),2021,4,16,103,6.4,38,3,1,3,3,11,3.7,0,0,17.4
Clyde Edwards-Helaire (KC),2021,4,14,102,7.3,17,0,0,2,3,1,0.5,1,0,16.3
Najee Harris (PIT),2021,4,15,62,4.1,11,0,1,6,7,29,4.8,0,0,15.1
Kenneth Gainwell (PHI),2021,4,3,31,10.3,13,0,1,6,8,58,9.7,0,0,14.9
Kareem Hunt (FA),2021,4,14,69,4.9,33,2,1,2,4,17,8.5,0,0,14.6
Chase Edmonds (TB),2021,4,12,120,10.0,54,4,0,4,5,19,4.8,0,0,13.9
Leonard Fournette (FA),2021,4,20,92,4.6,21,1,0,3,5,47,15.7,0,0,13.9
Alex Collins (FA),2021,4,10,44,4.4,14,0,1,2,2,34,17.0,0,0,13.8
Antonio Gibson (WAS),2021,4,14,63,4.5,8,0,1,2,2,12,6.0,0,0,13.5
Damien Williams (FA),2021,4,8,55,6.9,23,1,1,2,2,15,7.5,0,0,13.0
Joe Mixon (CIN),2021,4,16,67,4.2,11,0,1,1,2,0,0.0,0,0,12.7
Zack Moss (IND),2021,4,14,61,4.4,17,0,1,0,1,0,0.0,0,0,12.1
Alvin Kamara (NO),2021,4,26,120,4.6,10,0,0,0,0,0,0.0,0,0,12.0
J.D. McKissic (FA),2021,4,7,15,2.1,10,0,0,5,5,44,8.8,1,0,11.9
Latavius Murray (FA),2021,4,18,59,3.3,11,0,1,0,0,0,0.0,0,0,11.9
Darrel Williams (FA),2021,4,10,42,4.2,10,0,1,2,2,16,8.0,0,0,11.8
Darrell Henderson Jr. (FA),2021,4,14,89,6.4,15,0,0,5,6,27,5.4,0,0,11.6
Nick Chubb (CLE),2021,4,21,100,4.8,13,0,0,1,1,5,5.0,0,0,10.5
AJ Dillon (GB),2021,4,15,81,5.4,25,1,0,1,1,16,16.0,0,0,9.7
Michael Carter (NYJ),2021,4,13,38,2.9,13,0,1,1,3,-4,-4.0,0,0,9.4
Trey Sermon (PHI),2021,4,19,89,4.7,15,0,0,0,0,0,0.0,0,0,8.9
Mike Davis (FA),2021,4,13,14,1.1,8,0,0,2,2,12,6.0,1,0,8.6
Devin Singletary (HOU),2021,4,14,79,5.6,15,0,0,1,1,7,7.0,0,0,8.6
Ronald Jones II (DAL),2021,4,6,25,4.2,8,0,1,0,0,0,0.0,0,0,8.5
Jeremy McNichols (PIT),2021,4,1,11,11.0,11,0,0,8,12,74,9.3,0,0,8.5
Aaron Jones (GB),2021,4,15,48,3.2,15,0,0,3,4,51,17.0,0,1,7.9
Chuba Hubbard (CAR),2021,4,13,57,4.4,14,0,0,2,2,14,7.0,0,0,7.1
Tony Pollard (DAL),2021,4,10,67,6.7,18,0,0,0,0,0,0.0,0,0,6.7
Melvin Gordon III (FA),2021,4,9,56,6.2,14,0,0,2,4,11,5.5,0,0,6.7
Jamaal Williams (NO),2021,4,14,66,4.7,11,0,0,0,0,0,0.0,0,0,6.6
Javonte Williams (DEN),2021,4,7,48,6.9,31,2,0,3,3,11,3.7,0,0,5.9
Josh Jacobs (LV),2021,4,13,40,3.1,10,0,0,5,5,17,3.4,0,0,5.7
Brandon Bolden (LV),2021,4,1,0,0.0,0,0,0,6,6,51,8.5,0,0,5.1
D'Andre Swift (DET),2021,4,8,16,2.0,6,0,0,4,6,33,8.3,0,0,4.9
Ty Montgomery (NE),2021,4,2,7,3.5,5,0,0,3,3,42,14.0,0,0,4.9
Rodney Smith (FA),2021,4,0,0,0.0,0,0,0,5,5,48,9.6,0,0,4.8
David Johnson (FA),2021,4,5,21,4.2,10,0,0,3,4,27,9.0,0,0,4.8
Miles Sanders (CAR),2021,4,7,13,1.9,5,0,0,3,3,34,11.3,0,0,4.7
Dalvin Cook (MIN),2021,4,9,34,3.8,13,0,0,2,6,10,5.0,0,0,4.4
Kyle Juszczyk (SF),2021,4,0,0,0.0,0,0,0,4,4,41,10.3,0,0,4.1
Larry Rountree III (LAC),2021,4,11,31,2.8,9,0,0,0,0,0,0.0,0,0,3.1
Tevin Coleman (FA),2021,4,4,14,3.5,8,0,0,2,2,17,8.5,0,0,3.1
Chris Carson (FA),2021,4,13,30,2.3,8,0,0,1,1,1,1.0,0,0,3.1
Wayne Gallman Jr. (FA),2021,4,6,29,4.8,13,0,0,0,1,0,0.0,0,0,2.9
Malcolm Brown (FA),2021,4,8,23,2.9,4,0,0,1,1,4,4.0,0,0,2.7
Damien Harris (BUF),2021,4,4,-4,-1.0,1,0,0,2,2,30,15.0,0,0,2.6
Mark Ingram II (FA),2021,4,6,24,4.0,12,0,0,0,0,0,0.0,0,0,2.4
Marlon Mack (FA),2021,4,10,22,2.2,12,0,0,1,2,1,1.0,0,0,2.3
Samaje Perine (DEN),2021,4,3,7,2.3,4,0,0,1,1,15,15.0,0,0,2.2
Andy Janovich (FA),2021,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,2.0
Alexander Mattison (MIN),2021,4,10,20,2.0,6,0,0,0,0,0,0.0,0,0,2.0
Salvon Ahmed (MIA),2021,4,3,1,0.3,4,0,0,2,2,12,6.0,0,0,1.3
Ty Johnson (NYJ),2021,4,3,1,0.3,2,0,0,2,2,12,6.0,0,0,1.3
Justin Jackson (FA),2021,4,3,-4,-1.3,0,0,0,4,4,17,4.3,0,0,1.3
Demetric Felton Jr. (CLE),2021,4,0,0,0.0,0,0,0,2,2,12,6.0,0,0,1.2
Royce Freeman (FA),2021,4,3,12,4.0,6,0,0,0,0,0,0.0,0,0,1.2
Jaret Patterson (FA),2021,4,2,1,0.5,3,0,0,1,1,11,11.0,0,0,1.2
Devontae Booker (FA),2021,4,1,6,6.0,6,0,0,1,1,6,6.0,0,0,1.2
Jacques Patrick (FA),2021,4,2,12,6.0,8,0,0,0,0,0,0.0,0,0,1.2
Le'Veon Bell (FA),2021,4,4,11,2.8,4,0,0,0,1,0,0.0,0,0,1.1
Dwayne Washington (NO),2021,4,1,5,5.0,5,0,0,1,1,6,6.0,0,0,1.1
Reggie Gilliam (BUF),2021,4,1,1,1.0,1,0,0,1,1,8,8.0,0,0,0.9
Khalil Herbert (CHI),2021,4,3,7,2.3,4,0,0,0,0,0,0.0,0,0,0.7
Travis Homer (CHI),2021,4,1,5,5.0,5,0,0,0,0,0,0.0,0,0,0.5
Michael Burton (DEN),2021,4,1,5,5.0,5,0,0,0,0,0,0.0,0,0,0.5
Tony Jones Jr. (DEN),2021,4,3,8,2.7,3,0,0,1,3,-3,-3.0,0,0,0.5
Patrick Ricard (BAL),2021,4,0,0,0.0,0,0,0,1,1,4,4.0,0,0,0.4
Devonta Freeman (FA),2021,4,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
Myles Gaskin (MIA),2021,4,2,3,1.5,3,0,0,0,0,0,0.0,0,0,0.3
Dare Ogunbowale (HOU),2021,4,2,3,1.5,2,0,0,0,0,0,0.0,0,0,0.3
Kenyan Drake (FA),2021,4,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Alex Armah Jr. (WAS),2021,4,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Keith Smith (ATL),2021,4,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Ameer Abdullah (LV),2021,4,0,0,0.0,0,0,0,1,1,2,2.0,0,0,0.2
C.J. Ham (MIN),2021,4,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
Benny Snell Jr. (FA),2021,4,1,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Jakob Johnson (LV),2021,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Gabe Nabers (FA),2021,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Kylin Hill (FA),2021,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
J.K. Dobbins (BAL),2021,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D'Ernest Johnson (JAC),2021,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
DeeJay Dallas (SEA),2021,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Gary Brightwell (NYG),2021,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Avery Williams (ATL),2021,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2021,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
J.P. Holtz (FA),2021,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Peyton Barber (FA),2021,4,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Derek Watt (FA),2021,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Buddy Howell (FA),2021,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jerick McKinnon (FA),2021,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Rex Burkhead (FA),2021,4,1,-1,-1.0,0,0,0,0,0,0,0.0,0,0,-0.1
Phillip Lindsay (FA),2021,4,4,-1,-0.3,2,0,0,0,0,0,0.0,0,0,-0.1
Nyheim Hines (BUF),2021,4,2,6,3.0,7,0,0,2,2,5,2.5,0,1,-0.9
Sony Michel (FA),2021,4,3,11,3.7,9,0,0,0,0,0,0.0,0,1,-0.9
J.J. Taylor (NE),2021,4,1,0,0.0,0,0,0,1,1,0,0.0,0,1,-2.0
Trenton Cannon (FA),2021,4,0,0,0.0,0,0,0,0,0,0,0.0,0,1,-2.0
Derrick Henry (TEN),2021,5,29,130,4.5,15,0,3,0,0,0,0.0,0,0,31.0
Jonathan Taylor (IND),2021,5,15,53,3.5,19,0,1,3,4,116,38.7,1,0,28.9
Austin Ekeler (LAC),2021,5,17,66,3.9,9,0,2,5,5,53,10.6,1,1,27.9
Alvin Kamara (NO),2021,5,16,71,4.4,23,1,1,5,8,51,10.2,1,0,24.2
Ezekiel Elliott (FA),2021,5,21,110,5.2,15,0,1,2,3,2,1.0,1,0,23.2
Nick Chubb (CLE),2021,5,21,161,7.7,52,6,1,1,1,9,9.0,0,0,23.0
Myles Gaskin (MIA),2021,5,5,25,5.0,13,0,0,10,10,74,7.4,2,0,21.9
Kareem Hunt (FA),2021,5,12,61,5.1,12,0,2,5,6,28,5.6,0,0,20.9
James Robinson (NE),2021,5,18,149,8.3,58,4,1,1,1,-2,-2.0,0,0,20.7
Najee Harris (PIT),2021,5,23,122,5.3,20,1,1,2,5,20,10.0,0,0,20.2
Alexander Mattison (MIN),2021,5,25,113,4.5,48,3,0,7,7,40,5.7,1,1,19.3
Antonio Gibson (WAS),2021,5,20,60,3.0,16,0,2,2,2,12,6.0,0,0,19.2
Devontae Booker (FA),2021,5,16,42,2.6,14,0,1,3,4,16,5.3,1,0,17.8
Leonard Fournette (FA),2021,5,12,67,5.6,17,0,1,4,5,43,10.8,0,0,17.0
D'Andre Swift (DET),2021,5,11,51,4.6,12,0,1,6,6,53,8.8,0,0,16.4
Darrell Henderson Jr. (FA),2021,5,17,82,4.8,29,1,1,1,1,17,17.0,0,0,15.9
Damien Williams (FA),2021,5,16,64,4.0,14,0,1,2,3,20,10.0,0,0,14.4
Samaje Perine (DEN),2021,5,11,59,5.4,11,0,0,4,5,24,6.0,1,0,14.3
AJ Dillon (GB),2021,5,8,30,3.8,17,0,0,4,4,49,12.3,1,0,13.9
Chuba Hubbard (CAR),2021,5,24,101,4.2,26,1,0,5,6,33,6.6,0,0,13.4
Josh Jacobs (LV),2021,5,15,48,3.2,11,0,1,4,5,19,4.8,0,0,12.7
Michael Carter (NYJ),2021,5,10,38,3.8,9,0,1,3,3,20,6.7,0,0,11.8
Cordarrelle Patterson (ATL),2021,5,14,54,3.9,12,0,0,7,9,60,8.6,0,0,11.4
Aaron Jones (GB),2021,5,14,103,7.4,57,4,0,4,5,6,1.5,0,0,10.9
Sony Michel (FA),2021,5,11,37,3.4,15,0,1,1,1,8,8.0,0,0,10.5
Tony Pollard (DAL),2021,5,14,75,5.4,17,0,0,4,4,28,7.0,0,0,10.3
Mike Davis (FA),2021,5,13,53,4.1,17,0,1,2,5,8,4.0,0,1,10.1
Damien Harris (BUF),2021,5,14,58,4.1,15,0,1,0,0,0,0.0,0,1,9.8
James Conner (ARI),2021,5,10,29,2.9,8,0,1,1,1,8,8.0,0,0,9.7
Joe Mixon (CIN),2021,5,10,33,3.3,10,0,1,1,1,2,2.0,0,0,9.5
Giovani Bernard (FA),2021,5,4,21,5.3,17,0,0,2,2,14,7.0,1,0,9.5
Ty Johnson (NYJ),2021,5,4,12,3.0,6,0,1,2,3,22,11.0,0,0,9.4
Zack Moss (IND),2021,5,11,37,3.4,8,0,0,3,4,55,18.3,0,0,9.2
Javonte Williams (DEN),2021,5,8,61,7.6,49,3,0,3,3,25,8.3,0,0,8.6
Khalil Herbert (CHI),2021,5,18,75,4.2,11,0,0,0,0,0,0.0,0,0,7.5
Alex Collins (FA),2021,5,15,47,3.1,13,0,0,2,3,25,12.5,0,0,7.2
Jamaal Williams (NO),2021,5,13,57,4.4,13,0,0,2,2,8,4.0,0,0,6.5
Elijah Mitchell (SF),2021,5,9,43,4.8,14,0,0,2,2,19,9.5,0,0,6.2
Marlon Mack (FA),2021,5,5,47,9.4,22,1,0,1,2,7,7.0,0,0,5.4
Miles Sanders (CAR),2021,5,11,45,4.1,18,0,0,5,5,6,1.2,0,0,5.1
David Johnson (FA),2021,5,2,5,2.5,3,0,0,5,6,46,9.2,0,0,5.1
Darrel Williams (FA),2021,5,5,27,5.4,9,0,0,3,5,18,6.0,0,0,4.5
Melvin Gordon III (FA),2021,5,9,34,3.8,8,0,0,2,2,9,4.5,0,0,4.3
Mark Ingram II (FA),2021,5,16,41,2.6,8,0,0,0,0,0,0.0,0,0,4.1
DeeJay Dallas (SEA),2021,5,4,7,1.8,4,0,0,2,2,32,16.0,0,0,3.9
Ronald Jones II (DAL),2021,5,5,21,4.2,5,0,0,1,1,15,15.0,0,0,3.6
Devonta Freeman (FA),2021,5,1,1,1.0,1,0,0,3,4,34,11.3,0,0,3.5
Kyle Juszczyk (SF),2021,5,1,0,0.0,0,0,0,3,4,35,11.7,0,0,3.5
Jeremy McNichols (PIT),2021,5,1,9,9.0,9,0,0,2,2,26,13.0,0,0,3.5
Brandon Bolden (LV),2021,5,2,25,12.5,24,1,0,4,4,6,1.5,0,0,3.1
Latavius Murray (FA),2021,5,6,17,2.8,6,0,0,2,3,13,6.5,0,0,3.0
Clyde Edwards-Helaire (KC),2021,5,7,13,1.9,6,0,0,1,2,11,11.0,0,0,2.4
Kenneth Gainwell (PHI),2021,5,2,16,8.0,12,0,0,1,3,8,8.0,0,0,2.4
Rhamondre Stevenson (NE),2021,5,11,23,2.1,9,0,0,0,0,0,0.0,0,0,2.3
Devin Singletary (HOU),2021,5,6,25,4.2,9,0,0,1,2,-2,-2.0,0,0,2.3
Salvon Ahmed (MIA),2021,5,2,5,2.5,4,0,0,2,3,16,8.0,0,0,2.1
Ty'Son Williams (ARI),2021,5,4,6,1.5,5,0,0,2,2,15,7.5,0,0,2.1
Benny Snell Jr. (FA),2021,5,5,20,4.0,9,0,0,0,1,0,0.0,0,0,2.0
Dare Ogunbowale (HOU),2021,5,0,0,0.0,0,0,0,1,1,19,19.0,0,0,1.9
Phillip Lindsay (FA),2021,5,5,19,3.8,10,0,0,0,0,0,0.0,0,0,1.9
Nyheim Hines (BUF),2021,5,4,18,4.5,11,0,0,0,1,0,0.0,0,0,1.8
Travis Homer (CHI),2021,5,1,5,5.0,5,0,0,1,1,13,13.0,0,0,1.8
Joshua Kelley (LAC),2021,5,2,17,8.5,14,0,0,0,0,0,0.0,0,0,1.7
Jerick McKinnon (FA),2021,5,1,2,2.0,2,0,0,2,2,13,6.5,0,0,1.5
Chris Evans (CIN),2021,5,0,0,0.0,0,0,0,2,2,15,7.5,0,0,1.5
C.J. Ham (MIN),2021,5,1,1,1.0,1,0,0,1,1,14,14.0,0,0,1.5
Chase Edmonds (TB),2021,5,6,15,2.5,5,0,0,3,4,19,6.3,0,1,1.4
Jaret Patterson (FA),2021,5,4,13,3.3,9,0,0,0,0,0,0.0,0,0,1.3
Carlos Hyde (FA),2021,5,5,13,2.6,7,0,0,0,0,0,0.0,0,0,1.3
Tevin Coleman (FA),2021,5,3,11,3.7,5,0,0,0,1,0,0.0,0,0,1.1
Kenyan Drake (FA),2021,5,2,11,5.5,8,0,0,0,1,0,0.0,0,0,1.1
Saquon Barkley (NYG),2021,5,2,9,4.5,5,0,0,0,1,0,0.0,0,0,0.9
Royce Freeman (FA),2021,5,3,2,0.7,3,0,0,1,2,6,6.0,0,0,0.8
Trey Sermon (PHI),2021,5,1,7,7.0,7,0,0,0,0,0,0.0,0,0,0.7
J.D. McKissic (FA),2021,5,2,-1,-0.5,1,0,0,1,4,8,8.0,0,0,0.7
Kylin Hill (FA),2021,5,0,0,0.0,0,0,0,1,1,5,5.0,0,0,0.5
Elijhaa Penny (FA),2021,5,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
Jalen Richard (FA),2021,5,0,0,0.0,0,0,0,1,1,4,4.0,0,0,0.4
Wayne Gallman Jr. (FA),2021,5,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Ameer Abdullah (LV),2021,5,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Michael Burton (DEN),2021,5,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Demetric Felton Jr. (CLE),2021,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mekhi Sargent (JAC),2021,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Giovanni Ricci (CAR),2021,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jonathan Ward (TEN),2021,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Eno Benjamin (NO),2021,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Darrynton Evans (CHI),2021,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Larry Rountree III (LAC),2021,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Gerrid Doaks (HOU),2021,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Derek Watt (FA),2021,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Godwin Igwebuike (SEA),2021,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Kalen Ballage (FA),2021,5,4,0,0.0,3,0,0,0,1,0,0.0,0,0,0.0
Trenton Cannon (FA),2021,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Keith Smith (ATL),2021,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ty Montgomery (NE),2021,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Derrick Henry (TEN),2021,6,20,143,7.2,76,4,3,2,3,13,6.5,0,0,33.6
Jonathan Taylor (IND),2021,6,14,145,10.4,83,4,2,1,2,13,13.0,0,0,27.8
Leonard Fournette (FA),2021,6,22,81,3.7,20,1,2,6,6,46,7.7,0,0,24.7
Darrell Henderson Jr. (FA),2021,6,21,78,3.7,10,0,1,2,3,29,14.5,1,0,22.7
Joe Mixon (CIN),2021,6,18,94,5.2,18,0,0,5,6,59,11.8,1,0,21.3
Darrel Williams (FA),2021,6,21,62,3.0,11,0,2,3,4,27,9.0,0,0,20.9
Dalvin Cook (MIN),2021,6,29,140,4.8,23,1,1,2,2,3,1.5,0,0,20.3
Kenyan Drake (FA),2021,6,4,34,8.5,18,0,1,2,2,39,19.5,1,0,19.3
Najee Harris (PIT),2021,6,24,81,3.4,10,0,0,6,7,46,7.7,1,0,18.7
Khalil Herbert (CHI),2021,6,19,97,5.1,25,1,1,2,3,15,7.5,0,0,17.2
Aaron Jones (GB),2021,6,13,76,5.8,28,1,0,4,4,34,8.5,1,0,17.0
Damien Harris (BUF),2021,6,18,101,5.6,21,2,1,1,1,7,7.0,0,0,16.8
James Robinson (NE),2021,6,17,73,4.3,24,1,1,3,4,28,9.3,0,0,16.1
Alex Collins (FA),2021,6,20,101,5.1,21,1,1,1,1,-3,-3.0,0,0,15.8
Josh Jacobs (LV),2021,6,16,53,3.3,6,0,1,1,1,29,29.0,0,0,14.2
Chris Evans (CIN),2021,6,4,18,4.5,6,0,0,3,3,49,16.3,1,0,12.7
D'Andre Swift (DET),2021,6,13,24,1.8,9,0,1,5,7,43,8.6,0,0,12.7
Chuba Hubbard (CAR),2021,6,16,61,3.8,9,0,1,1,3,4,4.0,0,0,12.5
Rhamondre Stevenson (NE),2021,6,5,23,4.6,11,0,1,3,3,39,13.0,0,0,12.2
Ezekiel Elliott (FA),2021,6,17,69,4.1,21,1,0,7,9,50,7.1,0,0,11.9
Latavius Murray (FA),2021,6,9,44,4.9,14,0,1,2,2,12,6.0,0,0,11.6
Devonta Freeman (FA),2021,6,9,53,5.9,16,0,1,0,2,0,0.0,0,0,11.3
J.D. McKissic (FA),2021,6,8,45,5.6,11,0,0,8,10,65,8.1,0,0,11.0
Mark Ingram II (FA),2021,6,18,73,4.1,24,1,0,2,2,8,4.0,0,0,8.1
Kareem Hunt (FA),2021,6,14,66,4.7,17,0,0,3,3,12,4.0,0,0,7.8
Le'Veon Bell (FA),2021,6,8,18,2.3,7,0,1,0,0,0,0.0,0,0,7.8
Elijhaa Penny (FA),2021,6,3,15,5.0,6,0,1,1,2,1,1.0,0,0,7.6
Melvin Gordon III (FA),2021,6,10,50,5.0,10,0,0,3,3,23,7.7,0,0,7.3
James Conner (ARI),2021,6,16,71,4.4,16,0,0,1,1,0,0.0,0,0,7.1
Devontae Booker (FA),2021,6,12,41,3.4,14,0,0,4,4,28,7.0,0,0,6.9
Javonte Williams (DEN),2021,6,11,53,4.8,30,2,0,3,3,15,5.0,0,0,6.8
Miles Sanders (CAR),2021,6,9,56,6.2,23,1,0,2,4,10,5.0,0,0,6.6
Tony Pollard (DAL),2021,6,10,41,4.1,9,0,0,3,3,22,7.3,0,0,6.3
AJ Dillon (GB),2021,6,11,59,5.4,36,2,0,0,0,0,0.0,0,0,5.9
Austin Ekeler (LAC),2021,6,6,7,1.2,5,0,0,4,7,48,12.0,0,0,5.5
Travis Homer (CHI),2021,6,2,27,13.5,26,1,0,1,1,27,27.0,0,0,5.4
Phillip Lindsay (FA),2021,6,7,39,5.6,35,2,0,2,2,15,7.5,0,0,5.4
DeeJay Dallas (SEA),2021,6,4,17,4.3,10,0,0,5,5,33,6.6,0,0,5.0
Chase Edmonds (TB),2021,6,4,46,11.5,40,3,0,3,4,4,1.3,0,0,5.0
Devin Singletary (HOU),2021,6,5,27,5.4,14,0,0,5,5,16,3.2,0,0,4.3
Sony Michel (FA),2021,6,9,42,4.7,15,0,0,0,0,0,0.0,0,0,4.2
Zack Moss (IND),2021,6,8,24,3.0,7,0,0,2,4,15,7.5,0,0,3.9
Salvon Ahmed (MIA),2021,6,7,22,3.1,5,0,0,1,2,15,15.0,0,0,3.7
Malcolm Brown (FA),2021,6,5,24,4.8,16,0,0,1,1,7,7.0,0,0,3.1
C.J. Ham (MIN),2021,6,1,30,30.0,30,2,0,0,0,0,0.0,0,0,3.0
Ronald Jones II (DAL),2021,6,5,20,4.0,9,0,0,1,1,9,9.0,0,0,2.9
Antonio Gibson (WAS),2021,6,10,44,4.4,15,0,0,2,3,0,0.0,0,1,2.4
Nyheim Hines (BUF),2021,6,4,13,3.3,7,0,0,1,2,9,9.0,0,0,2.2
Kalen Ballage (FA),2021,6,2,15,7.5,11,0,0,0,0,0,0.0,0,0,1.5
Jerick McKinnon (FA),2021,6,3,10,3.3,5,0,0,1,4,5,5.0,0,0,1.5
