,,,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,STANDARD
Player,Season,Week,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,FPTS
Jerick McKinnon (FA),2022,7,2,12,6.0,9,0,0,2,3,36,18.0,0,0,4.8
Nyheim Hines (BUF),2022,7,4,2,0.5,2,0,0,5,5,41,8.2,0,0,4.3
Isiah Pacheco (KC),2022,7,8,43,5.4,17,0,0,0,0,0,0.0,0,0,4.3
DeeJay Dallas (SEA),2022,7,6,35,5.8,11,0,0,2,2,6,3.0,0,0,4.1
Kyle Juszczyk (SF),2022,7,0,0,0.0,0,0,0,3,4,34,11.3,0,0,3.4
Matt Breida (NYG),2022,7,4,19,4.8,6,0,0,1,1,14,14.0,0,0,3.3
Rachaad White (TB),2022,7,6,24,4.0,11,0,0,1,2,8,8.0,0,0,3.2
Craig Reynolds (DET),2022,7,4,12,3.0,8,0,0,3,3,18,6.0,0,0,3.0
Leonard Fournette (FA),2022,7,8,19,2.4,9,0,0,2,3,7,3.5,0,0,2.6
Jaylen Warren (PIT),2022,7,2,7,3.5,4,0,0,2,2,17,8.5,0,0,2.4
Mike Boone (HOU),2022,7,4,23,5.8,15,0,0,0,0,0,0.0,0,0,2.3
Mark Ingram II (FA),2022,7,4,6,1.5,5,0,0,3,3,16,5.3,0,0,2.2
Caleb Huntley (ATL),2022,7,6,22,3.7,10,0,0,0,0,0,0.0,0,0,2.2
Patrick Ricard (BAL),2022,7,1,0,0.0,0,0,0,2,2,20,10.0,0,0,2.0
Rex Burkhead (FA),2022,7,2,8,4.0,4,0,0,5,6,11,2.2,0,0,1.9
Chase Edmonds (TB),2022,7,7,17,2.4,9,0,0,0,2,0,0.0,0,0,1.7
AJ Dillon (GB),2022,7,4,15,3.8,7,0,0,0,0,0,0.0,0,0,1.5
Sony Michel (FA),2022,7,2,5,2.5,4,0,0,1,3,8,8.0,0,0,1.3
Damien Harris (BUF),2022,7,3,8,2.7,4,0,0,1,2,2,2.0,0,0,1.0
Ty Johnson (NYJ),2022,7,1,3,3.0,3,0,0,1,1,6,6.0,0,0,0.9
Samaje Perine (DEN),2022,7,1,0,0.0,0,0,0,2,2,8,4.0,0,0,0.8
Trestan Ebner (CHI),2022,7,3,8,2.7,5,0,0,0,0,0,0.0,0,0,0.8
Ameer Abdullah (LV),2022,7,0,0,0.0,0,0,0,2,2,7,3.5,0,0,0.7
Justice Hill (BAL),2022,7,5,26,5.2,9,0,0,0,0,0,0.0,0,1,0.6
JaMycal Hasty (JAC),2022,7,1,6,6.0,6,0,0,0,0,0,0.0,0,0,0.6
Hassan Haskins (TEN),2022,7,0,0,0.0,0,0,0,1,1,5,5.0,0,0,0.5
Kenyan Drake (FA),2022,7,11,5,0.5,4,0,0,0,1,0,0.0,0,0,0.5
J.D. McKissic (FA),2022,7,1,4,4.0,4,0,0,0,2,0,0.0,0,0,0.4
Dontrell Hilliard (FA),2022,7,1,4,4.0,4,0,0,0,2,0,0.0,0,0,0.4
Tyrion Davis-Price (SF),2022,7,2,4,2.0,3,0,0,0,2,0,0.0,0,0,0.4
Avery Williams (ATL),2022,7,1,4,4.0,4,0,0,0,1,0,0.0,0,0,0.4
Deon Jackson (IND),2022,7,2,3,1.5,4,0,0,0,0,0,0.0,0,0,0.3
Zamir White (LV),2022,7,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Justin Jackson (FA),2022,7,3,2,0.7,5,0,0,0,0,0,0.0,0,0,0.2
Benny Snell Jr. (FA),2022,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andrew Beck (HOU),2022,7,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Jakob Johnson (LV),2022,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
James Robinson (NE),2022,7,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Giovanni Ricci (CAR),2022,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D'Ernest Johnson (JAC),2022,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Connor Heyward (PIT),2022,7,0,0,0.0,0,0,0,1,1,6,6.0,0,0,0.0
Troy Hairston II (HOU),2022,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Chris Evans (CIN),2022,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2022,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Brandon Bolden (LV),2022,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dwayne Washington (NO),2022,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Derek Watt (FA),2022,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Michael Burton (DEN),2022,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Raheem Blackshear (CAR),2022,7,2,-5,-2.5,0,0,0,0,0,0,0.0,0,0,-0.5
Isaiah Spiller (LAC),2022,7,1,-5,-5.0,0,0,0,0,0,0,0.0,0,0,-0.5
Derrick Henry (TEN),2022,8,32,219,6.8,41,4,2,1,1,9,9.0,0,0,34.8
Alvin Kamara (NO),2022,8,18,62,3.4,9,0,1,9,10,96,10.7,2,0,33.8
Tony Pollard (DAL),2022,8,14,131,9.4,54,4,3,1,1,16,16.0,0,0,32.7
Christian McCaffrey (SF),2022,8,18,94,5.2,25,2,1,8,9,55,6.9,1,0,32.3
D'Onta Foreman (CHI),2022,8,26,118,4.5,16,0,3,0,1,0,0.0,0,0,31.8
Nick Chubb (CLE),2022,8,23,101,4.4,21,1,2,1,1,3,3.0,0,0,24.4
Travis Etienne Jr. (JAC),2022,8,24,156,6.5,49,3,1,3,3,6,2.0,0,0,22.2
Dalvin Cook (MIN),2022,8,20,111,5.6,30,2,1,5,6,30,6.0,0,0,20.1
Jamaal Williams (NO),2022,8,10,53,5.3,15,0,2,3,3,23,7.7,0,0,19.6
Khalil Herbert (CHI),2022,8,16,99,6.2,36,2,1,0,0,0,0.0,0,0,15.9
Aaron Jones (GB),2022,8,20,143,7.2,32,2,0,4,5,14,3.5,0,0,15.7
Tyler Allgeier (ATL),2022,8,14,39,2.8,13,0,0,3,3,46,15.3,1,0,14.5
Rhamondre Stevenson (NE),2022,8,16,71,4.4,35,2,0,7,7,72,10.3,0,0,14.3
Miles Sanders (CAR),2022,8,9,78,8.7,21,1,1,0,0,0,0.0,0,0,13.8
Antonio Gibson (WAS),2022,8,7,19,2.7,5,0,0,7,7,58,8.3,1,0,13.7
Kenyan Drake (FA),2022,8,7,62,8.9,40,3,0,4,4,5,1.3,1,0,12.7
Saquon Barkley (NYG),2022,8,20,53,2.7,15,0,1,3,5,9,3.0,0,0,12.2
Latavius Murray (FA),2022,8,14,46,3.3,9,0,1,1,2,13,13.0,0,0,11.9
Leonard Fournette (FA),2022,8,9,24,2.7,9,0,1,3,3,34,11.3,0,0,11.8
Melvin Gordon III (FA),2022,8,9,29,3.2,9,0,1,3,4,23,7.7,0,0,11.2
Kenneth Walker III (SEA),2022,8,18,51,2.8,16,0,1,1,2,1,1.0,0,0,11.2
Dameon Pierce (HOU),2022,8,15,35,2.3,16,0,0,3,5,16,5.3,1,0,11.1
Nyheim Hines (BUF),2022,8,5,20,4.0,9,0,1,2,2,29,14.5,0,0,10.9
Alexander Mattison (MIN),2022,8,5,40,8.0,15,0,1,0,0,0,0.0,0,0,10.0
Dontrell Hilliard (FA),2022,8,8,83,10.4,30,3,0,1,1,12,12.0,0,0,9.5
D'Andre Swift (DET),2022,8,5,6,1.2,7,0,0,5,5,27,5.4,1,0,9.3
Caleb Huntley (ATL),2022,8,16,91,5.7,30,2,0,0,0,0,0.0,0,0,9.1
Devin Singletary (HOU),2022,8,14,67,4.8,30,2,0,1,2,16,16.0,0,0,8.3
James Cook (BUF),2022,8,5,35,7.0,17,0,0,1,1,41,41.0,0,0,7.6
Jaylen Warren (PIT),2022,8,6,50,8.3,19,0,0,3,3,25,8.3,0,0,7.5
Kareem Hunt (FA),2022,8,11,42,3.8,15,0,0,4,4,30,7.5,0,0,7.2
Raheem Mostert (MIA),2022,8,14,64,4.6,13,0,0,1,1,3,3.0,0,0,6.7
Derek Watt (FA),2022,8,0,0,0.0,0,0,0,2,2,6,3.0,1,0,6.6
Alec Ingold (MIA),2022,8,1,1,1.0,1,0,1,1,1,5,5.0,0,0,6.6
Gus Edwards (BAL),2022,8,11,65,5.9,22,1,0,0,0,0,0.0,0,0,6.5
AJ Dillon (GB),2022,8,10,54,5.4,27,1,0,1,1,9,9.0,0,0,6.3
Michael Carter (NYJ),2022,8,7,26,3.7,11,0,0,4,7,35,8.8,0,0,6.1
Najee Harris (PIT),2022,8,8,32,4.0,18,0,0,6,6,26,4.3,0,0,6.0
Joe Mixon (CIN),2022,8,8,27,3.4,6,0,0,7,9,32,4.6,0,0,5.9
Jonathan Taylor (IND),2022,8,16,76,4.8,27,1,0,0,1,0,0.0,0,1,5.6
David Montgomery (DET),2022,8,15,53,3.5,10,0,0,3,3,22,7.3,0,1,5.5
Josh Jacobs (LV),2022,8,10,43,4.3,16,0,0,2,4,11,5.5,0,0,5.4
Damien Harris (BUF),2022,8,11,37,3.4,11,0,0,2,2,15,7.5,0,0,5.2
Eno Benjamin (NO),2022,8,9,22,2.4,7,0,0,4,7,23,5.8,0,0,4.5
Rachaad White (TB),2022,8,4,19,4.8,8,0,0,3,3,24,8.0,0,0,4.3
Malik Davis (DAL),2022,8,8,23,2.9,8,0,0,2,2,18,9.0,0,0,4.1
Ronnie Rivers (LAR),2022,8,8,21,2.6,5,0,0,4,4,15,3.8,0,0,3.6
Jeff Wilson Jr. (MIA),2022,8,4,14,3.5,12,0,0,2,2,21,10.5,0,0,3.5
Travis Homer (CHI),2022,8,2,10,5.0,7,0,0,1,1,21,21.0,0,0,3.1
Darrell Henderson Jr. (FA),2022,8,4,16,4.0,6,0,0,2,2,14,7.0,0,0,3.0
Justice Hill (BAL),2022,8,4,28,7.0,12,0,0,0,0,0,0.0,0,0,2.8
Ameer Abdullah (LV),2022,8,0,0,0.0,0,0,0,4,5,28,7.0,0,0,2.8
Spencer Brown (CAR),2022,8,6,27,4.5,7,0,0,0,1,0,0.0,0,0,2.7
Chris Evans (CIN),2022,8,0,0,0.0,0,0,0,1,1,26,26.0,0,0,2.6
Boston Scott (PHI),2022,8,7,21,3.0,8,0,0,0,0,0,0.0,0,0,2.1
Brian Robinson Jr. (WAS),2022,8,8,20,2.5,7,0,0,0,0,0,0.0,0,0,2.0
J.D. McKissic (FA),2022,8,2,6,3.0,4,0,0,3,5,14,4.7,0,0,2.0
D'Ernest Johnson (JAC),2022,8,4,17,4.3,7,0,0,0,0,0,0.0,0,0,1.7
Samaje Perine (DEN),2022,8,1,7,7.0,7,0,0,3,3,10,3.3,0,0,1.7
James Robinson (NE),2022,8,5,17,3.4,7,0,0,0,1,0,0.0,0,0,1.7
Matt Breida (NYG),2022,8,2,5,2.5,3,0,0,1,2,10,10.0,0,0,1.5
Darrel Williams (FA),2022,8,5,8,1.6,5,0,0,2,3,6,3.0,0,0,1.4
Chase Edmonds (TB),2022,8,4,14,3.5,8,0,0,0,0,0,0.0,0,0,1.4
Dwayne Washington (NO),2022,8,4,13,3.3,4,0,0,0,0,0,0.0,0,0,1.3
Kenneth Gainwell (PHI),2022,8,1,3,3.0,3,0,0,1,1,8,8.0,0,0,1.1
JaMycal Hasty (JAC),2022,8,4,13,3.3,12,0,0,3,4,-3,-1.0,0,0,1.0
Malcolm Brown (FA),2022,8,5,10,2.0,4,0,0,0,0,0,0.0,0,0,1.0
Craig Reynolds (DET),2022,8,2,7,3.5,5,0,0,0,1,0,0.0,0,0,0.7
Avery Williams (ATL),2022,8,0,0,0.0,0,0,0,2,2,7,3.5,0,0,0.7
Ty Johnson (NYJ),2022,8,2,6,3.0,4,0,0,0,2,0,0.0,0,0,0.6
Rex Burkhead (FA),2022,8,0,0,0.0,0,0,0,1,1,2,2.0,0,0,0.2
Salvon Ahmed (MIA),2022,8,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Mark Ingram II (FA),2022,8,0,0,0.0,0,0,0,1,1,2,2.0,0,0,0.2
Raheem Blackshear (CAR),2022,8,2,1,0.5,3,0,0,0,0,0,0.0,0,0,0.1
Demetric Felton Jr. (CLE),2022,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trayveon Williams (CIN),2022,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cullen Gillaspia (FA),2022,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Giovanni Ricci (CAR),2022,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Taylor Jr. (GB),2022,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
DeeJay Dallas (SEA),2022,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Hassan Haskins (TEN),2022,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Pierre Strong Jr. (NE),2022,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Keaontay Ingram (ARI),2022,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Gary Brightwell (NYG),2022,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Kene Nwangwu (MIN),2022,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Connor Heyward (PIT),2022,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Troy Hairston II (HOU),2022,8,0,0,0.0,0,0,0,2,2,7,3.5,0,0,0.0
C.J. Ham (MIN),2022,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Justin Jackson (FA),2022,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Ricard (BAL),2022,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dare Ogunbowale (HOU),2022,8,0,0,0.0,0,0,0,1,1,0,0.0,0,0,0.0
Keith Smith (ATL),2022,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Deon Jackson (IND),2022,8,1,-4,-4.0,0,0,0,0,0,0,0.0,0,0,-0.4
Trestan Ebner (CHI),2022,8,2,-5,-2.5,3,0,0,0,0,0,0.0,0,0,-0.5
Joe Mixon (CIN),2022,9,22,153,7.0,29,2,4,4,5,58,14.5,1,0,51.1
Kenneth Walker III (SEA),2022,9,26,109,4.2,15,0,2,3,4,20,6.7,0,0,24.9
Travis Etienne Jr. (JAC),2022,9,28,109,3.9,18,0,2,2,2,17,8.5,0,0,24.6
Derrick Henry (TEN),2022,9,17,115,6.8,56,5,2,0,0,0,0.0,0,0,23.5
Kenyan Drake (FA),2022,9,24,93,3.9,18,0,2,2,2,16,8.0,0,0,22.9
Cordarrelle Patterson (ATL),2022,9,13,44,3.4,7,0,2,1,1,9,9.0,0,0,17.3
Austin Ekeler (LAC),2022,9,14,47,3.4,9,0,1,7,8,24,3.4,1,1,17.1
Miles Sanders (CAR),2022,9,17,93,5.5,25,1,1,0,0,0,0.0,0,0,15.3
Michael Carter (NYJ),2022,9,12,76,6.3,25,1,1,1,1,10,10.0,0,0,14.6
Dameon Pierce (HOU),2022,9,27,139,5.1,36,2,0,0,0,0,0.0,0,0,13.9
Jeff Wilson Jr. (MIA),2022,9,9,51,5.7,28,1,0,3,3,21,7.0,1,0,13.2
Rhamondre Stevenson (NE),2022,9,15,60,4.0,16,0,0,3,7,10,3.3,1,0,13.0
Tyler Allgeier (ATL),2022,9,10,99,9.9,44,3,0,1,1,24,24.0,0,0,12.3
Dalvin Cook (MIN),2022,9,17,47,2.8,9,0,0,2,6,9,4.5,1,0,11.6
Raheem Blackshear (CAR),2022,9,5,13,2.6,5,0,1,4,4,40,10.0,0,0,11.3
James Robinson (NE),2022,9,13,48,3.7,16,0,0,2,2,5,2.5,1,0,11.3
Jamaal Williams (NO),2022,9,24,81,3.4,14,0,0,0,0,0,0.0,0,0,10.1
Kenneth Gainwell (PHI),2022,9,4,22,5.5,8,0,1,3,3,16,5.3,0,0,9.8
Josh Jacobs (LV),2022,9,17,67,3.9,15,0,0,3,3,20,6.7,0,0,8.7
Raheem Mostert (MIA),2022,9,9,26,2.9,14,0,1,0,2,0,0.0,0,0,8.6
James Conner (ARI),2022,9,7,45,6.4,14,0,0,5,5,19,3.8,0,0,6.4
Alvin Kamara (NO),2022,9,9,30,3.3,10,0,0,3,4,32,10.7,0,0,6.2
Leonard Fournette (FA),2022,9,9,19,2.1,6,0,0,5,7,41,8.2,0,0,6.0
Darrell Henderson Jr. (FA),2022,9,12,56,4.7,23,1,0,0,1,0,0.0,0,0,5.6
Samaje Perine (DEN),2022,9,6,51,8.5,29,1,0,1,2,3,3.0,0,0,5.4
D'Andre Swift (DET),2022,9,2,10,5.0,7,0,0,3,4,40,13.3,0,0,5.0
Devin Singletary (HOU),2022,9,8,24,3.0,5,0,0,4,5,24,6.0,0,0,4.8
Antonio Gibson (WAS),2022,9,11,36,3.3,9,0,0,2,3,11,5.5,0,0,4.7
Aaron Jones (GB),2022,9,9,25,2.8,9,0,0,2,2,20,10.0,0,0,4.5
Jerick McKinnon (FA),2022,9,3,4,1.3,3,0,0,6,8,40,6.7,0,0,4.4
David Montgomery (DET),2022,9,14,36,2.6,8,0,0,1,2,8,8.0,0,0,4.4
AJ Dillon (GB),2022,9,11,34,3.1,9,0,0,2,4,10,5.0,0,0,4.4
Brian Robinson Jr. (WAS),2022,9,13,44,3.4,6,0,0,2,2,-6,-3.0,0,0,3.8
Deon Jackson (IND),2022,9,11,23,2.1,5,0,0,2,3,13,6.5,0,0,3.6
Caleb Huntley (ATL),2022,9,7,34,4.9,9,0,0,0,0,0,0.0,0,0,3.4
Rachaad White (TB),2022,9,8,27,3.4,7,0,0,3,3,7,2.3,0,0,3.4
James Cook (BUF),2022,9,4,15,3.8,6,0,0,2,4,18,9.0,0,0,3.3
Travis Homer (CHI),2022,9,1,7,7.0,7,0,0,3,3,25,8.3,0,0,3.2
Isaiah Spiller (LAC),2022,9,7,29,4.1,7,0,0,0,0,0,0.0,0,0,2.9
Jordan Wilkins (FA),2022,9,3,13,4.3,5,0,0,4,5,15,3.8,0,0,2.8
Eno Benjamin (NO),2022,9,4,12,3.0,5,0,0,1,1,15,15.0,0,0,2.7
Justin Jackson (FA),2022,9,4,27,6.8,11,0,0,0,0,0,0.0,0,0,2.7
Spencer Brown (CAR),2022,9,3,16,5.3,7,0,0,2,3,10,5.0,0,0,2.6
Khalil Herbert (CHI),2022,9,7,23,3.3,5,0,0,0,0,0,0.0,0,0,2.3
D'Onta Foreman (CHI),2022,9,7,23,3.3,6,0,0,2,3,-2,-1.0,0,0,2.1
Malcolm Brown (FA),2022,9,2,9,4.5,6,0,0,1,1,10,10.0,0,0,1.9
Justice Hill (BAL),2022,9,4,11,2.8,9,0,0,1,1,8,8.0,0,0,1.9
Clyde Edwards-Helaire (KC),2022,9,4,5,1.3,3,0,0,1,2,14,14.0,0,0,1.9
Ty Johnson (NYJ),2022,9,2,17,8.5,12,0,0,0,0,0,0.0,0,0,1.7
J.J. Taylor (NE),2022,9,10,9,0.9,5,0,0,1,1,8,8.0,0,0,1.7
Rex Burkhead (FA),2022,9,1,9,9.0,9,0,0,1,2,6,6.0,0,0,1.5
Dwayne Washington (NO),2022,9,3,7,2.3,5,0,0,1,1,7,7.0,0,0,1.4
Sony Michel (FA),2022,9,1,12,12.0,12,0,0,0,1,0,0.0,0,0,1.2
JaMycal Hasty (JAC),2022,9,3,6,2.0,4,0,0,1,1,5,5.0,0,0,1.1
Brandon Bolden (LV),2022,9,1,5,5.0,5,0,0,1,1,5,5.0,0,0,1.0
Michael Burton (DEN),2022,9,1,0,0.0,0,0,0,1,1,9,9.0,0,0,0.9
Isiah Pacheco (KC),2022,9,5,5,1.0,2,0,0,1,1,4,4.0,0,0,0.9
Ameer Abdullah (LV),2022,9,0,0,0.0,0,0,0,1,3,8,8.0,0,0,0.8
Dontrell Hilliard (FA),2022,9,3,12,4.0,5,0,0,1,1,-4,-4.0,0,0,0.8
Kylin Hill (FA),2022,9,1,7,7.0,7,0,0,0,0,0,0.0,0,0,0.7
Mike Davis (FA),2022,9,0,0,0.0,0,0,0,1,1,7,7.0,0,0,0.7
Hassan Haskins (TEN),2022,9,1,5,5.0,5,0,0,1,1,2,2.0,0,0,0.7
Patrick Ricard (BAL),2022,9,1,2,2.0,2,0,0,1,1,4,4.0,0,0,0.6
Boston Scott (PHI),2022,9,1,5,5.0,5,0,0,0,0,0,0.0,0,0,0.5
Ke'Shawn Vaughn (TB),2022,9,2,4,2.0,5,0,0,0,1,0,0.0,0,0,0.4
DeeJay Dallas (SEA),2022,9,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
Cam Akers (LAR),2022,9,5,3,0.6,2,0,0,0,0,0,0.0,0,0,0.3
Phillip Lindsay (FA),2022,9,1,2,2.0,2,0,0,0,1,0,0.0,0,0,0.2
Keaontay Ingram (ARI),2022,9,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Avery Williams (ATL),2022,9,0,0,0.0,0,0,0,1,1,2,2.0,0,0,0.2
Alexander Mattison (MIN),2022,9,2,1,0.5,2,0,0,1,1,0,0.0,0,0,0.1
Cullen Gillaspia (FA),2022,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jakob Johnson (LV),2022,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Giovanni Ricci (CAR),2022,9,0,0,0.0,0,0,0,1,1,8,8.0,0,0,0.0
La'Mical Perine (KC),2022,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Craig Reynolds (DET),2022,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Salvon Ahmed (MIA),2022,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Pierre Strong Jr. (NE),2022,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Kene Nwangwu (MIN),2022,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Troy Hairston II (HOU),2022,9,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Chris Evans (CIN),2022,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2022,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nyheim Hines (BUF),2022,9,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Dare Ogunbowale (HOU),2022,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Keith Smith (ATL),2022,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Zamir White (LV),2022,9,1,-1,-1.0,0,0,0,0,0,0,0.0,0,0,-0.1
Jonathan Taylor (IND),2022,10,22,147,6.7,66,4,1,2,2,16,8.0,0,0,22.3
Saquon Barkley (NYG),2022,10,35,152,4.3,27,1,1,1,1,8,8.0,0,0,22.0
Aaron Jones (GB),2022,10,24,138,5.8,30,2,1,2,2,18,9.0,0,0,21.6
Dalvin Cook (MIN),2022,10,14,119,8.5,81,4,1,3,5,27,9.0,0,0,20.6
James Conner (ARI),2022,10,21,69,3.3,9,0,2,3,3,17,5.7,0,0,20.6
Jeff Wilson Jr. (MIA),2022,10,17,119,7.0,20,1,1,2,5,24,12.0,0,0,20.3
D'Onta Foreman (CHI),2022,10,31,130,4.2,23,1,1,0,1,0,0.0,0,0,19.0
Tony Pollard (DAL),2022,10,22,115,5.2,14,0,1,3,6,13,4.3,0,0,18.8
Josh Jacobs (LV),2022,10,21,78,3.7,22,1,1,6,8,28,4.7,0,0,16.6
Devin Singletary (HOU),2022,10,13,47,3.6,21,1,2,1,2,0,0.0,0,1,14.7
Raheem Mostert (MIA),2022,10,8,65,8.1,24,1,1,4,4,22,5.5,0,0,14.7
Brian Robinson Jr. (WAS),2022,10,26,86,3.3,11,0,1,0,0,0,0.0,0,0,14.6
Christian McCaffrey (SF),2022,10,14,38,2.7,12,0,1,4,6,39,9.8,0,0,13.7
Nick Chubb (CLE),2022,10,11,63,5.7,33,2,1,3,4,18,6.0,0,1,12.1
Jamaal Williams (NO),2022,10,16,59,3.7,13,0,1,0,0,0,0.0,0,0,11.9
Antonio Gibson (WAS),2022,10,14,44,3.1,7,0,1,3,3,14,4.7,0,0,11.8
Leonard Fournette (FA),2022,10,14,57,4.1,10,0,1,1,1,1,1.0,0,0,10.8
Rachaad White (TB),2022,10,22,105,4.8,29,1,0,0,0,0,0.0,0,0,10.5
Alec Ingold (MIA),2022,10,0,0,0.0,0,0,0,4,4,45,11.3,1,0,10.5
Dameon Pierce (HOU),2022,10,17,94,5.5,44,3,0,2,3,28,14.0,0,1,10.2
Najee Harris (PIT),2022,10,20,99,5.0,36,2,0,0,1,0,0.0,0,0,9.9
Darrell Henderson Jr. (FA),2022,10,6,21,3.5,6,0,1,1,1,11,11.0,0,0,9.2
Elijah Mitchell (SF),2022,10,18,89,4.9,12,0,0,1,2,-1,-1.0,0,0,8.8
Jaylen Warren (PIT),2022,10,9,37,4.1,21,1,0,3,3,40,13.3,0,0,7.7
Travis Etienne Jr. (JAC),2022,10,11,45,4.1,10,0,0,3,3,28,9.3,0,0,7.3
Kenneth Walker III (SEA),2022,10,10,17,1.7,5,0,0,6,8,55,9.2,0,0,7.2
D'Andre Swift (DET),2022,10,6,6,1.0,9,0,1,1,3,6,6.0,0,0,7.2
Melvin Gordon III (FA),2022,10,7,24,3.4,11,0,0,4,6,46,11.5,0,0,7.0
Derrick Henry (TEN),2022,10,19,53,2.8,10,0,0,2,3,14,7.0,0,0,6.7
AJ Dillon (GB),2022,10,13,65,5.0,17,0,0,0,0,0,0.0,0,0,6.5
Austin Ekeler (LAC),2022,10,6,24,4.0,12,0,0,7,12,39,5.6,0,0,6.3
C.J. Ham (MIN),2022,10,1,3,3.0,3,0,1,0,0,0,0.0,0,0,6.3
Isiah Pacheco (KC),2022,10,16,82,5.1,13,0,0,0,0,0,0.0,0,1,6.2
Jerick McKinnon (FA),2022,10,1,2,2.0,2,0,0,6,8,56,9.3,0,0,5.8
Khalil Herbert (CHI),2022,10,10,57,5.7,12,0,0,0,0,0,0.0,0,0,5.7
Miles Sanders (CAR),2022,10,12,54,4.5,8,0,0,0,1,0,0.0,0,0,5.4
Latavius Murray (FA),2022,10,9,24,2.7,10,0,0,3,3,23,7.7,0,0,4.7
Alvin Kamara (NO),2022,10,8,26,3.3,14,0,0,3,4,19,6.3,0,0,4.5
David Montgomery (DET),2022,10,9,37,4.1,9,0,0,1,1,7,7.0,0,0,4.4
Kyren Williams (LAR),2022,10,1,9,9.0,9,0,0,3,3,30,10.0,0,0,3.9
Malik Davis (DAL),2022,10,5,38,7.6,17,0,0,0,0,0,0.0,0,0,3.8
Ameer Abdullah (LV),2022,10,0,0,0.0,0,0,0,4,4,33,8.3,0,0,3.3
Raheem Blackshear (CAR),2022,10,6,32,5.3,12,0,0,0,0,0,0.0,0,0,3.2
Caleb Huntley (ATL),2022,10,5,32,6.4,15,0,0,0,0,0,0.0,0,0,3.2
Rex Burkhead (FA),2022,10,1,2,2.0,2,0,0,2,2,28,14.0,0,0,3.0
Justin Jackson (FA),2022,10,4,14,3.5,9,0,0,2,3,14,7.0,0,0,2.8
Avery Williams (ATL),2022,10,4,25,6.3,12,0,0,0,0,0,0.0,0,0,2.5
James Cook (BUF),2022,10,5,22,4.4,8,0,0,0,0,0,0.0,0,0,2.2
Cam Akers (LAR),2022,10,6,22,3.7,10,0,0,0,1,0,0.0,0,0,2.2
